Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2016,119629,Costco #0380 Lincoln Park,2746 N. Clybourn Avenue,60614,LINCOLN PARK,Wholesale Club/Supercenter,"142,374",2001,1,9,"18,526,774.4","10,379,484.4",,,,203,485.1,209.7,490,"3,966.2",27.9,41.93130757,-87.67737064,"(41.93130757, -87.67737064)"
2016,160257,Elm Street Plaza,1130 N. Dearborn,60610,NEAR NORTH SIDE,Multifamily Housing,"380,277",1976,1,36,"9,650,705.5","27,948,076.8",,,,98.9,156.9,104.3,159.4,"3,263.3",8.6,41.90292466,-87.63041353,"(41.90292466, -87.63041353)"
2016,159902,Montgomery Place,5550 S Shore Dr,60637,HYDE PARK,Multifamily Housing,"225,000",1991,1,,,,,,,,,,,,,41.7937214,-87.58110439,"(41.7937214, -87.58110439)"
2016,254068,Union Lofts Condominium Association (3500 S. Sangamon),3500 S. Sangamon,60609,Bridgeport,Multifamily Housing,"107,143",1910,1,50,"2,878,325.7","4,309,560.1",,,,67.1,126.6,70.6,128.4,759.4,7.1,41.8117692,-87.65514,"(41.8117692, -87.65514)"
2016,157100,1601 W Division LLC,1611 W Division St,60622,WEST TOWN,Multifamily Housing,"108,887",2013,1,92,"2,163,910.5","3,240,967",,,,49.6,93.7,52.4,96.6,571,5.2,41.90225377,-87.68447845,"(41.90225377, -87.68447845)"
2016,175711,2339 N. Geneva,2339 N. Geneva Terrace,60614,LINCOLN PARK,Multifamily Housing,"64,979",1933,1,59,"718,550.1","5,970,637.9",,,,102.9,131.2,112.6,141.4,449.6,6.9,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2016,243773,680 North Lake Shore Drive,680 North Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,"1,647,872",1926,1,81,"52,557,595","49,321,473",,,,61.8,131.6,65.2,133.8,"12,307.2",7.5,41.89466069,-87.61675768,"(41.89466069, -87.61675768)"
2016,165722,Drake Hotel,140 E. Walton Place,60611,NEAR NORTH SIDE,Hotel,"667,000",1920,1,88,"24,267,781.8","9,166,100.3",,,,50.1,128.7,,,"4,959.9",7.4,41.90042423,-87.62339349,"(41.90042423, -87.62339349)"
2016,100332,Lindblom Col-CPS,6130 S Wolcott Ave,60636,WEST ENGLEWOOD,K-12 School,"305,788",1917,1,83,"6,605,311.3","14,183,691.4",,,,68,116.5,75,123.9,"1,970.9",6.4,41.78206597,-87.67220934,"(41.78206597, -87.67220934)"
2016,101972,150 North Wacker Drive,150 North Wacker Drive,60606,LOOP,Office,"265,117",1970,1,82,"10,872,208.3","17,978,718.5",,,,108.8,200,117.9,209.6,"2,958.9",11.2,41.88476971,-87.63734502,"(41.88476971, -87.63734502)"
2016,158426,Hampton Inn & Suites Chicago - Downtown,33 W Illinois,60654,NEAR NORTH SIDE,Hotel,"160,000",1999,1,22,"8,720,161","13,276,299.5",,,,137.5,258.3,140.4,257.8,"2,312.5",14.5,41.89081283,-87.62934045,"(41.89081283, -87.62934045)"
2016,251735,Pritzker Ele-CPS,2009 W SCHILLER ST,60622,WEST TOWN,K-12 School,"66,300",1975,1,100,,"3,590,134.3",,,,54.1,56.9,62.3,65.5,190.7,2.9,41.90654578,-87.67791955,"(41.90654578, -87.67791955)"
2016,251477,Wadsworth-CPS,6420 S UNIVERSITY AVE,60637,WOODLAWN,K-12 School,"125,424",1920,1,64,"2,222,126.4","7,180,206.6",,,,75,115.7,84,125.2,791,6.3,41.7784319,-87.59820292,"(41.7784319, -87.59820292)"
2016,173766,3314 Lake Shore Drive Condo,3314 N. Lake Shore Drive,60657,LAKE VIEW,Multifamily Housing,"59,752",1920,1,6,"3,256,084.9","808,418.5",,,,68,185.3,73,199.9,643.1,10.8,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,116462,228-Senior Suites of South Shore,2355 East 67th Street,60649,SOUTH SHORE,Senior Care Community,"71,586",1998,1,60,"1,917,755.5","4,564,399.9",,,,90.6,151.1,99,159.9,595.9,8.3,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2016,251254,720 W. Gordon Terrace CA,720 W. Gordon Terrace,60613,UPTOWN,Multifamily Housing,"288,000",1966,1,59,"6,586,405.4","15,448,687.2",,,,76.5,128.1,82,131.7,"2,034.6",7.1,41.95817169,-87.64856912,"(41.95817169, -87.64856912)"
2016,252092,Pullman Park,10808-10830 S. Doty Avenue W,60626,PULLMAN,Retail Store,"66,735",2013,2,,"3,883,562.3","612,814.4",,,,67.4,192.4,67.3,190.1,748.4,11.2,41.69296132,-87.60058151,"(41.69296132, -87.60058151)"
2016,103600,10 South LaSalle Street,10 South LaSalle Street,60603,LOOP,Office,"871,962",1986,1,72,"54,233,569.4","724,173.9",,,,63,196.2,65.5,204,"10,034.9",11.5,41.88160573,-87.6327278,"(41.88160573, -87.6327278)"
2016,250108,Vivian Carter Apartments,6401 S. YALE AVE,60621,ENGLEWOOD,Multifamily Housing,"150,136",1971,1,88,"3,483,140.2","6,008,164.8",,,,63.2,114.9,64.9,114.2,961.1,6.4,41.77776863,-87.63135315,"(41.77776863, -87.63135315)"
2016,134775,116 S. Michigan Ave.,116 S. Michigan Ave.,60603,LOOP,College/University,"69,854",1906,1,,"11,218,308","500,600",,,,167.8,511.8,166.4,507.5,"2,094.4",30,41.88021125,-87.62448047,"(41.88021125, -87.62448047)"
2016,250055,Von Steuben-CPS,5039 N KIMBALL AVE,60625,NORTH PARK,K-12 School,"248,453",1928,1,97,"3,741,667.4","7,609,707.3",,,,45.7,79.4,49.5,83.5,"1,093.9",4.4,41.97280582,-87.71281644,"(41.97280582, -87.71281644)"
2016,250072,Lake Parc Place,3939-3983 S. LAKE PARK AVE,60653,OAKLAND,Multifamily Housing,"291,997",1953,2,82,"2,780,928.1","24,356,495.1",,,,92.9,117.5,99.6,124.7,"1,806.3",6.2,41.82392056,-87.6026878,"(41.82392056, -87.6026878)"
2016,244333,(IL252) - Huron Pointe Condo Assn,421 W. Huron,60610,NEAR NORTH SIDE,Multifamily Housing,"123,127",2001,1,25,"4,397,870.1","8,006,246",,,,100.7,180.4,107.7,187.7,"1,235.9",10,41.89447352,-87.63958245,"(41.89447352, -87.63958245)"
2016,252317,4423 N Sheridan,4423 N. Sheridan Rd,60640,UPTOWN,Multifamily Housing,"92,940",1927,1,91,"1,451,280.6","6,301,919.3",,,,83.4,120.2,90.2,125.8,602.2,6.5,41.96260451,-87.65471079,"(41.96260451, -87.65471079)"
2016,175953,Hotel Blake,500 S Dearborn Street,60605,LOOP,Hotel,"150,000",1896,1,70,"6,259,754.1","7,689,231.5",,,,93,184.9,95.8,184.5,"1,562.2",10.4,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2016,114191,232 E Walton Condominium Association,232 E Walton,60611,NEAR NORTH SIDE,Multifamily Housing,"105,000",1930,1,96,"1,543,886.7","4,008,213.5",,,,52.9,86.3,57.5,90.3,497.5,4.7,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2016,254011,Sheridan Grande Condominium Association,4848 N. Sheridan Rd.,60640,Uptown,Multifamily Housing,"77,354",2006,1,10,"3,101,818.5","6,235,052.4",,,,120.7,210.5,127.4,214.2,902.9,11.7,41.9726457,-87.66491,"(41.9726457, -87.66491)"
2016,116408,226-Senior Suites-Gage Park,3244 W. 59th Street,60629,GAGE PARK,Senior Care Community,"60,000",2005,1,35,"1,792,050.6","3,970,000.2",,,,96,163.3,101,166.2,541.2,9,41.77517105,-87.71389848,"(41.77517105, -87.71389848)"
2016,101718,70 W Madison,70 W. Madison St,60602,LOOP,Office,"1,515,404.3",1981,1,75,"96,506,884.6","1,114,759.7",,,,64.4,200.7,66.3,206.6,"17,847.5",11.8,41.88229695,-87.630198,"(41.88229695, -87.630198)"
2016,137334,Daily News,222 S. Racine Ave.,60607,NEAR WEST SIDE,Multifamily Housing,"115,000",2000,1,52,"3,448,743.8","3,810,668",,,,63.1,129,66.4,131.1,838.1,7.3,41.87849004,-87.65800787,"(41.87849004, -87.65800787)"
2016,102029,Drexel Grand,5220 S Drexel Avenue,60615,HYDE PARK,Multifamily Housing,"53,092",1926,1,61,"1,763,202.2","1,032,600",,,,52.7,124.7,56.1,133.9,379.8,7.2,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,123202,Park View Apartments,1936 N Clark St,60614,LINCOLN PARK,Multifamily Housing,"176,144",1932,1,67,"4,088,749.7","10,517,417.2",,,,82.9,135.6,87.6,140.5,"1,312.3",7.5,41.9176944,-87.63567039,"(41.9176944, -87.63567039)"
2016,251631,Lorca-CPS,3231 N Springfield,60618,AVONDALE,K-12 School,"105,599",2010,1,22,"4,875,748","2,406,998.1",,,,69,168.9,69.9,167.9,"1,026.6",9.7,41.94003811,-87.72420395,"(41.94003811, -87.72420395)"
2016,251785,Saint Alphonsus Parish,1429 West Wellington Avenue,60657,LAKE VIEW,Mixed Use Property,"135,434",1918,3,,"1,577,487","6,568,893.6",,,,60.2,87.5,67.4,95.1,639.7,4.7,41.93580471,-87.66570983,"(41.93580471, -87.66570983)"
2016,254049,"Farcroft Park, LLC",1337 West Fargo,60626,Rogers Park,Multifamily Housing,"115,362",1928,1,72,"2,721,448.7","4,200,270.3",,,,60,112.3,62.5,113.9,724.7,6.3,42.01706509,-87.66474749,"(42.01706509, -87.66474749)"
2016,159249,"Onni Atrium Apartments, LP",300 W. Hill St,60610,NEAR NORTH SIDE,Multifamily Housing,"143,463",1976,1,14,"4,592,234.7","8,692,990.5",,,,92.6,164.1,97.7,166.9,"1,308.2",9.1,41.90328312,-87.63608186,"(41.90328312, -87.63608186)"
2016,251717,Hancock Coll-CPS,4034 W 56th St,60629,WEST ELSDON,K-12 School,"169,086",1956,1,67,"4,697,634.8","3,100,130.2",,,,46.1,106.5,48.5,109,"1,030.5",6.1,41.79179488,-87.72496671,"(41.79179488, -87.72496671)"
2016,174249,Ultra Foods,3250 W. 87th St,60652,ASHBURN,Supermarket/Grocery Store,"87,500",1992,1,100,,"755,302.2",,,,8.6,9.1,9.5,10,40.1,0.5,41.735136,-87.70614765,"(41.735136, -87.70614765)"
2016,254056,The Montrevelle Condominium Assocation,520 N. Halsted St.,60642,West Town,Multifamily Housing,"109,925",2003,1,20,"3,865,871.1","6,003,741.5",,,,89.8,167.8,92.4,168.3,"1,031.4",9.4,41.8998309,-87.65764,"(41.8998309, -87.65764)"
2016,251775,Ozanam Village,251 N. Albany,60612,EAST GARFIELD PARK,Multifamily Housing,"50,630",2002,1,79,"1,204,807.9","1,990,132.4",,,,63.1,116,67.9,121,327.8,6.5,41.88567519,-87.70343823,"(41.88567519, -87.70343823)"
2016,237384,The Maple Tower Condominium Association,1035 N. Dearborn St.,60610,NEAR NORTH SIDE,Multifamily Housing,"111,748",2005,1,69,"4,340,650.9","826,032.6",,,,46.2,129.7,49,137.9,843.9,7.6,41.90163587,-87.62949064,"(41.90163587, -87.62949064)"
2016,254102,Residences at the VIC,3140 N Sheffield Ave,60657,Lake View,Multifamily Housing,"187,888",2007,1,78,"7,498,746.9","2,341,126.7",,,,52.4,138.4,53.5,139.6,"1,506.5",8,41.9393396,-87.65423,"(41.9393396, -87.65423)"
2016,251373,Mitchell Sch-CPS,2233 W Ohio St,60612,WEST TOWN,K-12 School,"56,385",1891,1,87,"907,710.4","2,652,292.2",,,,63.1,99.9,70.4,107.5,308.2,5.5,41.89196664,-87.68318157,"(41.89196664, -87.68318157)"
2016,103731,900 W Fullerton Condo,900 W Fullerton,60614,LINCOLN PARK,Multifamily Housing,"52,500",2000,1,75,"880,149.3","2,768,564.9",,,,69.5,108,74.6,113.3,309.3,5.9,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2016,251300,2020 Lincoln Park West Condominium Association,2020 N. Lincoln Park West,60614,LINCOLN PARK,Multifamily Housing,"434,293",1972,1,41,"9,617,383.9","33,028,919.2",,,,98.2,149.4,104.4,153.8,"3,527",8.1,41.91872919,-87.63690141,"(41.91872919, -87.63690141)"
2016,251964,114 South Racine,114 South Racine Avenue,60607,NEAR WEST SIDE,Office,"94,925",1920,1,84,"3,193,289.1","2,718,499.9",,,,62.3,135.7,65.3,137.6,733,7.7,41.8796246,-87.65748447,"(41.8796246, -87.65748447)"
2016,112607,6118 Sheridan Road Condominium Homeowners Association,6118 N Sheridan Rd,60660,EDGEWATER,Multifamily Housing,"102,000",1960,1,4,"2,648,554.8","11,921,799.7",,,,142.8,204.3,152,211.6,"1,121.4",11,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2016,101795,541 N. Fairbanks,541 North Fairbanks,60611,NEAR NORTH SIDE,Office,"622,883",1969,1,77,"31,565,770","18,705,918.7",,,,80.7,190.7,83.8,191.9,"6,811.8",10.9,41.89221623,-87.61971658,"(41.89221623, -87.61971658)"
2016,250058,MARTIN LUTHER KING COMMUNITY CENTER,4314 S. Cottage Grove Ave.,60653,GRAND BOULEVARD,Other - Entertainment/Public Assembly,"56,687",1975,1,,"2,932,069.1","3,599,636.9",,,,115.2,229.1,124.7,239.1,731.6,12.9,41.81634122,-87.60674817,"(41.81634122, -87.60674817)"
2016,253904,Vanguard Lofts Condominium Association,1250 W. Van Buren St.,60607,NEAR WEST SIDE,Multifamily Housing,"117,100",1927,1,38,"3,445,860.7","5,104,862.8",,,,73,138.2,76.3,140.2,906.3,7.7,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2016,156500,Flat Iron Building,1565 1581 N Milwaukee Ave,60622,WEST TOWN,Office,"70,575",1913,1,83,"994,242.8","5,497,736",,,,92,126,102.3,136.2,475.3,6.7,41.91026112,-87.67674802,"(41.91026112, -87.67674802)"
2016,102451,Abbott,947 E. 58th St.,60637,HYDE PARK,Laboratory,"103,005",1926,1,,"2,162,361.8",,"12,799,679.7",,,145.3,215.4,157,229.5,"1,248.4",12.1,41.7881573,-87.60321094,"(41.7881573, -87.60321094)"
2016,160419,Caroline Hedger Apartment,6400 N. Sherdian Rd,60626,ROGERS PARK,Multifamily Housing,"255,892",1970,1,99,"5,254,582.4","6,873,547.3",,,,47.4,92.7,47.4,92.7,"1,333.6",5.2,41.99842087,-87.66122515,"(41.99842087, -87.66122515)"
2016,101593,5034 S Woodlawn Ave,5034-5040 S Woodlawn Ave,60615,KENWOOD,Multifamily Housing,"61,535",1920,1,75,"497,469.6","4,199,800.4",,,,76.3,97,85.1,105.9,314.8,5.1,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,162318,Saint Stanislaus Kostka Parish,1255 North Noble Street,60622,WEST TOWN,K-12 School,"144,100",1912,3,82,"1,533,629.2","5,469,806.2",,,,48.6,73.3,53.6,79.2,573.2,4,41.90469462,-87.6625984,"(41.90469462, -87.6625984)"
2016,250106,Maudelle Brown Bousfield Apartments,4949 S. COTTAGE GROVE,60615,KENWOOD,Multifamily Housing,"67,320",1961,1,89,"1,507,575.1","5,379,807.7",,,,102.3,154.2,109.6,161.9,563.6,8.4,41.80460403,-87.6060299,"(41.80460403, -87.6060299)"
2016,175383,Chicago Metropolitan Housing Development Corporation,5152-5178 S. King Dr.,60615,WASHINGTON PARK,Multifamily Housing,"58,656",1915,1,65,"382,788.9","4,273,495.3",,,,79.4,97,88.2,106,297.5,5.1,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,251328,John T. Richardson Library,2350 N. Kenmore,60614,LINCOLN PARK,College/University,"187,000",1990,1,,"7,523,135.9","5,731,874.1",,,,70.9,158.5,74.6,161.2,"1,691.1",9,41.92500528,-87.65543416,"(41.92500528, -87.65543416)"
2016,160186,Crowne Plaza Chicago Metro,733 W Madison St,60661,NEAR WEST SIDE,Hotel,"244,429",1965,1,39,"12,350,471","16,786,762.4",,,,119.2,230.8,122,233.8,"3,168.1",13,41.88176792,-87.6467544,"(41.88176792, -87.6467544)"
2016,234084,1530 Dearborn Parkway Association,1530 N. Dearborn Pkwy.,60610,NEAR NORTH SIDE,Multifamily Housing,"115,775",1972,1,91,"2,758,168.7","3,253,603",,,,51.9,104.3,55.4,107.7,681.2,5.9,41.91037236,-87.63064547,"(41.91037236, -87.63064547)"
2016,250015,Hamilton Park,513 West 72nd Street,60621,ENGLEWOOD,Other - Recreation,"54,758",1905,1,,"936,186.3","19,940,804",,,,381.3,436.1,429.8,487,"1,231.7",22.5,41.76303922,-87.63901962,"(41.76303922, -87.63901962)"
2016,251887,Stem Magnet-CPS,1522 W FILLMORE BLVD,60607,NEAR WEST SIDE,K-12 School,"69,329",1990,1,44,"1,557,753.4","4,094,470.3",,,,81.5,132.6,91,142.5,504.6,7.3,41.86871435,-87.66486183,"(41.86871435, -87.66486183)"
2016,160450,Sono East,840 West Blackhawk,60642,NEAR NORTH SIDE,Multifamily Housing,"317,997",2012,1,22,"12,132,266.8","16,942,337.9",,,,91.4,175.7,95,177.3,"3,136.1",9.9,41.908557,-87.649735,"(41.908557, -87.649735)"
2016,101907,225 West Washington,225 West Washington,60606,LOOP,Office,"539,705",1987,1,69,"35,402,741.4",,,,,65.6,206,67.2,210.9,"6,525.5",12.1,41.88285621,-87.63499083,"(41.88285621, -87.63499083)"
2016,250019,Calumet Park,9801 South Avenue G,60617,EAST SIDE,Other - Recreation,"57,888",1924,1,,"2,221,304.8","567,732.4",,,,48.2,130.8,48.2,130.8,439.6,7.6,41.71338088,-87.52791304,"(41.71338088, -87.52791304)"
2016,156856,Presence Stone Professional Office Building,2800-2812 N Sheridan Rd,60657,LAKE VIEW,Medical Office,"96,180",1991,1,48,"4,629,343.6","5,485,500.1",,,,105.2,211,111.7,215.5,"1,144.6",11.9,41.93320344,-87.63984213,"(41.93320344, -87.63984213)"
2016,252053,Kent Chemical Laboratory,1020-24 East 58th Street,60637,HYDE PARK,Laboratory,"59,841",1894,1,,"2,997,264.6",,"8,540,394.9","4,680,600.2",,271,407.2,272.6,410.9,"1,366.2",22.8,41.789621,-87.597784,"(41.789621, -87.597784)"
2016,104549,Heiwa Terrace,920 W Lawrence Ave # 1,60640,UPTOWN,Multifamily Housing,"148,138",1980,1,1,"12,318,783.7","3,603,606.6",,,,107.5,286.7,115.1,307.8,"2,462",16.6,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2016,120137,#1950 Chicago South Loop,1300 S Clinton St,60607,NEAR WEST SIDE,Retail Store,"106,207",2007,1,27,"11,169,250.2","247,170.1",,,,107.5,332.7,109.2,336.8,"2,071.9",19.5,41.864762,-87.64065,"(41.864762, -87.64065)"
2016,172393,LEARN Charter School Herro Family Campus,3021 W Carroll Ave,60612,EAST GARFIELD PARK,K-12 School,"105,300",1908,1,17,"7,871,490.8","1,946,527.2",,,,93.2,254.1,93.2,254.1,"1,554.3",14.8,41.88727132,-87.70248475,"(41.88727132, -87.70248475)"
2016,253965,230 W Huron,230 W Huron St,60654,NEAR NORTH SIDE,Office,"66,043",1903,1,87,"2,858,918.2","1,413,828.2",,,,64.7,158.4,68.2,162.1,602.1,9.1,41.89158015,-87.63783734,"(41.89158015, -87.63783734)"
2016,172627,St. Paul House,3800 N Califoria,60618,IRVING PARK,Senior Care Community,"119,280",1920,1,3,"6,566,881.9","10,850,343.5",,,,146,268.4,155.8,273.9,"1,786.7",15,41.95061647,-87.69877898,"(41.95061647, -87.69877898)"
2016,260078,Auburn Commons,1626 W 87th St,60620,AUBURN GRESHAM,Multifamily Housing,"64,220",2001,1,3,"2,512,068.3","4,030,304.3",,,,101.9,188.7,107.7,194,677.1,10.5,41.74023286,-87.65352897,"(41.74023286, -87.65352897)"
2016,251365,Alcott Eleme-CPS,2625 N Orchard St,60614,LINCOLN PARK,K-12 School,"70,993",1937,1,84,"1,418,897.9","3,835,289.6",,,,74,119.5,81,126.8,465.2,6.6,41.92949312,-87.6459568,"(41.92949312, -87.6459568)"
2016,260123,Innisbrook IV Condominium Association,5355-71 N Delphia,60656,OHARE,Multifamily Housing,"88,000",1975,1,100,"81,610.2","3,451,615.4",,,,40.2,44.1,43.1,47.2,198.4,2.3,41.97087009,-87.79892589,"(41.97087009, -87.79892589)"
2016,101682,Triangle Plaza,8750-8770 West Bryn Mawr Ave,60631,OHARE,Office,"676,939",1985,1,87,"36,895,150.2","311,522.3",,,,55,171.6,55.9,174.7,"6,817.1",10.1,41.98305124,-87.84427691,"(41.98305124, -87.84427691)"
2016,240299,The Pinnacle,21 E Huron Street,60611,NEAR NORTH SIDE,Multifamily Housing,"534,174",2004,1,32,"24,147,549.7","5,678,285.6",,,,55.8,153.1,59.5,163.9,"4,752.5",8.9,41.89450091,-87.62713619,"(41.89450091, -87.62713619)"
2016,106101,Wrightwood II LLC,443 W Wrightwood Ave,60614,LINCOLN PARK,Multifamily Housing,"90,140",1928,1,77,"1,679,086.1","7,321,330.8",,,,99.8,143.8,108.6,153,698.4,7.7,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2016,145926,"MAM 7301 Sheridan, LLC",7301 N. Sheridan Rd.,60626,ROGERS PARK,Multifamily Housing,"74,884",1922,1,57,"1,729,686.1","6,005,793.8",,,,103.3,156.7,109,161.8,637.8,8.5,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2016,164512,The Salvation Army,506 N. Desplaines St,60654,WEST TOWN,Office,"64,464",1965,1,61,"2,916,881.3","4,736,703",,,,118.7,219.2,124,221.6,789.2,12.2,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
2016,251593,Clay Element-CPS,13221 S Burley,60633,HEGEWISCH,K-12 School,"81,950",1917,1,60,"1,502,091.4","6,403,015.3",,,,96.5,139.6,112.4,158,617,7.5,41.655086,-87.544686,"(41.655086, -87.544686)"
2016,115022,Yester Year Condo Assocation,"4211,4215,4217,4219,4221 N Paulina st.",60613,LAKE VIEW,Multifamily Housing,"60,000",1979,1,95,"488,812","3,244,510",,,,62.2,82.4,67.1,87.5,262.4,4.4,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2016,119223,#1980 Kimball & Addiston,3500 N Kimball Ave,60618,AVONDALE,Retail Store,"109,634",2003,1,52,"6,737,229.4","5,761,816.3",,,,114,248.1,120.1,253.2,"1,547.9",14.1,41.944722,-87.712672,"(41.944722, -87.712672)"
2016,174135,Times Square Apartments,869 Buena,60613,UPTOWN,Multifamily Housing,"142,000",1923,1,74,"2,506,380.1","9,224,048",,,,82.6,123.6,87.9,128.7,951.9,6.7,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2016,161150,1104 S Wabash,1104 S Wabash,606051996,LOOP,College/University,"166,094",1960,1,,"7,083,912.5","4,637,472.4",,,,70.6,163.2,74.3,167.1,"1,552",9.3,41.8690082,-87.62636383,"(41.8690082, -87.62636383)"
2016,101830,251010 - Quaker Tower,555 West Monroe Street,60661,NEAR WEST SIDE,Office,"454,346",2002,1,77,"35,556,963.8","772,600",,,,80,247.5,80.4,248.9,"6,594.9",14.5,41.88030693,-87.64186748,"(41.88030693, -87.64186748)"
2016,251433,Newberry Mat-CPS,708 W Willow St,60614,LINCOLN PARK,K-12 School,"75,176",1937,1,73,"1,362,141","4,098,576.5",,,,72.6,114.1,79.6,121.4,468.8,6.2,41.913892,-87.646358,"(41.913892, -87.646358)"
2016,234740,Lakeside Tower Condo Association,1600 S Indiana Ave,60616,NEAR SOUTH SIDE,Multifamily Housing,"243,000",2006,1,3,"12,997,683","7,389,625.9",,,,83.9,199.9,87.2,204.6,"2,788.2",11.5,41.85995405,-87.62288793,"(41.85995405, -87.62288793)"
2016,109891,5460 Woodlawn,5460-5472 W. Woodlawn,60615,HYDE PARK,Multifamily Housing,"77,700",1915,1,8,"2,690,844.1","4,343,429",,,,90.5,167.4,97.4,172.7,726.7,9.4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,229823,5040-60 Marine Drive Condominium Association,5040-5060 N Marine Drive,60640,UPTOWN,Multifamily Housing,"234,113",1939,1,53,"4,070,737.8","16,127,524.3",,,,86.3,126.9,93.2,133.3,"1,606.9",6.9,41.97474038,-87.65143947,"(41.97474038, -87.65143947)"
2016,254514,Willow Square Condo Association (Bldg 4),2012 W St Paul Ave,60647,West Town,Multifamily Housing,"70,400",1974,1,91,"1,452,587.3","1,512,837",,,,42.1,87.4,43.8,87.8,348.1,4.9,41.88425252,-87.63244776,"(41.88425252, -87.63244776)"
2016,103601,120 South LaSalle Street Building,120 South LaSalle Street,60603,LOOP,Office,"760,892",1929,1,91,"20,621,322.8","16,847,722.8",,"15,668,628",,69.8,128.9,71.1,130.4,"5,521.6",7.3,41.88035359,-87.63280586,"(41.88035359, -87.63280586)"
2016,254170,San Francisco Hall-ID# 254170,6327 N Kenmore Ave,60626,Edgewater,Residence Hall/Dormitory,"92,000",2013,1,76,"3,940,887.3","174,900",,,,44.7,136.5,44.6,136.2,735.7,8,41.99723585,-87.65688616,"(41.99723585, -87.65688616)"
2016,140901,2800 North Orchard Condominium Association,2800 N. Orchard St.,60657,LAKE VIEW,Multifamily Housing,"96,262",1978,1,82,"1,968,434","3,889,360.8",,,,60.9,106.6,63.9,107.8,569.4,5.9,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2016,254047,St. Sabina Elders Village,1222 W. 79th Street,60620,Auburn Gresham,Multifamily Housing,"77,400",2000,1,38,"2,067,743","4,463,305.1",,,,84.4,144.4,91.8,152.3,618.2,8,41.73979805,-87.65349931,"(41.73979805, -87.65349931)"
2016,252269,Beth Anne Extended Living,1143-53 N Lavergne,60651,AUSTIN,Multifamily Housing,"80,000",1923,1,1,"4,480,942.1","7,294,512.8",,,,147.2,271.6,158.5,283.5,"1,213.4",15.2,41.90126341,-87.75080385,"(41.90126341, -87.75080385)"
2016,105938,Harper Court,5235 S Harper Court,60615,HYDE PARK,Office,"231,240",2013,1,68,"18,031,949.1","4,670,011.2",,,,98.2,266.1,101.2,269.2,"3,571.7",15.4,41.80012,-87.589053,"(41.80012, -87.589053)"
2016,103628,"SVF Fulton Chicago, LLC",1000 West Fulton,60607,NEAR WEST SIDE,Office,"562,792",1923,1,90,"16,575,192.3","25,143,121.2",,,,74.1,139.4,77,142.4,"4,390.6",7.8,41.88677646,-87.65227883,"(41.88677646, -87.65227883)"
2016,113652,(IL622) - 233 E Walton Place Building,233 E. Walton Place,60611,NEAR NORTH SIDE,Multifamily Housing,"70,242",1926,1,,"737,101.2","5,086,805.2",,,,82.9,109,91.8,116.9,406,5.8,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2016,105441,2220 - 2242 S Princeton 2017 Data Confirmed,2220 S Princeton Ave,60616,ARMOUR SQUARE,Multifamily Housing,"123,137",1950,2,100,"1,088,124.3",,,,,8.8,27.7,8.8,27.7,200.6,1.6,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2016,250037,BrennemannES-CPS,4251 N Clarendon Ave,60613,UPTOWN,K-12 School,"53,422",1961,1,89,"2,333,625.1","3,495,220.8",,,,109.1,205.9,118.7,217.4,615.8,11.5,41.96003761,-87.64915547,"(41.96003761, -87.64915547)"
2016,129398,Webster Place Shopping Center,1435-71 Webster Place,60614,LINCOLN PARK,Retail Store,"96,000",1988,1,,"3,693,104.4","6,346,800.1",,,,104.6,190.2,112.7,199,"1,019.9",10.6,41.92103402,-87.66480651,"(41.92103402, -87.66480651)"
