pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,Ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,water_score_mf_properties,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM04475485,1935_0045,4475485,Glover Park Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2507 - 2515 WISCONSIN AV NW,CS BOND ST S PROPERTIES LLC,3,2505 Wisconsin Avenue  N.W.,Washington,DC,20007,1973,Hotel,Hotel,138253,119561,57,86.1,87.1,186.4,189.5,864.4,7.2,6057,,1608738,48095.17974,,,Whole Building,Whole Building,38.92335537,-77.07275699
PM04013967,1935_1708,4013967,Georgetown Heights,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2501 WISCONSIN AVE NW,GEORGETOWN HEIGHTS CONDO,3,2501 Wisconsin Avenue NW,Washington,DC,20007,2008,Multifamily Housing,Multifamily Housing,85332,85332,44,41.7,42.3,124.1,124.8,378.5,4.4,2707.8,28,961193,2761.945261,,,Whole Building,Whole Building,38.9225939,-77.072911
PM06225389,1964_0803,6225389,UDC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,4200 Connecticut Ave.,UNIVERSITY OF THE DISTRICT OF COLUMBIA,3,4200 Connecticut Ave.,Washington,DC,20008,1968,College/University,College/University,1366692,1366692,,7619.7,7618.9,8090.5,8088.2,556508.9,407.2,38329.9,,20564170,103436439.6,,,Whole Building,Whole Building,38.92827481,-77.04308041
PM03991631,1971_0836,3991631,Days Inn,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4400 CONNECTICUT AV NW,THOMAS MOTT TRUSTEES,3,4400 Connecticut Ave NW,Washington,DC,20008,1964,Hotel,Hotel,76016,76016,78,49.9,51.5,156.8,161.7,421.1,5.5,6821.8,,1112534,,,,Whole Building,Whole Building,38.94695704,-77.06560886
PM03372033,1972_0001,3372033,The Connecticut House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,4500 CONNECTICUT AVE NW,CONNECTICUT HOUSE ASSOCIATES,3,4500 Connecticut Ave NW,Washington,DC,20008,1968,Multifamily Housing,Multifamily Housing,192664,192638,65,60.8,65.8,100.9,104.9,819.2,4.3,5927.2,,1000849,82903.46596,,,Whole Building,,38.94810614,-77.06639494
PM03511715,1972_0024,3511715,PONCE DE LEON COOPERATIVE INC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4514 CONNECTICUT AVE NW,PONCE DE LEON COOPERATIVE INC,3,4514 CONNECTICUT AVE,Washington,DC,20008,1927,Multifamily Housing,Multifamily Housing,101479,78518,89,58.1,64,90.4,95.8,306.2,3.9,1838.4,88,323106.3,34630.05342,,,Whole Building,Whole Building,38.948525,-77.0665625
PM03495768,1973_0022,3495768,The Frontenac,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4550 CONNECTICUT AVE NW,ALONZO O BLISS PROPERTIES,3,4550 Conn Ave NW,Washington,DC,20008,1931,Multifamily Housing,Multifamily Housing,113165,113164,61,70.7,76.6,119.3,123.3,566.1,5,3252.4,77,715886.4,55563.38205,,,Whole Building,Whole Building,38.94944358,-77.06690551
PM04376808,1973_0804,4376808,THE CLARENCE HOUSE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4530 CONNECTICUT AV NW,NATIONAL SAVINGS & TRUST COMPANY TRUSTEES,3,4530 Connecticut Avenue  N.W.,Washington,DC,20008,1930,Multifamily Housing,Multifamily Housing,168367,168367,75,47.9,51.7,87.9,90.9,603.3,3.6,1832,98,886624.7,50401.38625,,,Whole Building,Whole Building,38.94899473,-77.0670126
PM03259832,1977_3012,3259832,4600 Connecticut Avenue Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,4600 CONNECTICUT AVE NW,4600 CONNECTICUT AVE CONDO,3,4600 Connecticut Avenue NW,Washington,DC,20008,1957,Multifamily Housing,Multifamily Housing,229657,299840,88,52.2,52.8,96.5,95.8,1176.8,3.9,69718.1,,1751318,96759.19512,,,Whole Building,Whole Building,38.9502054,-77.0675305
PM03757568,1978_3013,3757568,The Essex Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4740 CONNECTICUT AVE NW,THE ESSEX CONDO,3,4740 Connecticut Ave NW,Washington,DC,20008,1956,Multifamily Housing,Multifamily Housing,170143,170143,37,81.1,88,138,143.9,981.3,5.8,7496.1,42,1261209,94882.46992,,,Whole Building,Whole Building,38.9517541,-77.0684506
PM04382000,1978_3014,4382000,Parker House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4700 CONNECTICUT AVE NW,PARKER HOUSE CONDO,3,4700 Connecticut Ave NW,Washington,DC,20008,1928,Multifamily Housing,Multifamily Housing,73555,73555,75,71.8,71.3,111.6,109.9,354.3,4.8,5234.9,9,373169.9,40110.84376,,,Whole Building,Whole Building,38.9511155,-77.0679595
PM03500928,1981_0012,3500928,Connecticut Heights,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,4817 - 4831 36TH ST NW,DAVENPORT HOUSE ASSOCIATES LTP,3,4850 Connecticut Ave. NW,Washington,DC,20008,1974,Multifamily Housing,Multifamily Housing,240128,315088,50,92.8,,160.8,,2105.7,6.7,17928,56,2798893,196998.3731,,,Whole Building,Whole Building,38.95303539,-77.06876372
PM03412484,1983_0807,3412484,Engine Company #31,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4930 CONNECTICUT AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,4930 CONNECTICUT AVENUE NW,Washington,DC,20008,1930,Other - Public Services,Other - Public Services,,11934,,44.4,45.4,111.3,111.4,49.5,4.1,,,108250,1608.30996,,,Whole Building,,38.95424054,-77.06991021
PM03365862,2012_0012,3365862,Lafayette Elementary School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,5701 BROAD BRANCH ROAD NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,5701 BROAD BRANCH ROAD NW,Washington,DC,20015,1931,K-12 School,K-12 School,,113600,,32.3,34.2,101.5,107.3,407.4,3.6,,,1076351,,,,Whole Building,,38.966612,-77.068016
PM04007417,2033_0016,4007417,The Methodist Home of DC and Forest Side Assisted Living,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4901 CONNECTICUT AVE NW,METHODIST HOME OF D C INC,3,4901 Connecticut Ave.,Washington,DC,20008,1926,Senior Care Community,Senior Care Community,82300,82300,7,151.8,157.7,314.6,318.9,1017,12.4,2982.8,,1791116,63834.15582,,,Whole Building,Whole Building,38.9539796,-77.06847095
PM03533286,2035_0004,3533286,Ellicott House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,4849 CONNECTICUT AVE NW,ELLICOTT OWNER LLC,3,4849 Connecticut Ave NW,Washington,DC,20008,1972,Multifamily Housing,Multifamily Housing,319415,206304,5,88.2,94.4,167.1,171.8,1392,6.7,12957,,2154633,108535.4991,,,Whole Building,,38.95290607,-77.06819533
PM04349272,2035_0803,4349272,4801 Connecticut Ave Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4801 CONNECTICUT AVE NW,AUSTIN L AUBINOE,3,4801 Connecticut Ave NW,Washington,DC,20008,1946,Multifamily Housing,Multifamily Housing,281555,200000,82,57,,96.8,,919.6,4.6,6822.5,46,1084784.9,26076.60316,5085300.2,,Whole Building,Whole Building,38.9524182,-77.06768979
PM04014131,2037_1078,4014131,4701 Connecticut Avenue Condominiums - Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4701 CONNECTICUT AVE NW,4701 CONNECTICUT AVE CONDO,3,4701 Connecticut Avenue NW,Washington,DC,20008,1927,Multifamily Housing,Multifamily Housing,67836,67836,46,74.8,82.2,116.9,123.6,341.4,5,2246.1,58,364951,38271.43759,,,Whole Building,Whole Building,38.9511056,-77.0671707
PM03998712,2037_1079,3998712,4707 Connecticut Avenue Condominiums-Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4707 CONNECTICUT AVE NW,4707 CONNECTICUT AVE CONDO,3,4707 Connecticut Avenue NW,Washington,DC,20008,1930,Multifamily Housing,Multifamily Housing,91232,91232,92,39.5,39.8,93.7,94.1,323,3.5,2623.2,81,668134,13202.45984,,,Whole Building,Whole Building,38.951833,-77.067933
PM03916703,2038_0010,3916703,Chesapeake,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4607 CONNECTICUT AVE NW,J F HORNING,3,4607 Connecticut Ave NW,Washington,DC,20008,1941,Multifamily Housing,Multifamily Housing,187490,264562,75,52.8,58.1,100.7,104.1,1073,4.1,7662.2,69,1678759,82379.69107,,,Whole Building,Whole Building,38.95041902,-77.06654488
PM03916525,2038_4003,3916525,Saratoga,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4601 CONNECTICUT AV NW,THE SARATOGA APARTMENTS,3,4607 Connecticut Ave NW,Washington,DC,20008,1989,Multifamily Housing,Multifamily Housing,534424,187490,38,40.8,39.4,128,123.7,848.1,4.5,6872.4,38,2240737,,,,Whole Building,Whole Building,38.9499622,-77.0662452
PM03523177,2039_0001,3523177,The Brandywine Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,4545 CONNECTICUT AVE NW,BRANDYWINE APARTMENTS OF MARYLAND LLC,3,4545 Connecticut Ave  NW,Washington,DC,20008,1954,Multifamily Housing,Multifamily Housing,347040,347040,55,70,74.6,131.2,134.3,1843.9,5.3,11018.1,,2805610,147221.7831,,,Whole Building,Whole Building,38.94923706,-77.06589129
PM04156464,2039_0804,4156464,DC504_Avalon The Albemarle,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4501 CONNECTICUT AVE NW,SMITH PROPERTY HOLDINGS FIVE LP,3,4501 Connecticut Avenue Northwest,Washington,DC,20008,1966,Multifamily Housing,Multifamily Housing,365981,347393,91,44.6,47.7,79.2,81.2,1133.9,3.3,10428.9,49,1574604,101269.9963,,,Whole Building,Whole Building,38.94849183,-77.06520408
PM03497653,2046_0001,3497653,4401 Connecticut Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4401 CONNECTICUT AVE NW,AMERICAN UNIVERSITY AT CONNECTICUT AVENUE LLC,3,4401 Connecticut Ave NW,Washington,DC,20008,2012,Mixed Use Property,Mixed Use Property,133044,98147,,94.1,98.4,232.8,235.3,854.3,8.7,510.2,,1844970,29373.00416,,,Whole Building,Whole Building,38.94576616,-77.06396233
PM03500930,2046_0002,3500930,Park Connecticut,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,4411 CONNECTICUT AVE NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,4411 Connecticut Ave. NW,Washington,DC,20008,2000,Multifamily Housing,Multifamily Housing,179395,179395,61,52.1,,111.9,,780.8,4.4,4982.5,61,1438667,44326.99374,11122.8,,Whole Building,Whole Building,38.94623072,-77.0641059
PM02776163,2049_0804,2776163,V.N.N.C.Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3101 VEAZEY TR NW,V N N C INC,3,3001 Veazey Terrace  NW,Washington,DC,20008,1966,Multifamily Housing,Multifamily Housing,698441,496441,75,63.3,67.7,121.4,124.8,2433.1,4.9,3749.1,100,3828544,179589.0776,405720,,Whole Building,Whole Building,38.94489773,-77.06183406
PM01241296,2049_0805,1241296,0383 Washington,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4301 CONNECTICUT AV NW,VAN NESS CENTER ASSOCITES LLC,3,4303 Connecticut Ave. NW,Washington,DC,20008,2001,Supermarket/Grocery Store,Supermarket/Grocery Store,239464,33360,20,276.5,281.2,711.6,711,878.7,26.3,616538.3,,1971030,24986.68496,,,Whole Building,Whole Building,38.94493214,-77.06311116
PM01429585,2049_0805,1429585,Van Ness Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4301 CONNECTICUT AV NW,VAN NESS CENTER ASSOCITES LLC,3,4301 Connecticut Avenue,Washington,DC,20008,1965,Office,Parking,239464,196599,,87.7,92.2,212.5,218.9,1570.5,8,5525.7,,3318958,59174.99995,,,Whole Building,,38.94493214,-77.06311116
PM03333326,2049_0806,3333326,3003 Van Ness,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,3003 VAN NESS ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,3003 Van Ness St. NW,Washington,DC,20008,1970,Multifamily Housing,Multifamily Housing,902615,912615,85,45.4,,82.1,,3069.3,3.4,32442.5,12,4400585,264283.226,,,Whole Building,Whole Building,38.94373174,-77.06125007
PM03512965,2049_0810,3512965,Law School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2900 VAN NESS ST NW,HOWARD UNIVERSITY  (LAND ONLY),3,2900 Van Ness St NW,Washington,DC,20008,1901,College/University,College/University,244615,289942,,53.1,59.1,109.5,115.8,1249.3,4.3,1533,,2185612,79468.84775,,,Whole Building,Whole Building,38.942765,-77.059043
PM03508102,2049_1080,3508102,Van Ness East Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2939 VAN NESS ST NW,VAN NESS EAST CONDOMINIUM,3,2939 Van Ness Street  NW,Washington,DC,20008,1965,Multifamily Housing,Multifamily Housing,324999,260732,69,96.5,99.9,147.9,149.6,1672.4,6.4,29146.5,,1706071,193291.4939,,,Whole Building,,38.9443888,-77.0601806
PM03994435,2051_0006,3994435,4201 Connecticut Ave NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4201 CONNECTICUT AVE NW,BRICKMAN 4201 CONNECTICUT AVENUE LLC,3,4201 Connecticut Ave NW,Washington,DC,20008,1966,Office,Office,109032,68640,54,66.4,67.7,208.5,212.5,505.6,7.4,677.6,,1335794,,,,Whole Building,Whole Building,38.94347706,-77.06263696
PM03989963,2051_0808,3989963,Jemal's Van Ness LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,4215 CONNECTICUT AV NW,JEMAL'S VAN NESS LLC,3,4215 Connecticut Ave NW,Washington,DC,20008,1927,Retail Store,Other - Mall,57740,50700,,3.5,3.5,11,11,19.8,0.4,512.3,,52256.1,,,,Whole Building,Whole Building,38.94381485,-77.06284385
PM03639752,2059_0006,3639752,HI,3639738,Tilden Gardens,12/31/2017,Data Under Review by DOEE,3930 CONNECTICUT AV NW,TILDEN GARDENS INC,3,3000 Tilden Street NW,Washington,DC,20008,1929,Multifamily Housing,Multifamily Housing,91070,86928,,17.7,17.7,42.5,42.5,139.3,1.6,1556.1,,291414,5458.105919,,,Whole Building,Whole Building,38.9403922,-77.0617825
PM03639738,2059_0006; 2059_0007; 2059_0801,3639738,Tilden Gardens,3639738,Tilden Gardens,12/31/2017,In Compliance,3930 CONNECTICUT AV NW; 3900 CONNECTICUT AVE NW; 3031 - 3041 SEDGEWICK ST NW,TILDEN GARDENS INC,3,3000 Tilden Street NW,Washington,DC,20008,1929,Multifamily Housing,Multifamily Housing,245982,264773,,34.4,34.2,57.4,56.8,639.5,2.4,4813,,792055.9,63956.12466,,,Whole Building,Whole Building,38.9407249227527; 38.9398412953151,-77.0617129189644; -77.0614757890019
PM03639767,2059_0007,3639767,FG,3639738,Tilden Gardens,12/31/2017,Data Under Review by DOEE,3900 CONNECTICUT AVE NW,TILDEN GARDENS INC,3,3900 Connecticut Avenue NW,Washington,DC,20008,1929,Multifamily Housing,Multifamily Housing,84804,76634,,19.1,18.8,43.9,43.1,128.4,1.7,1572.4,,256933,5857.985185,,,Whole Building,Whole Building,38.939878,-77.061522
PM03639787,2059_0801,3639787,D,3639738,Tilden Gardens,12/31/2017,Data Under Review by DOEE,3031 - 3041 SEDGEWICK ST NW,TILDEN GARDENS INC,3,3031 Sedgwick Street NW,Washington,DC,20008,1929,Multifamily Housing,Multifamily Housing,70108,65014,,18.4,18.2,41.9,41.1,104.3,1.6,1040.3,98,205913,4955.733297,,,Whole Building,Whole Building,38.9400436,-77.0624569
PM03499886,2060_0031,3499886,The Sedgwick Gardens Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,3726 CONNECTICUT AVE NW,DARO REALTY INC,3,3726 Connecticut Ave.  N.W.,Washington,DC,20008,1932,Multifamily Housing,Multifamily Housing,137808,144882,87,53.2,57.5,83.3,87.8,519.4,3.6,3594.1,,557936.9,58031.38387,,,Whole Building,Whole Building,38.9390025,-77.0611055
PM04260417,2084_0023,4260417,Parkway Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,3220 CONNECTICUT AVE NW,DARO REALTY INC,3,3220 Connecticut Ave. NW,Washington,DC,20008,1928,Multifamily Housing,Multifamily Housing,74078,76000,81,54.4,58.5,101.8,106,313.6,4.1,2606.8,,475421.7,25154.78262,,,Whole Building,Whole Building,38.93326456,-77.05749357
PM03365798,2088_0800,3365798,Eaton Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3301 LOWELL STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,3301 LOWELL STREET NW,Washington,DC,20008,1911,K-12 School,K-12 School,,49100,33,75.6,85,146,154.5,287.6,5.9,,,458865,21456.57645,,,Whole Building,,38.93272707,-77.06582114
PM03632093,2106_0003,3632093,Cathedral Mansions,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3000 CONNECTICUT AV NW,COLUMBIA REALTY VENTURE LLC,3,3000 Connecticut Ave  NW,Washington,DC,20008,1925,Multifamily Housing,Multifamily Housing,193757,185551,,60.7,67.7,94.8,101.5,757.8,4.1,7159.9,,807413.7,85130.29595,,,Whole Building,Whole Building,38.92990026,-77.05556773
PM04360255,2106_0106,4360255,South Cathedral Mansions,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2900 CONNECTICUT AV NW,SCM SUB LLC,3,2900 Connecticut Ave NW,Washington,DC,20008,1922,Multifamily Housing,Multifamily Housing,172570,172570,,64,64,101.2,101.2,748.6,4.3,2808.8,,822462.4,82325.95441,,,Whole Building,Whole Building,38.92888421,-77.05536915
PM03135967,2106_1084,3135967,Woodley Park Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2737 DEVONSHIRE PL NW,WOODLEY PARK TOWERS CONDO,3,2737 Devonshire Pl NW,Washington,DC,20008,1929,Multifamily Housing,Multifamily Housing,197061,250000,85,56.9,63.7,86.3,92.9,939.4,3.8,5839.2,70,931151.9,110510.603,,,Whole Building,Whole Building,38.9315766,-77.0574749
PM03419535,2106_1085,3419535,Cathedral Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3100 CONNECTICUT AVE NW,CATHEDRAL PARK CONDOMINIUM,3,3100 Connecticut Ave.  NW,Washington,DC,20008,1923,Multifamily Housing,Multifamily Housing,143708,143708,76,45.5,46,108,108.5,586.4,4.1,4892.7,64,1213757,23918.99896,,,Whole Building,Whole Building,38.9307363,-77.0563097
PM03500581,2107_0821,3500581,Connecticut Park Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2828 CONNECTICUT AV NW,CONNECTICUT PARK LLC,3,2828 Connecticut Ave. NW,Washington,DC,20008,1955,Multifamily Housing,Multifamily Housing,131294,131294,49,67.4,73,116,119.6,634.5,4.8,4403.1,40,832703.5,60114.64133,,,Whole Building,Whole Building,38.92749928,-77.05419475
PM03256982,2108_0040,3256982,Hampton House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2700 CONNECTICUT AVE NW,2700 CONECTICUT AVENUE LLC,3,2700 Connecticut Avenue  NW,Washington,DC,20008,1911,Multifamily Housing,Multifamily Housing,91304,83580,,50.9,57.2,79.6,85.2,286.3,3.4,3295.2,,306573,32053.99723,,,Whole Building,,38.92597194,-77.05337582
PM03506587,2132_0026,3506587,The Calvert House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2401 CALVERT ST NW,CALVERT HOUSE ASSOCIATES LLC,3,2401 Calvert Ave.,Washington,DC,20008,1964,Multifamily Housing,Multifamily Housing,240528,240528,31,82.5,90.4,143.8,150.4,1434.6,6,6783.9,,1930943,132486.1163,,,Whole Building,Whole Building,38.92396194,-77.05311692
PM02643783,2132_0029,2643783,2800 WOODLEY RD. N.W.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2800 WOODLEY RD NW,ALONZO O BLISS PROPERTIES,3,2800 Woodley Road  N.W.,Washington,DC,20008,1942,Multifamily Housing,Multifamily Housing,240521,168467,24,88.3,94.8,154.4,157.5,1077.3,6.4,4627.8,81,1456939,99007.44199,,,Whole Building,Whole Building,38.92575732,-77.05709739
PM03644356,2132_0030,3644356,The Delano,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2745 29TH ST NW,DELANO LLC,3,2745 29th Street  NW,Washington,DC,20008,1941,Multifamily Housing,Multifamily Housing,151582,98663,,73.2,80.3,89.3,96.7,417.6,4.2,3052.4,,173346.5,66260.42857,,,Whole Building,Whole Building,38.9249484,-77.0571543
PM03333321,2132_0827,3333321,Cleveland House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2727 29TH ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2727 29th St. NW,Washington,DC,20008,1953,Multifamily Housing,Multifamily Housing,315129,315129,90,46.5,,80.7,,1056.4,3.4,6957.6,64,1410760,98353.3157,,,Whole Building,Whole Building,38.92429928,-77.05718166
PM03365900,2132_0829,3365900,Oyster Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2801 CALVERT STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,2801 CALVERT STREET NW,Washington,DC,20001,2002,K-12 School,K-12 School,,47984,29,60,60.5,177.4,178,304.7,6.3,,,769924,2499.270098,,,Whole Building,,38.92359583,-77.05720337
PM03351531,2132_0852,3351531,337w0-Washington DC Marriott Wardm,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2700  WOODLEY RD NW,WOODLEY DC RESIDENTIAL LLC,3,2660 Woodley Rd Nw,Washington,DC,20008,1978,Hotel,Hotel,280000,1300000,28,120,122.7,240.4,242.9,12401.2,9.5,84126,,20867800,847751.011,,,Whole Building,Whole Building,38.924417,-77.055027
PM04152006,2132_0852,4152006,The Woodley,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2700  WOODLEY RD NW,WOODLEY DC RESIDENTIAL LLC,3,2700 Woodley Rd NW,Washington,DC,20008,2014,Multifamily Housing,Multifamily Housing,280000,397870,75,43.9,46.3,97.9,100.2,1497.9,3.8,9340,53,2885317,76401.95071,,,Whole Building,Whole Building,38.9251355,-77.05572962
PM03770872,2132_1086,3770872,Shoreham North Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2501 CALVERT ST NW,SHOREHAM NORTH CONDOMINIUM,3,2501 Calvert St  NW,Washington,DC,20008,1972,Multifamily Housing,Multifamily Housing,103032,144922,,34,36.3,64.9,67.4,379,2.6,2709.3,,594424,28989.85012,,,Whole Building,Whole Building,38.9235819,-77.0544833
PM03510509,2138_0811,3510509,Shoreham West Coop,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2502 CALVERT ST NW,SHOREHAM WEST COOPERATIVE APARTMENTS INC,3,2502 Calvert St NW,Washington,DC,20008,1964,Multifamily Housing,Multifamily Housing,223693,223693,30,55.4,58,114.5,116.1,1006.8,4.5,3891.5,71,1766641,63668.63385,,,Whole Building,Whole Building,38.922821,-77.055496
PM03426697,2138_0812,3426697,Omni Shoreham Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,3,2500 Calvert St NW,Washington,DC,20008,1930,Hotel,Hotel,791548,953000,39,95,96.5,210.5,212.4,7729.1,8.1,47334.6,,14797650,400076.6369,43460.2,,Whole Building,Whole Building,38.92263332,-77.0536667
PM04039011,2155_0812,4039011,Dumbarton Oak Reserach Library and Collections,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1703 32ND ST NW,TRUSTEES FOR HARVARD UNIVERSITY,2,1703 32nd Street NW,Washington,DC,20007,1949,College/University,College/University,89755,157095,,217.1,220,407.5,410.4,2591.8,16.5,3821.6,,3955822,206075.4612,,,Whole Building,Whole Building,38.9141798,-77.0638664
DC22040161,2204_0161,N/A,,,,12/31/2017,No Report Received,2633 - 2641 CONNECTICUT AV NW,GROSVENOR URBAN RETAIL LP,3,2633 - 2641 CONNECTICUT AV NW,Washington,DC,20008,1989,Other,Other - Undetermined Property Type,60588,,,,,,,,,,,,,,,,,38.9247413,-77.0518026
PM03332403,2205_0839,3332403,Calvert Woodley,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2601 WOODLEY PL NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2601 Woodley Pl. NW,Washington,DC,20008,1954,Multifamily Housing,Multifamily Housing,206688,206688,82,53.4,,89.7,,778.7,3.8,3965.4,77,973805.9,77210.86225,,,Whole Building,Whole Building,38.92380891,-77.05022676
PM03997811,2208_0062,3997811,2701 Conneticut Ave NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2701 CONNECTICUT AVE NW,ALONZO O BLISS PROPERTIES,3,2701 Connecticut Ave NW,Washington,DC,20008,1922,Multifamily Housing,Multifamily Housing,94603,94602,64,67.5,73.5,115.4,119.8,455.8,4.8,2666.9,81,589880.5,43772.35242,,,Whole Building,Whole Building,38.92579475,-77.05237271
PM05927578,2208_0810,5927578,LMG 2807  LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2807 CONNECTICUT AV NW,LMG 2807 LLC,3,2807 CONNECTICUT AVENUE NW,Washington,DC,20008,1929,Residence Hall/Dormitory,Residence Hall/Dormitory,53088,100000,98,21.7,22.2,51.8,53.5,195.5,2,2939.2,,407598.4,7755.92503,,,Whole Building,Whole Building,38.9272933,-77.0532516
