OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,Outlier
82,2017,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,1700 E. Cherry St,Seattle,WA,98122,2254501944,3,CENTRAL,47.60823,-122.30956,1962,1,2,"54,984",0,"54,984",Office,Office,"54,984",,,,,,69,66.6999969482422,64.50,147.800003051758,143.399993896484,"3,667,950","3,544,293.5",,"599,550.875","2,045,667.5855","16,222.8203125","1,622,282.03125",94.6225457209009,1.72091055072205,N,Compliant,
84,2017,NonResidential,Senior Care Community,PSSA - The Mount,4831 35th Ave SW,Seattle,WA,98126,2324039001,1,SOUTHWEST,47.55837,-122.37751,1922,1,5,"371,257","74,944","296,313","Parking, Senior Care Community",Senior Care,"296,313",Parking,0,,,,47,161.800003051758,161.899993896484,251.399993896484,251.50,"47,947,440","47,970,628",,"3,385,356.75","11,550,837.231","363,966.00","36,396,600.00","1,980.81048320714",5.33541585264961,N,Compliant,
85,2017,NonResidential,Senior Care Community,Foss Home and Village,13023 Greenwood Ave. N,Seattle,WA,98133,2426039059,5,NORTHWEST,47.72426,-122.35599,1970,1,2,"93,397",0,"93,397",Senior Care Community,Senior Care,"93,397",,,,,,1,185.800003051758,181.800003051758,322.100006103516,316.50,"17,354,576","16,977,500",,"1,663,737.75","5,676,673.203","116,779.03125","11,677,903.125",643.69844316971,6.89206765923648,N,Compliant,
86,2017,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 Pontius Ave N,Seattle,WA,98109,2467400430,7,LAKE UNION,47.61988,-122.33211,2008,1,6,"84,103","20,732","63,371","Hotel, Parking",Hotel,"63,371",Parking,"20,732",,,,63,69.4000015258789,69.4000015258789,180.199996948242,180.199996948242,"4,397,191.5","4,397,576.5",,"954,108.1875","3,255,417.13575","11,417.740234375","1,141,774.0234375",74.1076295590269,0.881153223535747,N,Compliant,
87,2017,SPS-District K-12,K-12 School,Arbor Heights Elementary,3701 S.W. 104th St.,Seattle,WA,98146,2518400005,1,SOUTHWEST,47.5097,-122.37759,1948,1,2,"53,352",0,"53,352",K-12 School,K-12 School,"90,000",,,,,,99,22.6000003814697,22.50,49.5999984741211,49.50,"2,030,587.125","2,020,764.25",,"326,772.8125","1,114,948.83625","9,156.3798828125","915,637.98828125",53.2421969304433,0.997941912776341,N,Compliant,
89,2017,NonResidential,Medical Office,Polyclinic North && South,1200 Harvard Ave,Seattle,WA,98122,1978201270,3,EAST,47.61244,-122.3214,1965,0,3,"241,014","121,709","119,305",Medical Office,Medical Off,"179,014",,,,,,56,82.8000030517578,82.1999969482422,200.600006103516,198.699996948242,"14,823,875","14,707,000",,"2,853,244.5","9,735,270.234","50,886.0390625","5,088,603.90625",310.531614534501,1.28843807635449,N,Compliant,
95,2017,NonResidential,Hotel,Sorrento Hotel,900 Madison St.,Seattle,WA,98104,1979200270,3,EAST,47.60898,-122.32693,1908,1,7,"76,631",0,"76,631",Hotel,Hotel,"76,631",,,,,,74,98.6999969482422,98.0999984741211,172.50,170.50,"7,563,180.5","7,515,292",,"740,188.1875","2,525,522.09575","50,376.58203125","5,037,658.203125",277.998383980027,3.62775357205344,N,Compliant,
96,2017,NonResidential,Mixed Use Property,Central Seattle,921 Terry Ave.,Seattle,WA,98104,1979200290,3,EAST,47.60845,-122.32637,1983,1,6,"99,780","9,341","90,439","Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Off,"40,174",Parking,"20,868",Office,"17,020",,,196.199996948242,193.899993896484,482.600006103516,476.600006103516,"14,841,480","14,668,101","5,212,174","2,822,188","9,629,305.456",,,316.922319202402,3.17621085590702,Y,Not Compliant,
98,2017,NonResidential,Retail Store,400 Westlake Avenue N.,400 Westlake Ave N,Seattle,WA,98109,1983200230,7,LAKE UNION,47.62237,-122.33805,1929,1,2,"58,320",0,"58,320",Retail Store,Retail Stor,"62,280",,,,,,9,14.8999996185303,14.3000001907349,24.3999996185303,23.7999992370605,"926,844.625","890,371.8125",,"76,925.1015625","262,468.44653125","6,643.76025390625","664,376.025390625",36.3708709295886,0.623643191522439,N,Compliant,
100,2017,NonResidential,Large Office,City Place III - SEDO,551 Boren Ave. North,Seattle,WA,98109,1983200325,7,LAKE UNION,47.62424,-122.33646,2010,1,5,"316,306",0,"316,306","Bank Branch, Office, Other, Parking, Retail Store",Office,"247,882",Parking,"150,726",Retail Store,"26,464","201,820,172,016,201,520,142,013",95,57.00,57.00,155.899993896484,155.899993896484,"16,381,541","16,384,160",,"3,870,693.5","13,206,806.222","31,747.330078125","3,174,733.0078125",223.248049252223,0.705797706183958,N,Compliant,
102,2017,NonResidential,Hotel,Residence Inn Seattle - Lake Union,800 Fairview Ave. N,Seattle,WA,98109,1984200065,3,LAKE UNION,47.62642,-122.33325,1990,1,7,"282,863","44,766","238,097","Hotel, Parking",Hotel,"235,788",Parking,"51,537",,,,46,81.3000030517578,80.50,178.100006103516,177.399993896484,"19,158,784","18,986,238",,"3,069,409.25","10,472,824.361","86,859.5859375","8,685,958.59375",504.638462817338,1.78403843138671,N,Compliant,
103,2017,Nonresidential COS,Other,Key Arena,334 1st Ave. N,Seattle,WA,98109,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62141,-122.35086,1962,1,1,"389,000",0,"389,000",Other,Other,"368,000",,,,,,,72.0999984741211,71.5999984741211,164.199996948242,163.50,"26,547,420","26,365,384","7,990,000","4,409,406.5","15,044,894.978","8,855.2392578125","885,523.92578125",534.029626977828,1.37282680457025,N,Compliant,
104,2017,Nonresidential COS,Other,Bagley Wright Theatre,151 Mercer St.,Seattle,WA,98109,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1,1,"91,213",0,"91,213",Other,Other,"65,000",,,,,,,91.8000030517578,91.5999984741211,227.00,226.800003051758,"5,967,398.5","5,956,533","1,841,070.125","1,152,100.75","3,930,967.759",,,114.136129577886,1.25131428171298,N,Compliant,
106,2017,Nonresidential COS,Other,Armory,305 Harrison St.,Seattle,WA,98109,1985200305,7,MAGNOLIA / QUEEN ANNE,47.62141,-122.35086,1938,1,5,"396,085",0,"396,085",Other,Other,"278,500",,,,,,,104.800003051758,103.699996948242,168.50,167.300003051758,"29,197,694","28,870,044","16,949,830","1,956,290.375","6,674,862.7595",0.00,0.00,928.686046788109,2.34466351108502,N,Compliant,
107,2017,NonResidential,Large Office,City Place IV - SEDO,333 Boren Ave. N.,Seattle,WA,98109,1986200410,7,LAKE UNION,47.62112,-122.33629,2010,1,12,"571,329",0,"571,329","Office, Other, Parking",Office,"598,801",Parking,"310,699",Other,"26,203","201,820,172,016,201,520,142,013",92,62.50,61.7999992370605,172.100006103516,169.899993896484,"39,074,696","38,648,836",,"9,326,504","31,822,031.648","72,526.59375","7,252,659.375",516.839910347274,0.904627474445151,N,Compliant,
110,2017,Nonresidential COS,Other,Exhibition Hall,225 Mercer St.,Seattle,WA,98109,1988200440,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1962,1,2,"52,000",0,"52,000",Other,Other,"52,000",,,,,,,54.7000007629395,54.4000015258789,117.900001525879,117.599998474121,"2,844,245.75","2,829,869","1,186,200","416,897.90625","1,422,455.656125",,,68.944535948372,1.32585646054562,N,Compliant,
111,2017,Nonresidential COS,Other,Mercer Arena,363 Mercer St.,Seattle,WA,98109,1988200700,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1,1,"60,696",0,"60,696",Other,Other,"108,000",,,,,,,2.59999990463257,2.59999990463257,8.10000038146973,8.10000038146973,"277,136.09375","277,136.09375",,"81,223.8984375","277,135.94146875",0.00,0.00,1.14654122677604,0.0188898976337163,N,Not Compliant,Low outlier
112,2017,Nonresidential COS,Other,McCaw Hall,321 Mercer St.,Seatle,WA,98109,1988200700,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1,2,"262,048",0,"262,048",Other,Other,"296,000",,,,,,,76.1999969482422,74.3000030517578,181.600006103516,179.199996948242,"22,553,604","21,981,486","6,062,000","4,101,543.25","13,994,465.569","5,104.759765625","510,475.9765625",407.270511274064,1.55418286449072,N,Compliant,
113,2017,NonResidential,Small- and Mid-Sized Office,KCTS9,401 Mercer St,Seattle,WA,98109,1988200705,7,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,0,2,"66,240","2,352","63,888","Data Center, Distribution Center, Office, Parking, Retail Store",Office,"45,900",Data Center,"5,181",Distribution Center,"4,551",,,79.50,79.50,249.600006103516,249.600006103516,"4,422,798.5","4,422,798.5",,"1,296,247.875","4,422,797.7495",,,18.297590455498,0.276231739968267,Y,Not Compliant,
114,2017,NonResidential,Large Office,Bill and Melinda Gates Foundation,500 5th Ave N,Seattle,WA,98109,1988201155,7,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,2010,1,6,"920,598","303,707","616,891","Office, Other, Parking",Office,"729,584",Parking,"185,014",Other,"6,000",,93,52.5999984741211,51.5999984741211,133.800003051758,132.600006103516,"38,695,232","37,935,880",,"8,106,487.5","27,659,335.35","110,358.9453125","11,035,894.53125",700.546006748027,0.760968421339202,N,Compliant,
115,2017,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,221 1st Ave. W,Seattle,WA,98033,1989200850,7,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,1,4,"76,213","25,930","50,283","Office, Other, Parking",Office,"48,546",Parking,"21,454",Other,"2,406",,71,71.9000015258789,70.3000030517578,191.300003051758,189.600006103516,"3,664,215.5","3,580,430.75",,"827,425.3125","2,823,175.16625","8,410.3994140625","841,039.94140625",56.3474108986311,0.739341200302193,N,Compliant,
116,2017,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),425 queen anne ave N.,Seattle,WA,98109,1989201125,7,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,1,6,"96,910","36,934","59,976","Hotel, Parking",Hotel,"59,976",Parking,"36,934",,,,48,101.800003051758,100.400001525879,202.50,198.199996948242,"6,104,526.5","6,022,328.5",,"804,627.1875","2,745,387.96375","33,591.3828125","3,359,138.28125",189.76179969629,1.95812402947363,N,Compliant,
117,2017,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,Seattle,WA,98105,1142001871,4,NORTHEAST,47.65772,-122.31756,1962,2,4,"50,017",0,"50,017","Hotel, Swimming Pool",Hotel,"50,017",Swimming Pool,0,,,,58,109.599998474121,108.400001525879,204.100006103516,200.300003051758,"5,480,266","5,419,661.5",,"624,695.6875","2,131,461.68575","33,488.0390625","3,348,803.90625",186.673061931622,3.73219229325273,N,Compliant,
118,2017,SPS-District K-12,K-12 School,Pathfinder K-8,1901 SW Genesee St.,Seattle,WA,98106,1324039116,1,DELRIDGE,47.5636,-122.358,1999,1,3,"74,468",0,"74,468",K-12 School,K-12 School,"75,364",,,,,,94,22.7999992370605,22.7999992370605,71.5999984741211,71.5999984741211,"1,717,534.25","1,718,059.5",,"503,380.40625","1,717,533.946125",0.00,0.00,7.10562284770164,0.0954184730045341,N,Compliant,
119,2017,NonResidential,K-12 School,St. Joseph K-8 School,700 18th Ave. E.,Seattle,WA,98112,1336800825,3,EAST,47.62548,-122.30828,1923,1,3,"67,743",0,"67,743",K-12 School,K-12 School,"67,743",,,,,,15,51.7000007629395,50.0999984741211,103.300003051758,101.599998474121,"3,502,572","3,391,377.5",,"465,954.1875","1,589,835.68775","19,127.361328125","1,912,736.1328125",108.162737418268,1.59666293813778,N,Compliant,
120,2017,NonResidential,K-12 School,Holy Names Academy,728 21st Ave East,Seattle,WA,98112,1338800660,3,EAST,47.62644,-122.30429,1908,1,6,"194,104",0,"194,104",K-12 School,K-12 School,"199,980.40625",,,,,,98,36.7999992370605,35.7000007629395,63.5999984741211,62.50,"7,351,460","7,148,590.5",,"700,735.1875","2,390,908.45975","49,605.5078125","4,960,550.78125",273.346297699384,1.40824659821222,N,Compliant,
121,2017,NonResidential,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,Seattle,WA,98144,1498303116,3,SOUTHEAST,47.58408,-122.30125,2003,1,3,"99,433","35,752","63,681","Office, Parking",Office,"63,681",Parking,"35,752",,,,63,78.1999969482422,77.4000015258789,245.50,243.00,"4,979,052","4,927,985.5",,"1,459,276.5","4,979,051.418",,,20.5988717692845,0.207163333795465,N,Compliant,
122,2017,SPS-District K-12,K-12 School,John Muir Elementary,3301 S. Horton St.,Seattle,WA,98144,1524049002,2,SOUTHEAST,47.57324,-122.29058,1991,1,2,"60,725",0,"60,725",K-12 School,K-12 School,"60,725",,,,,,77,36.7999992370605,36.5999984741211,115.50,114.800003051758,"2,233,187","2,220,198.5",,"654,509.625","2,233,186.8405",,,9.23893438778565,0.152143835122036,N,Compliant,
125,2017,SPS-District K-12,K-12 School,Mercer International Middle,1600 Columbian Way S.,Seattle,WA,98108,1624049214,2,GREATER DUWAMISH,47.56413,-122.31208,1957,1,1,"130,862",0,"130,862",K-12 School,K-12 School,"139,310",,,,,,63,55.50,54.2000007629395,91.9000015258789,90.50,"7,730,110","7,548,106",,"656,853.3125","2,241,183.50225","54,889.26171875","5,488,926.171875",300.788886426661,2.29851971104416,N,Compliant,
127,2017,SPS-District K-12,K-12 School,Orca K-8 School,5215 46th Ave. S.,Seattle,WA,98118,1704900242,2,SOUTHEAST,47.55478,-122.27596,1989,1,3,"59,955",0,"59,955",K-12 School,K-12 School,"59,955",,,,,,94,29.50,29.2999992370605,85.8000030517578,85.5999984741211,"1,767,751.5","1,758,171.25",,"460,774.09375","1,572,161.207875","1,955.89978027344","195,589.978027344",16.8919839115211,0.281744373472122,N,Compliant,
130,2017,SPS-District K-12,K-12 School,McClure Middle,1915 1st Ave. W.,Seattle,WA,98119,1794501220,7,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,1,2,"93,218",0,"93,218",K-12 School,K-12 School,"93,218",,,,,,89,32.9000015258789,31.8999996185303,66.8000030517578,65.8000030517578,"3,064,196.5","2,976,964.75",,"421,881.8125","1,439,460.74425","16,247.3583984375","1,624,735.83984375",92.2449245278195,0.989561292109029,N,Compliant,
131,2017,NonResidential,Other,Lakeview,1208 NE 64th st,Seattle,WA,98115,1797500625,4,NORTHEAST,47.67524,-122.31534,1941,1,4,"56,521",0,"56,521",Other,Other,"49,000",,,,,,,117.099998474121,117.099998474121,367.700012207031,367.700012207031,"5,737,653","5,737,653",,"1,681,609.75","5,737,652.467",,,23.7372859812575,0.419972859313486,N,Compliant,
132,2017,NonResidential,Other,Roosevelt Square,6401 12th Avenue NE,Seattle,WA,98115,1797500715,4,NORTHEAST,47.67559,-122.31769,1929,1,2,"228,385","100,070","128,315","Other, Parking",Other,"129,396",Parking,0,,,,,28.2000007629395,27.6000003814697,48.7999992370605,47.7999992370605,"3,653,232.75","3,571,587.5",,"347,829.3125","1,186,793.61425","24,664.390625","2,466,439.0625",135.902471563716,0.595058657809034,N,Compliant,
136,2017,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,14115 Aurora Ave N,Seattle,WA,98133,1926049012,5,NORTHWEST,47.73141,-122.3458,2001,1,4,"51,390",0,"51,390","Hotel, Parking",Hotel,"51,390",Parking,0,,,,91,69.50,69.0999984741211,131.100006103516,129.699996948242,"3,571,819.75","3,548,590.5",,"419,101","1,429,972.612","21,418.470703125","2,141,847.0703125",119.669448553388,2.32865243341873,N,Compliant,
137,2017,SPS-District K-12,K-12 School,Broadview-Thomson K-8,13052 Greenwood Ave. N.,Seattle,WA,98133,1926049025,5,NORTHWEST,47.72463,-122.35315,1963,1,2,"131,013",0,"131,013",K-12 School,K-12 School,"131,909",,,,,,94,32.7000007629395,31.00,63.2999992370605,61.2999992370605,"4,313,222.5","4,090,444",,"535,538.6875","1,827,258.00175","24,859.642578125","2,485,964.2578125",139.58912481132,1.06546010557212,Y,Not Compliant,
138,2017,SPS-District K-12,K-12 School,Ingraham High,1819 N. 135th St.,Seattle,WA,98133,1926049321,5,NORTHWEST,47.7257,-122.33684,1959,1,1,"245,587",0,"245,587",K-12 School,K-12 School,"249,171",,,,,,95,50.5999984741211,48.50,84.1999969482422,81.6999969482422,"12,601,269","12,085,780",,"1,085,689.75","3,704,373.427","88,968.953125","8,896,895.3125",487.839501733424,1.98642233397299,N,Compliant,
139,2017,NonResidential,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,Seattle,WA,98133,1926049434,5,NORTHWEST,47.72551,-122.3423,2002,1,3,"69,138",0,"69,138",Hotel,Hotel,"70,609",,,,,,80,47.7999992370605,47.2000007629395,104.00,102.00,"3,377,110.5","3,330,187.25",,"533,003.125","1,818,606.6625","15,585.0341796875","1,558,503.41796875",90.2958880853233,1.30602401118521,N,Compliant,
140,2017,SPS-District K-12,K-12 School,B.F. Day Elementary,3921 Linden Ave. N.,Seattle,WA,98103,1931301145,6,LAKE UNION,47.65464,-122.34912,1991,1,3,"66,588",0,"66,588",K-12 School,K-12 School,"66,588",,,,,,81,33.50,33.00,105.199996948242,103.50,"2,231,671.25","2,194,265.75",,"654,065.375","2,231,671.0595",,,9.23266343859713,0.138653562783041,N,Compliant,
144,2017,NonResidential,Hotel,Alexis Hotel,1007 First Ave.,Seattle,WA,98104,1974600035,7,DOWNTOWN,47.6048,-122.3368,1904,1,5,"190,980",0,"190,980","Hotel, Parking",Hotel,"190,980",Parking,"19,051",,,,99,32.5999984741211,32.5999984741211,81.5999984741211,81.5999984741211,"6,220,623.5","6,220,623.5",,"1,269,484.375","4,331,480.6875","18,891.419921875","1,889,141.9921875",118.252133143734,0.619185952161138,N,Compliant,
145,2017,Nonresidential COS,Other,Benaroya Hall,200 University Street,Seattle,WA,98111,1974700025,7,DOWNTOWN,47.60804,-122.3367,1998,1,6,"284,100",0,"284,100",Other - Entertainment/Public Assembly,Other - Ent,"189,750",,,,,,,78.50,77.5999984741211,192.800003051758,190.800003051758,"14,894,600","14,728,079","4,690,673.5","2,836,110.75","9,676,809.879","5,271.15966796875","527,115.966796875",317.390444624672,1.11717861536315,N,Compliant,
147,2017,Campus,Hospital,Swedish Ballard,5300 Tallman Ave NW,Seattle,WA,98107,2767703875,6,BALLARD,47.66737,-122.37956,1954,4,5,"285,333",0,"285,333","Hospital (General Medical & Surgical), Parking",Hospital (G,"302,661",Parking,"148,865",,,,18,229.100006103516,,465.00,,"69,350,008",,,"9,522,533","32,490,882.596","368,591.1875","36,859,118.75","2,092.00607613501",7.33180556099369,N,Compliant,
148,2017,SPS-District K-12,K-12 School,West Woodland Elementary,5601 4th Ave. N.W.,Seattle,WA,98107,2768000375,6,Ballard,47.6706,-122.36225,1991,1,2,"55,513",0,"55,513",K-12 School,K-12 School,"61,785",,,,,,96,26.2000007629395,26.2000007629395,82.3000030517578,82.3000030517578,"1,618,890.625","1,619,592.75",,"474,469.59375","1,618,890.253875",,,6.6975232727182,0.120647835150653,N,Compliant,
163,2017,Nonresidential COS,Other,Fire Station 10/FAC/EOC,105 5th Ave S,Seattle,WA,98104,5247801465,2,DOWNTOWN,47.60102,-122.32873,2006,1,4,"61,156",0,"61,156","Fire Station, Office",Fire Statio,"42,755",Office,"29,219",,,,,131.100006103516,129.600006103516,330.799987792969,327.600006103516,"9,434,370","9,327,808",,"1,949,725.25","6,652,462.553","27,819.068359375","2,781,906.8359375",175.269025853667,2.86593344649203,N,Compliant,
167,2017,NonResidential,Other,Wing Luke Museum,719 South King Street,Seattle,WA,98104,5247802715,2,DOWNTOWN,47.59809,-122.32283,1910,1,4,"72,820","13,820","59,000",Museum,Museum,"58,000",,,,,,,40.0999984741211,39.50,90.0999984741211,88.5999984741211,"2,327,732.5","2,289,895.5",,"389,945.59375","1,330,494.365875","9,972.3798828125","997,237.98828125",58.4677079924949,0.802907278117205,N,Compliant,
168,2017,NonResidential,Hotel,Hampton Inn Seattle Center,700 5th Ave N.,Seattle,WA,98109,5458300285,7,MAGNOLIA / QUEEN ANNE,47.62614,-122.3467,1996,1,4,"162,222","14,200","148,022","Hotel, Parking",Hotel,"113,702",Parking,"32,692",,,,80,70.4000015258789,69.6999969482422,150.600006103516,148.50,"8,001,963","7,927,950.5",,"1,222,658.25","4,171,709.949","38,302.52734375","3,830,252.734375",220.683535914952,1.36037982465358,N,Compliant,
169,2017,SPS-District K-12,K-12 School,Franklin High,3013 S. Mt. Baker Blvd.,Seattle,WA,98144,5700000455,2,SOUTHEAST,47.57589,-122.29365,1990,1,4,"289,588",0,"289,588",K-12 School,K-12 School,"289,558",,,,,,96,29.7000007629395,28.8999996185303,76.0999984741211,75.1999969482422,"8,600,206","8,370,211.5",,"1,822,675.625","6,218,969.2325","23,812.357421875","2,381,235.7421875",152.195975527079,0.525560366890474,N,Compliant,
170,2017,NonResidential,University,SCCC FINE ARTS BUILDING,801 E PINE ST,SEATTLE,WA,98122,6003000470,3,EAST,47.61495,-122.32177,1915,1,3,"64,820",0,"64,820",College/University,College/Uni,"64,820",,,,,,,62.50,60.2999992370605,136.600006103516,134.199996948242,"4,054,425.75","3,908,019",,"644,860.875","2,200,265.3055","18,541.6015625","1,854,160.15625",107.577180351541,1.65962944078279,N,Compliant,
