OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
23343,2015,NonResidential,Other,CENTURYLINK: LAKE CITY GARAGE,3834500515,"12550 26TH AVE NE
SEATTLE, WA 98125
(47.72083444, -122.2997946)",5,NORTH,1969,1,1,"30,160",0,"30,160",Other,Other,"30,139",,,,,,,39.4,45.5,63.9,70.3,"1,187,723","1,370,632",0,"95,132","324,605","8,631","863,131",0,48.1,1.55,No,,Compliant,,117,29,2,26,"19,579"
23355,2015,Multifamily LR (1-4),Low-Rise Multifamily,GRAHAM VIEW,7625703280,"6040 CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.54731228, -122.386747)",1,SOUTHWEST,1992,1,4,"29,357",0,"29,357",,,,,,,,,95,19.9,21.6,62.5,67.9,"584,256","634,404",0,"171,236","584,280",0,0,0,4.07,0.05,No,,Compliant,,,37,,51,"17,916"
23360,2015,Multifamily LR (1-4),Low-Rise Multifamily,24 UNIT APARTMENT/1ST FL OFFICE,7625703365,"6041 CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.54731864, -122.3875192)",1,SOUTHWEST,1991,1,4,"28,645","3,642","25,003","Multifamily Housing, Office, Parking",Multifamily Housing,"24,665",Office,"3,980",Parking,"3,642",,,24.3,26,76.4,81.5,"696,522","743,641",0,"204,139","696,551",0,0,0,4.86,0.06,No,,Compliant,,,37,,51,"17,916"
23364,2015,Multifamily LR (1-4),Low-Rise Multifamily,IVY COURT,7625704460,"6523 CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.54403739, -122.3876349)",1,SOUTHWEST,1991,1,4,"34,544","1,023","33,521","Multifamily Housing, Retail Store",Multifamily Housing,"24,813",Retail Store,"5,690",,,,,31.6,35.9,87.3,96.7,"964,015","1,094,833",0,"231,675","790,509","1,735","173,539",0,14.73,0.33,No,,Compliant,,,37,,51,"17,916"
23365,2015,Multifamily LR (1-4),Low-Rise Multifamily,MARNAE APTS,7625704470,"6533 CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.54366655, -122.387708)",1,SOUTHWEST,1960,1,3,"22,195",0,"22,195",Multifamily Housing,Multifamily Housing,"22,195",,,,,,78,24.9,28.6,78.3,89.6,"553,230","633,677",0,"162,142","553,253",0,0,0,3.86,0.07,No,,Compliant,,,37,,51,"17,916"
23367,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SEABIRD CONDOMINIUM,7628300000,"1301 HARBOR AVE SW
SEATTLE, WA 98116
(47.59231919, -122.3832241)",1,SOUTHWEST,1976,1,5,"72,155",0,"72,155","Multifamily Housing, Parking",Multifamily Housing,"72,155",Parking,"18,039",,,,63,27.3,32.1,70.3,81.1,"1,972,396","2,313,491",0,"420,584","1,435,090","5,374","537,365",0,38.54,0.45,No,,Compliant,,,2,,49,"18,795"
23368,2015,NonResidential,Mixed Use Property,SEABOARD BUILDING CONDOMINIUM,7628750000,"1500 4TH AVE
SEATTLE, WA 98101
(47.6106807, -122.3365728)",7,DOWNTOWN,1909,1,11,"111,137",0,"111,137","Bank Branch, Multifamily Housing, Office, Other, Retail Store",Office,"42,939",Multifamily Housing,"40,878",Bank Branch,"10,887",,,92.8,94.3,203.3,202.3,"9,191,826","9,337,824",0,"1,470,280","5,016,804","41,752","4,175,230",0,256.72,2.12,No,,Compliant,,,14,,24,"18,081"
23372,2015,Multifamily LR (1-4),Low-Rise Multifamily,CUMBERLAND APARTMENTS,7647500000,"5941 CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.54912648, -122.3875615)",1,SOUTHWEST,1989,1,3,"30,080","7,448","22,632",Multifamily Housing,Multifamily Housing,"30,080",,,,,,87,20.4,22.3,63.9,70,"612,173","670,440",0,"179,418","612,198",0,0,0,4.27,0.05,No,,Compliant,,,37,,50,"17,916"
23373,2015,Multifamily HR (10+),High-Rise Multifamily,SEATTLE HEIGHTS CONDOMINIUM,7656900000,"2600 2ND AVE
SEATTLE, WA 98121
(47.61639379, -122.3490245)",7,DOWNTOWN,1993,1,25,"260,685","5,480","255,205","Multifamily Housing, Office, Parking, Restaurant, Retail Store, Swimming Pool, Urgent Care/Clinic/Other Outpatient",Multifamily Housing,"305,179",Parking,"93,906",Office,"4,412",,,47.6,52.4,107.4,115.1,"15,088,676","16,610,420",0,"2,552,460","8,709,355","63,797","6,379,681",0,399.54,1.39,No,,Compliant,,,5,,9,"19,576"
23377,2015,Multifamily LR (1-4),Low-Rise Multifamily,APARTMENTS,7660100105,"1340 12TH AVE S
SEATTLE, WA 98144
(47.5902059, -122.3169294)",2,GREATER DUWAMISH,1963,1,4,"20,467",0,"20,467",Multifamily Housing,Multifamily Housing,"20,467",,,,,,94,17,18.7,53.4,58.7,"348,061","382,810",0,"102,011","348,075",0,0,0,2.43,0.05,No,,Compliant,Low Outlier,,42,,41,"17,919"
23396,2015,NonResidential,Other,4500 W MARGINAL WAY SW,7666703680,"4500 W MARGINAL WAY SW
SEATTLE, WA 98106
(47.56323127, -122.3506942)",1,DELRIDGE,1997,1,1,"40,189",0,"40,189","Office, Other - Utility, Parking",Other - Utility,"28,347",Office,"9,113",Parking,0,,,54.6,63.7,110.1,119.6,"2,046,914","2,387,615",0,"276,854","944,666","11,023","1,102,287",0,65.13,1.52,No,,Compliant,,,12,,13,"18,385"
23397,2015,NonResidential,Other,FRASER BOILER SERVICE,7666703920,"3601 W MARGINAL WAY SW
SEATTLE, WA 98106
(47.57061835, -122.356355)",1,DELRIDGE,1966,1,2,"28,109",0,"28,109",Other,Other,"28,109",,,,,,,81.8,81.8,237.4,237.4,"2,298,648","2,298,648",0,"597,441","2,038,554","2,602","260,179",0,28.03,0.69,No,,Compliant,,,48,,13,"18,385"
23400,2015,NonResidential,Small- and Mid-Sized Office,SEATTLE COMMERCE CENTER,7666704005,"2414 SW ANDOVER ST
SEATTLE, WA 98106
(47.56876754, -122.3636918)",1,DELRIDGE,1988,1,2,"66,484",0,"66,484","Non-Refrigerated Warehouse, Office, Retail Store",Office,"49,334",Non-Refrigerated Warehouse,"18,000",Retail Store,"9,000",,69,40,40,125.6,125.6,"3,053,785","3,053,785",0,"895,013","3,053,912",0,0,0,21.29,0.12,No,,Compliant,,,45,,49,"18,385"
23404,2015,NonResidential,Small- and Mid-Sized Office,SWEDISH HOSPITAL MEDICAL CENTER,8590900710,"1120 CHERRY ST
SEATTLE, WA 98104
(47.60776197, -122.3225701)",3,EAST,1959,1,3,"25,151",0,"25,151",Office,Office,"24,155",,,,,,77,63.9,73.7,134.3,146.1,"1,543,147","1,780,117","826,402","210,066","716,774",0,0,0,68.78,2.61,No,,Compliant,,,19,,12,"18,379"
23408,2015,NonResidential,Hotel,VIRGINIA MASON- BARONESS HOTEL,8590901030,"1005 SPRING ST
SEATTLE, WA 98104
(47.609589, -122.3264606)",3,EAST,1928,1,6,"35,770",0,"35,770",Hotel,Hotel,"35,770",,,,,,59,72.7,82.4,109.6,119.7,"2,601,945","2,946,833",0,"166,693","568,782","20,332","2,033,187",0,111.95,3.06,No,,Compliant,,,19,,12,"18,379"
23409,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CHASSELTON APTS,8590901035,"1017 BOREN AVE
SEATTLE, WA 98104
(47.60969925, -122.32591248)",3,EAST,1925,1,5,"51,900",0,"51,900",Multifamily Housing,Multifamily Housing,"51,900",,,,,,79,51.2,63.4,72.2,85,"2,656,729","3,290,785",0,"134,243","458,055","21,987","2,198,693",0,119.97,2.27,No,,Compliant,,,19,,12,"18,379"
23410,2015,NonResidential,Hotel,VIRGINIA MASON- INN AT VIRGINIA MASON,8590901105,"1006 SPRING ST
SEATTLE, WA 98104
(47.60984421, -122.3267746)",3,EAST,1928,1,9,"48,006",0,"48,006",Hotel,Hotel,"48,006",,,,,,95,49.2,48,105.7,101.9,"2,363,705","2,305,450",0,"363,827","1,241,428","11,223","1,122,328",0,68.26,1.31,No,,Compliant,,,19,,12,"18,081"
23416,2015,NonResidential,Mixed Use Property,VIET WAH SUPERMARKET AND SAIGON BISTRO RESTAURANT,8591900145,"1032 S JACKSON ST
SEATTLE, WA 98104
(47.59950189, -122.3185089)",2,DOWNTOWN,1960,1,2,"29,631",0,"29,631","Office, Restaurant, Supermarket/Grocery Store",Supermarket/Grocery Store,"16,000",Office,"13,000",Restaurant,"5,000",,,128.4,135.8,306.4,314,"4,367,202","4,615,543",0,"817,609","2,789,798","15,775","1,577,519",0,103.23,3.08,No,,Compliant,,,26,,16,"18,379"
23418,2015,NonResidential,Small- and Mid-Sized Office,ENG SUEY SUN PLAZA,8592900065,"815 S WELLER ST
SEATTLE, WA 98104
(47.59725918, -122.3220338)",2,DOWNTOWN,1989,1,2,"23,472",0,"23,472","Office, Other, Retail Store",Office,"20,695",Other,"1,065",Retail Store,945,,,46.6,46.3,128.9,122,"1,058,986","1,050,918",0,"254,499","868,385","1,906","190,637",0,16.18,0.53,No,,Compliant,,,27,,22,"18,379"
23419,2015,Nonresidential COS,Small- and Mid-Sized Office,CSC Engineering (A),8592900285,"714 S CHARLES ST
SEATTLE, WA 98134
(47.59524558, -122.3229473)",2,GREATER DUWAMISH,1973,1,2,"21,315",0,"21,315",Office,Office,"20,424",,,,,,34,136.5,167.9,227,261.4,"2,788,860","3,428,978",0,"239,423","816,946","19,719","1,971,948",0,110.43,5.02,No,,Compliant,,,27,,22,"19,584"
23420,2015,Multifamily MR (5-9),Mid-Rise Multifamily,1300 ALKI CONDOMINIUM,8600050000,"1300 ALKI AVE SW
SEATTLE, WA 98116
(47.59296293, -122.3903932)",1,SOUTHWEST,1996,1,5,"23,821",0,"23,821",Multifamily Housing,Multifamily Housing,"23,821",,,,,,,37.1,41.9,69.5,74.5,"884,084","997,547",0,"102,093","348,355","5,357","535,743",0,30.88,1.23,No,,Compliant,,,2,,49,"18,795"
23421,2015,Multifamily HR (10+),High-Rise Multifamily,1300 UNIVERSITY CONDOMINIUM,8600300000,"1300 UNIVERSITY ST
SEATTLE, WA 98101
(47.6127544, -122.3247734)",3,EAST,1980,1,11,"53,290",0,"53,290","Multifamily Housing, Parking",Multifamily Housing,"53,290",Parking,"28,184",,,,87,30.9,35.2,96.9,110.6,"1,645,241","1,876,547",0,"482,192","1,645,309",0,0,0,11.47,0.08,No,,Compliant,,,8,,12,"19,578"
23430,2015,Multifamily LR (1-4),Low-Rise Multifamily,3100 FAIRVIEW CONDOMINIUM,8602900000,"3100 FAIRVIEW AVE E
SEATTLE, WA 98102
(47.64933385, -122.3239065)",4,LAKE UNION,1991,1,4,"32,040",0,"32,040",Multifamily Housing,Multifamily Housing,"32,040",,,,,,72,26.3,28.4,82.5,89.3,"841,891","911,303",0,"246,744","841,925",0,0,0,5.87,0.07,Yes,,Compliant,,,17,,10,"18,376"
23432,2015,Multifamily LR (1-4),Low-Rise Multifamily,CARROLL TERRACE,3876900155,"600 5TH AVE W
SEATTLE, WA 98119
(47.6248381, -122.3628892)",7,MAGNOLIA / QUEEN ANNE,1985,1,4,"22,716",0,"22,716",Multifamily Housing,Multifamily Housing,"22,716",,,,,,35,33.5,37,105.1,116.2,"760,071","840,663",0,"222,764","760,102",0,0,0,5.3,0.09,Yes,,Compliant,,,50,,40,"19,575"
23433,2015,Multifamily LR (1-4),Low-Rise Multifamily,PARKWING APTS,3876900165,"620 5TH AVE W
SEATTLE, WA 98119
(47.6252406, -122.3628937)",7,MAGNOLIA / QUEEN ANNE,1967,1,4,"43,477","7,185","36,292","Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,"33,292",Parking,"7,185",Swimming Pool,0,,65,50.7,56.4,120.6,133.1,"1,688,745","1,877,139",0,"314,565","1,073,339","6,155","615,450",0,40.17,0.82,No,,Compliant,,,50,,40,"19,575"
23435,2015,Multifamily MR (5-9),Mid-Rise Multifamily,WESTROY APTS,3876900185,"421 W ROY ST
SEATTLE, WA 98119
(47.62560597, -122.3629785)",7,MAGNOLIA / QUEEN ANNE,1930,1,5,"31,040","5,195","25,845",Multifamily Housing,Multifamily Housing,"25,845",,,,,,93,25.3,29.7,79.2,92.8,"654,446","766,433",0,"190,723","650,774",37,"3,699",0,4.73,0.06,No,,Compliant,,,50,,40,"19,575"
23438,2015,Multifamily LR (1-4),Low-Rise Multifamily,KINNEAR PARK CONDOMINIUM,3877600000,"500 W ROY ST
SEATTLE, WA 98119
(47.62608352, -122.362792)",7,MAGNOLIA / QUEEN ANNE,1982,1,4,"109,864","22,000","87,864","Multifamily Housing, Parking",Multifamily Housing,"87,864",Parking,"22,000",,,,90,23.8,26.4,74.8,82.8,"2,091,869","2,317,890",0,"613,092","2,091,956",0,0,0,14.58,0.05,No,,Compliant,,,50,,40,"19,575"
23439,2015,Multifamily LR (1-4),Low-Rise Multifamily,KINNEAR PLAZA CONDOMINIUM,3877700000,"505 W ROY ST
SEATTLE, WA 98119
(47.62562921, -122.3636199)",7,MAGNOLIA / QUEEN ANNE,1982,1,4,"25,357",0,"25,357",Multifamily Housing,Multifamily Housing,"25,357",,,,,,,20.7,24.3,58.8,67.5,"524,479","617,164",0,"131,735","449,498",750,"74,999",0,7.12,0.2,No,,Compliant,,,50,,40,"19,575"
23440,2015,Multifamily LR (1-4),Low-Rise Multifamily,KINNEAR VISTA CONDOMINIUM,3877900000,"1001 2ND AVE W
SEATTLE, WA 98119
(47.62796753, -122.3596611)",7,MAGNOLIA / QUEEN ANNE,1975,1,4,"24,084",0,"24,084","Multifamily Housing, Parking",Multifamily Housing,"24,084",Parking,"4,800",,,,59,43.8,51.4,97.3,110.7,"1,055,624","1,239,078",0,"173,255","591,169","4,645","464,480",0,28.79,1.09,No,,Compliant,,,50,,40,"19,575"
23446,2015,Multifamily LR (1-4),Low-Rise Multifamily,CASTLE COURT APT 22 UNIT,3879900155,"822 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.62697842, -122.3563725)",7,MAGNOLIA / QUEEN ANNE,1915,1,4,"24,280",0,"24,280",Multifamily Housing,Multifamily Housing,"24,280",,,,,,68,33.5,38,72.7,83.9,"814,123","921,762",0,"127,490","435,013","3,791","379,128",0,23.17,0.88,No,,Compliant,,,50,,40,"18,390"
23447,2015,Multifamily LR (1-4),Low-Rise Multifamily,VAL ANNE APTS 48 UNIT,3879900165,"800 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.62657051, -122.3563824)",7,MAGNOLIA / QUEEN ANNE,1958,1,4,"36,732",0,"36,732",Multifamily Housing,Multifamily Housing,"36,732",,,,,,81,24.7,27.4,77.6,85.9,"907,617","1,004,810",0,"266,007","907,655",0,0,0,6.33,0.07,No,,Compliant,,,50,,40,"18,390"
23449,2015,Multifamily LR (1-4),Low-Rise Multifamily,900 QUEEN ANNE APARTMENTS,3879900235,"900 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.62743192, -122.3563059)",7,MAGNOLIA / QUEEN ANNE,1929,1,4,"41,137","5,959","35,178",Multifamily Housing,Multifamily Housing,"41,669",,,,,,81,42.2,51.9,60.3,70.5,"1,758,580","2,164,450",0,"93,366","318,578","14,400","1,440,015",0,78.7,1.88,No,,Compliant,,,50,,40,"18,390"
23450,2015,Multifamily LR (1-4),Low-Rise Multifamily,MONTANITA APTS,3879900285,"1012 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.62845478, -122.356118)",7,MAGNOLIA / QUEEN ANNE,1913,1,3,"21,234",0,"21,234",Multifamily Housing,Multifamily Housing,"21,234",,,,,,88,36.1,40.1,71.1,80.9,"767,213","850,457",0,"98,634","336,551","4,307","430,675",0,25.22,1.12,No,,Compliant,,,50,,40,"18,390"
23451,2015,Multifamily MR (5-9),Mid-Rise Multifamily,FAIRVIEW APTS,3879900295,"1000 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.62830511, -122.3563349)",7,MAGNOLIA / QUEEN ANNE,1962,1,5,"29,454","3,783","25,671","Multifamily Housing, Parking",Multifamily Housing,"25,671",Parking,"3,783",,,,76,27.2,30.6,85.4,96.1,"697,824","785,377",0,"204,520","697,853",0,0,0,4.86,0.06,Yes,,Compliant,,,50,,40,"18,390"
23452,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE TIKI,3879900305,"1015 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.62854177, -122.357087)",7,MAGNOLIA / QUEEN ANNE,1962,1,4,"25,596",0,"25,596",Multifamily Housing,Multifamily Housing,"25,596",,,,,,88,23.2,24.2,72.7,76,"592,805","619,487",0,"173,741","592,830",0,0,0,4.13,0.06,Yes,,Compliant,,,50,,40,"18,390"
23453,2015,Multifamily LR (1-4),Low-Rise Multifamily,EDGECLIFF APTS,3879900325,"929 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.62800214, -122.3570699)",7,MAGNOLIA / QUEEN ANNE,1948,1,3,"23,120",0,"23,120",Multifamily Housing,Multifamily Housing,"23,120",,,,,,87,46.1,53.2,64.1,71.6,"1,066,894","1,230,852",0,"50,788","173,297","8,936","893,604",0,48.67,2.07,No,,Compliant,,,50,,40,"18,390"
23454,2015,Multifamily MR (5-9),Mid-Rise Multifamily,JEM-WEY APARTMENTS,3879900340,"915 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.62759487, -122.3570383)",7,MAGNOLIA / QUEEN ANNE,1958,1,6,"39,212",0,"39,212",Multifamily Housing,Multifamily Housing,"39,212",,,,,,35,33.7,38.7,105.7,121.4,"1,320,334","1,515,890",0,"386,968","1,320,389",0,0,0,9.2,0.09,Yes,,Compliant,,,50,,40,"18,390"
23457,2015,Multifamily LR (1-4),Low-Rise Multifamily,26 UNIT,3879900375,"1000 1ST AVE W
SEATTLE, WA 98119
(47.62801223, -122.3576585)",7,MAGNOLIA / QUEEN ANNE,1960,1,4,"22,093",0,"22,093","Multifamily Housing, Parking",Multifamily Housing,"22,093",Parking,800,,,,89,21.1,23.5,66.4,73.8,"467,034","519,235",0,"136,880","467,053",0,0,0,3.26,0.06,No,,Compliant,,,50,,40,"18,390"
23458,2015,Multifamily LR (1-4),Low-Rise Multifamily,BUNGALOW APTS & REST/RETAIL,3879900435,"615 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.6252667, -122.3570471)",7,MAGNOLIA / QUEEN ANNE,1906,1,2,"22,113",0,"22,113","Multifamily Housing, Retail Store",Multifamily Housing,"15,900",Retail Store,"6,213",,,,78,33.6,38.8,105.5,121.8,"742,630","858,033",0,"217,652","742,661",0,0,0,5.18,0.09,Yes,,Compliant,,,50,,40,"19,575"
23459,2015,NonResidential,Small- and Mid-Sized Office,18 WEST MERCER BUILDING,3879900465,"18 W MERCER ST
SEATTLE, WA 98119
(47.6248209, -122.3576261)",7,MAGNOLIA / QUEEN ANNE,1984,1,4,"57,110","15,812","41,298","Office, Parking",Office,"37,055",Parking,"28,202",,,,71,56.8,60.2,166.2,172,"2,103,293","2,231,562",0,"554,012","1,890,368","2,130","213,004",0,24.49,0.29,No,,Compliant,,,50,,40,"19,575"
23462,2015,Multifamily LR (1-4),Low-Rise Multifamily,DEL ROY APARTMENTS,3879900500,"25 W ROY ST
SEATTLE, WA 98119
(47.62551992, -122.3576316)",7,MAGNOLIA / QUEEN ANNE,1914,1,4,"40,370",0,"40,370",Multifamily Housing,Multifamily Housing,"40,370",,,,,,53,24.2,27.3,76.1,85.7,"978,463","1,102,136",0,"286,771","978,504",0,0,0,6.82,0.06,No,,Compliant,,,50,,40,"19,575"
23465,2015,Multifamily LR (1-4),Low-Rise Multifamily,CHANDLER HALL APTS,3879900590,"119 ROY ST
SEATTLE, WA 98109
(47.6255165, -122.3589244)",7,MAGNOLIA / QUEEN ANNE,1924,1,4,"51,150",0,"51,150",Multifamily Housing,Multifamily Housing,"48,320",,,,,,70,68.1,82.2,96,111.4,"3,292,049","3,971,202",0,"166,083","566,698","27,254","2,725,375",0,148.7,2.86,No,,Compliant,,,50,,40,"19,575"
23466,2015,Multifamily MR (5-9),Mid-Rise Multifamily,THE QUEENSBOROUGH,3879900620,"101 W OLYMPIC PL
SEATTLE, WA 98119
(47.6264267, -122.35838318)",7,MAGNOLIA / QUEEN ANNE,1950,1,8,"129,860","46,554","83,306","Multifamily Housing, Parking",Multifamily Housing,"83,306",Parking,"46,554",,,,98,63.9,76.2,99,111.9,"5,326,222","6,351,498",0,"372,160","1,269,863","40,564","4,056,411",0,224.29,1.69,No,,Compliant,,,50,,40,"19,575"
23484,2015,Multifamily LR (1-4),Low-Rise Multifamily,BEACON VIEW APARTMENT BLDG A,7660600235,"1701 12TH AVE S
SEATTLE, WA 98144
(47.58810829, -122.3181503)",2,GREATER DUWAMISH,1968,1,4,"35,796",0,"35,796",Multifamily Housing,Multifamily Housing,"35,796",,,,,,32,34.2,38.3,107.2,120.4,"1,222,509","1,372,572",0,"358,297","1,222,560",0,0,0,8.52,0.09,Yes,,Compliant,,,42,,41,"19,584"
23495,2015,Multifamily LR (1-4),Low-Rise Multifamily,"SHERWOOD APTS BLDG B, C, D,  E",7663700330,"3101 NE 145TH ST
SEATTLE, WA 98155
(47.73269427, -122.2944896)",5,NORTH,1975,1,3,"72,671",0,"72,671",Multifamily Housing,Multifamily Housing,"58,795",,,,,,33,34.5,37.7,106.7,116.8,"2,025,532","2,216,025",0,"581,646","1,984,657",410,"40,957",0,16.01,0.1,Yes,,Compliant,,119,29,2,26,"19,579"
23496,2015,Multifamily LR (1-4),Low-Rise Multifamily,MORRISON MANOR APTS 24 UNITS,7663700331,"14355 32ND AVE NE
SEATTLE, WA 98125
(47.73337969, -122.2943505)",5,NORTH,1967,1,2,"22,382",0,"22,382",Multifamily Housing,Multifamily Housing,"21,876",,,,,,69,29.2,32.2,91.6,101.1,"638,238","704,034",0,"187,057","638,264",0,0,0,4.45,0.08,Yes,,Compliant,,119,29,2,26,"19,579"
23499,2015,Multifamily LR (1-4),Low-Rise Multifamily,SHERWOOD APTS- BLDG A - 28 UNITS,7663700369,"3030 NE 143RD ST
SEATTLE, WA 98125
(47.73223596, -122.2949572)",5,NORTH,1977,1,3,"27,639",0,"27,639",Multifamily Housing,Multifamily Housing,"23,810",,,,,,58,28.8,31,90.5,97.4,"686,091","738,637",0,"201,082","686,119",0,0,0,4.78,0.07,Yes,,Compliant,,119,29,2,26,"19,579"
23501,2015,Multifamily LR (1-4),Low-Rise Multifamily,Jackson Park House & Village,7663700390,"14378 30TH AVE NE
SEATTLE, WA 98125
(47.73355182, -122.2959405)",5,NORTH,1970,1,2,"101,613",0,"101,613",Multifamily Housing,Multifamily Housing,"101,613",,,,,,97,22.2,25,59.3,67.7,"2,251,442","2,541,069",0,"513,916","1,753,554","4,980","497,961",0,38.67,0.31,Yes,,Compliant,,119,29,2,26,"19,579"
23502,2015,Multifamily LR (1-4),Low-Rise Multifamily,MIRRORWOOD APTS,7663700410,"14371 30TH AVE NE
SEATTLE, WA 98125
(47.73351452, -122.2974241)",5,NORTH,1986,1,3,"30,942",0,"30,942",Multifamily Housing,Multifamily Housing,"30,942",,,,,,61,29,32.4,91.1,101.7,"897,514","1,002,525",0,"263,046","897,551",0,0,0,6.26,0.08,No,,Compliant,,119,29,2,26,"19,579"
23503,2015,NonResidential,"Restaurant
",SALTYS RESTAURANT,7666706590,"1936 HARBOR AVE SW
SEATTLE, WA 98126
(47.58667982, -122.3768153)",1,SOUTHWEST,1902,1,2,"20,398",0,"20,398","Office, Restaurant",Restaurant,"19,232",Office,"1,166",,,,,445.4,460.1,813.8,819.3,"9,085,108","9,385,788",0,"990,053","3,378,201","57,070","5,707,048",0,326.65,15.3,No,,Compliant,,,2,,49,"19,581"
23504,2015,NonResidential,"Distribution Center
",ALASKA COPPER CO WHSE,7674800055,"3223 6TH AVE S
SEATTLE, WA 98134
(47.57469945, -122.3267812)",2,GREATER DUWAMISH,1952,1,1,"41,308",0,"41,308",Distribution Center,Distribution Center,"41,308",,,,,,20,38.4,44.8,93,99.6,"1,588,231","1,849,300",0,"304,899","1,040,360","5,479","547,914",0,36.35,0.77,Yes,,Compliant,,,57,,36,"19,584"
23508,2015,Multifamily LR (1-4),Low-Rise Multifamily,SEAVIEW CONDOMINIUM,7677290000,"519 W ROY ST
SEATTLE, WA 98119
(47.62560764, -122.364131)",7,MAGNOLIA / QUEEN ANNE,1930,1,3,"53,040",0,"53,040",,,,,,,,,,,,,,,,,,,,,,,,No,,Not Compliant,,,50,,40,"19,575"
23510,2015,Multifamily LR (1-4),Low-Rise Multifamily,SEAVIEW TERRACE CONDOMINIUM,7680600000,"7019 47TH AVE SW
SEATTLE, WA 98136
(47.53998304, -122.3932752)",1,SOUTHWEST,1978,1,4,"39,888",0,"39,888",Multifamily Housing,Multifamily Housing,"39,888",,,,,,41,54.8,63.2,104.7,120.5,"2,185,530","2,522,499",0,"263,771","900,024","12,855","1,285,543",0,74.55,1.77,No,,Compliant,,,37,,51,"17,916"
23515,2015,Multifamily LR (1-4),Low-Rise Multifamily,SEDONA COURT CONDOMINIUM,7683940000,"12034 15TH AVE NE
SEATTLE, WA 98125
(47.71686037, -122.3121466)",5,NORTH,2000,1,3,"30,833",0,"30,833",Multifamily Housing,Multifamily Housing,"30,833",,,,,,65,22.9,24.7,72,77.5,"706,961","761,049",0,"207,199","706,991",0,0,0,4.93,0.06,No,,Compliant,,122,29,1,26,"19,579"
23516,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SELANO CONDOMINIUM,7690400000,"133 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.61959839, -122.35712433)",7,MAGNOLIA / QUEEN ANNE,2001,1,6,"28,453",0,"28,453","Multifamily Housing, Parking",Multifamily Housing,"28,453",Parking,"15,000",,,,93,30.4,31.7,95.3,99.4,"863,773","901,121",0,"252,867","862,819",10,989,0,6.07,0.08,No,,Compliant,,,50,,40,"18,390"
23517,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SENTINEL THE CONDOMINIUM,7693700000,"320 MELROSE AVE E
SEATTLE, WA 98102
(47.62147314, -122.3272912)",3,EAST,1966,1,7,"28,291",0,"28,291",Multifamily Housing,Multifamily Housing,"28,291",,,,,,94,23,24.6,72.1,77.3,"650,008","696,706",0,"190,506","650,035",0,0,0,4.53,0.06,No,,Compliant,,,8,,5,"18,376"
23518,2015,Multifamily LR (1-4),Low-Rise Multifamily,SERANA CONDOMINIUMS,7695400000,"621 5TH AVE N
SEATTLE, WA 98109
(47.62519506, -122.3479232)",7,MAGNOLIA / QUEEN ANNE,1999,1,4,"34,459",0,"34,459",Multifamily Housing,Multifamily Housing,"39,350",,,,,,72,24.6,24.6,77.1,77.1,"966,764","966,764",0,"283,342","966,804",0,0,0,6.74,0.07,No,,Compliant,,,56,,40,"18,390"
