Kansas City Building Reporting ID,Property Name,Zip Code,Parent Property Name,Year Ending,Square Feet,Primary Property Type,All Property Use Types,Year Built,ENERGY STAR Score,Site Energy Use (kBtu),Site EUI (kBtu/ft²),National Median Site Energy Use (kBtu),National Median Site EUI (kBtu/ft²),% Difference from National Median Site EUI,Source Energy Use (kBtu),Source EUI (kBtu/ft²),National Median Source Energy Use (kBtu),National Median Source EUI (kBtu/ft²),% Difference from National Median Source EUI,Weather Normalized Site Energy Use (kBtu),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Source Energy Use (kBtu),Weather Normalized Source EUI (kBtu/ft²),Energy Cost ($),Energy Cost Intensity ($/ft²),Water Use (kgal),Direct GHG Emissions (Metric Tons CO2e),Direct GHG Emissions Intensity (kgCO2e/ft²),Indirect GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions Intensity (kgCO2e/ft²),eGRID Subregion,eGRID Output Emissions Rate (kgCO2e/MBtu),Location,Neighborhood Census,Council Districts,County Boundary,Zip Codes
27-IS-02515,Animal Control,64127,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"4,243",Other - Public Services,Office,1960,,"327,360.9",77.2,"200,056.5",47.1,63.6,"1,027,913.3",242.3,"628,177.4",148.1,63.6,"318,544.0",75.1,"1,000,228.1",235.7,"11,395.25",2.69,75.8,0,0,69,16.3,(SPNO) SPNO (KS-Western MO),210.9,"2534 Prospect Ave
Kansas City, Missouri 64127
(39.079405, -94.552384)",234,3,7,95
08-CM-01860,Jazz District Office KC FOAA,64108,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"3,900",Office,Office,1960,,"107,788.4",27.6,"203,802.8",52.3,-47.1,"305,376.6",78.3,"577,396.1",148.1,-47.1,"107,788.4",27.6,"305,376.6",78.3,"5,386.89",1.38,,0.8,0.2,19.4,5,(SPNO) SPNO (KS-Western MO),210.9,"1714 E 18th St
Kansas City, Missouri 64108
(39.091152, -94.561834)",234,3,7,92
53-IS-12110,KCI-Parking And Bus Administration,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"1,152",Office,Office,1960,,"1,486,617.8","1,290.5","61,220.6",53.1,"2,328.3","4,141,558.1","3,595.1","170,553.9",148.1,"2,328.3","1,524,730.3","1,323.6","4,181,576.2","3,629.8","33,829.20",29.37,161.3,13.4,11.6,293.1,254.4,(SRMW) SRMW (Middle Mississippi),237.4,"400 Panama City Ave
Kansas City, Missouri 64153
(39.312254, -94.70941)",203,5,3,133
32-IS-07510,Police Dept. Mounted Patrol,64132,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"23,900",Police Station,Police Station,1960,,"264,416.7",11.1,"1,174,855.7",49.2,-77.5,"830,268.3",34.7,"3,689,047.3",154.4,-77.5,"289,735.5",12.1,"909,769.6",38.1,"10,342.89",0.43,,0,0,55.8,2.3,(SPNO) SPNO (KS-Western MO),210.9,"7331 Oakwood Dr
Kansas City, Missouri 64132",,,,
10-IS-08410,Fire Station 44,64410,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"3,856",Fire Station,Fire Station,1967,,"511,378.3",132.6,"324,904.6",84.3,57.4,"936,784.7",242.9,"595,186.9",154.4,57.4,"543,820.4",141,"954,251.4",247.5,"10,416.88",2.70,200.2,17,4.4,28.7,7.5,Not Available,,"7511 NW Barry Rd
Kansas City, Missouri 64410
(39.246898, -94.666998)",69,5,3,77
29-IS-05110,EMS Fire Dept. Facility,64129,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"84,840",Fire Station,Fire Station,1997,,"5,953,317.7",70.2,"4,956,774.4",58.4,20.1,"15,728,124.4",185.4,"13,095,346",154.4,20.1,"6,158,644.4",72.6,"15,778,558.9",186,"143,832.60",1.70,"1,431",75.4,0.9,956.3,11.3,(SPNO) SPNO (KS-Western MO),210.9,"7650 Eastwood Trfy
Kansas City, Missouri 64129
(39.031586, -94.496765)",19,3,7,155
10-IS-02110,Fire Station 07,64110,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"9,615",Fire Station,Fire Station,1978,,"790,682",82.2,"666,940.2",69.4,18.6,"1,759,464.8",183,"1,484,108.3",154.4,18.6,"833,210.8",86.7,"1,770,401.3",184.1,"17,350.55",1.80,251.3,18.4,1.9,93.8,9.8,(SPNO) SPNO (KS-Western MO),210.9,"616 W Pennway Rd
Kansas City, Missouri 64110
(39.087481, -94.592217)",149,4,7,92
29-IS-04500,Police Dept. Helicopter and K-9 Unit,64129,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"7,000",Police Station,Police Station,1960,,"478,616.4",68.4,"344,100",49.2,39.1,"1,502,855.5",214.7,"1,080,474.1",154.4,39.1,"484,576.4",69.2,"1,521,569.8",217.4,"15,726.19",2.25,0,0,0,100.9,14.4,(SPNO) SPNO (KS-Western MO),210.9,"4601 Eastern Ave
Kansas City, Missouri 64129
(39.043984, -94.498988)",19,3,7,155
37-IS-09710,PD South Patrol  Multipurpose Building,64137,Police Dept. South Patrol Campus,12/31/2016 12:00:00 AM,"32,000",Police Station,Police Station,1960,,"1,915,272.3",59.9,"1,573,028.5",49.2,21.8,"6,013,955",187.9,"4,939,310.1",154.4,21.8,"1,942,072.8",60.7,"6,098,108.7",190.6,"66,601.66",2.08,,0,0,403.9,12.6,(SPNO) SPNO (KS-Western MO),210.9,"9701 Marion Park Dr
Kansas City, Missouri 64137
(38.948435, -94.535695)",178,2,7,149
06-IS-00410,Fire Station 25,64106,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"5,326",Fire Station,Fire Station,1957,,"709,245.7",133.2,"413,704.5",77.7,71.4,"1,409,366.4",264.6,"822,086.4",154.4,71.4,"773,242.2",145.2,"1,455,060.0",273.2,"15,367.95",2.89,109.5,20.8,3.9,67.1,12.6,(SPNO) SPNO (KS-Western MO),210.9,"401 E Missouri Ave
Kansas City, Missouri 64106
(39.108161, -94.578468)",71,4,7,75
27-IS-02715,Police Dept. East Patrol and Crime Lab,64127,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"36,200",Police Station,Police Station,1960,,"17,903,799.8",494.6,"2,581,349.7",71.3,593.6,"38,754,603.3","1,070.6","5,587,594.6",154.4,593.6,"18,217,799.2",503.3,"38,386,743.0","1,060.4","329,683.43",9.11,,443.8,12.3,"2,013.7",55.6,(SPNO) SPNO (KS-Western MO),210.9,"2640 Prospect
Kansas City, Missouri 64127
(39.077244, -94.552482)",234,3,7,95
28-IS-03210,Fire Station 18,64120,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"12,202",Fire Station,Fire Station,1978,,"1,255,522.6",102.9,"1,010,394.2",82.8,24.3,"2,340,351",191.8,"1,883,420.7",154.4,24.3,"1,393,512.7",114.2,"2,452,480.3",201,"22,278.53",1.83,354.8,40.7,3.3,103.1,8.5,(SPNO) SPNO (KS-Western MO),210.9,"3211 Indiana Ave
Kansas City, Missouri 64120
(39.068425, -94.543699)",77,3,7,36
20-IS-01710,Fire Station 47 / Fire Academy,64120,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"11,259",Fire Station,Fire Station,1965,,"4,174,185.8",370.7,"878,143.7",78,375.3,"8,260,804",733.7,"1,737,865.4",154.4,375.3,"4,649,490.2",413,"8,759,873.7",778,"93,825.09",8.33,558,123.2,10.9,391.3,34.8,(SPNO) SPNO (KS-Western MO),210.9,"5130 Deramus St
Kansas City, Missouri 64120
(39.139629, -94.520156)",53,4,7,144
10-IS-05212,Fire Station 40,64110,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"7,794",Fire Station,Fire Station,1962,,"550,019.9",70.6,"664,245.4",85.2,-17.2,"996,154.2",127.8,"1,203,030.7",154.4,-17.2,"617,811.8",79.3,"1,052,202.0",135,"10,311.08",1.32,164.2,18.6,2.4,42.2,5.4,(SPNO) SPNO (KS-Western MO),210.9,"5200 North Oak Trfy
Kansas City, Missouri 64110
(39.18827, -94.576559)",82,6,4,154
14-IS-07710,Fire Station 37,64114,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"6,790",Fire Station,Fire Station,1958,,"414,024",61,"613,956.8",90.4,-32.6,"706,762.9",104.1,"1,048,059.9",154.4,-32.6,"448,463.3",66,"742,924.2",109.4,"7,375.15",1.09,106.5,15.1,2.2,27.5,4,(SPNO) SPNO (KS-Western MO),210.9,"7708 Wornall Rd
Kansas City, Missouri 64114
(38.988266, -94.594389)",147,1,7,162
31-IS-00930,Fire Station 28,64131,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"6,770",Fire Station,Fire Station,1969,,"555,172.3",82,"531,677.9",78.5,4.4,"1,091,149.3",161.2,"1,044,972.8",154.4,4.4,"592,659.5",87.5,"1,112,421.0",164.3,"11,650.80",1.72,,16.6,2.4,51.3,7.6,(SPNO) SPNO (KS-Western MO),210.9,"930 E Red Bridge Rd
Kansas City, Missouri 64131
(38.925551, -94.580024)",95,1,7,163
53-IS-12210,Fire Station 05 KCI-AARF,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"14,930",Fire Station,Fire Station,1960,,"2,220,673.8",148.7,"1,535,298.7",102.8,44.6,"3,333,250.9",223.3,"2,304,496.9",154.4,44.6,"2,484,160.4",166.4,"3,609,911.7",241.8,"27,249.31",1.83,52.5,92.5,6.2,113.8,7.6,(SRMW) SRMW (Middle Mississippi),237.4,"173 Ottawa Ave
Kansas City, Missouri 64153
(39.303407, -94.722751)",203,5,3,130
19-IS-08310,Fire Station 14,64110,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"17,152",Fire Station,Fire Station,1960,,"1,598,257.9",93.2,"1,405,431.8",81.9,13.7,"3,010,704.9",175.5,"2,647,470.2",154.4,13.7,"1,723,003.1",100.5,"3,110,120.4",181.3,"31,818.99",1.86,552.8,51,3,134.5,7.8,(SPNO) SPNO (KS-Western MO),210.9,"8300 N Brighton St
Kansas City, Missouri 64110
(39.244071, -94.520569)",244,6,4,135
26-IS-01410,Fire Station 27/HazMat Facility 17,64126,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"17,036",Fire Station,Fire Station,1960,,"1,468,593.5",86.2,"1,357,969",79.7,8.1,"2,843,778",166.9,"2,629,565.2",154.4,8.1,"1,643,104.8",96.4,"3,027,014.9",177.7,"28,282.06",1.66,215.3,44.9,2.6,131.4,7.7,(SPNO) SPNO (KS-Western MO),210.9,"6600 E Truman Rd
Kansas City, Missouri 64126
(39.093762, -94.505345)",83,3,7,94
09-IS-01210,Police Dept. Central Patrol,64109,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"18,310",Police Station,Police Station,1994,,"2,201,337.6",120.2,"1,124,295.2",61.4,95.8,"5,533,641.3",302.2,"2,826,211.5",154.4,95.8,"2,263,201.1",123.6,"5,514,126.9",301.2,"54,007.31",2.95,252,35,1.9,325.1,17.8,(SPNO) SPNO (KS-Western MO),210.9,"1200 E Linwood Blvd
Kansas City, Missouri 64109
(39.068631, -94.569897)",123,3,7,19
10-IS-08110,Fire Station 38,64118,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"5,470",Fire Station,Fire Station,1959,,"467,728.3",85.5,"435,838",79.7,7.3,"906,091.7",165.6,"844,313.3",154.4,7.3,"503,826.8",92.1,"925,154.9",169.1,"10,267.14",1.88,62.3,14.3,2.6,29.8,5.5,Not Available,,"8100 Oak Trfy
Kansas City, Missouri 64118
(39.241149, -94.575981)",243,5,4,154
10-IS-06310,Fire Station 29,64110,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"11,339",Fire Station,Fire Station,1968,,"1,006,704.5",88.8,"832,491.2",73.4,20.9,"2,116,476.2",186.7,"1,750,213.7",154.4,20.9,"1,066,498.3",94.1,"2,167,876.3",191.2,"20,815.33",1.84,651,26.5,2.3,106.9,9.4,(SPNO) SPNO (KS-Western MO),210.9,"1414 East 63rd St
Kansas City, Missouri 64110
(39.013043, -94.56913)",64,2,7,165
24-IS-00510,Fire Station 23,64124,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"16,042",Fire Station,Fire Station,1977,,"1,778,274.4",110.9,"1,269,747.4",79.2,40,"3,467,817.5",216.2,"2,476,137.9",154.4,40,"1,872,809.8",116.7,"3,509,896.3",218.8,"35,748.73",2.23,531.8,53.8,3.4,161.5,10.1,(SPNO) SPNO (KS-Western MO),210.9,"4777 Independence Ave
Kansas City, Missouri 64124
(39.105472, -94.526683)",215,3,7,70
08-IS-01610,Police Dept. Evidence and Juvenile Units,64108,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"14,098",Police Station,Police Station,1960,,"1,304,807.2",92.6,"813,983.4",57.7,60.3,"3,488,226.1",247.4,"2,176,074.8",154.4,60.3,"1,349,855.7",95.7,"3,449,749.7",244.7,"39,165.24",2.78,54.7,15.5,1.1,213.7,15.2,(SPNO) SPNO (KS-Western MO),210.9,"1525 Holmes St
Kansas City, Missouri 64108
(39.094876, -94.575306)",11,4,7,92
32-IS-07520,Fire Station 30,64132,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"5,820",Fire Station,Fire Station,1969,,"616,909.2",106,"509,442.1",87.5,21.1,"1,087,841.7",186.9,"898,337",154.4,21.1,"677,157.1",116.4,"1,126,675.9",193.6,"10,784.34",1.85,198.8,21.6,3.7,44.4,7.6,(SPNO) SPNO (KS-Western MO),210.9,"7534 Prospect Ave
Kansas CIty, Missouri 64132
(38.989666, -94.557333)",154,2,7,151
32-IS-07630,PD Metro Patrol Campus,64132,PD Metro Patrol Campus,12/31/2016 12:00:00 AM,"43,301",Police Station,Police Station,1960,,"3,933,918.8",90.9,"2,409,148.7",55.6,63.3,"10,913,801.7",252,"6,683,658.4",154.4,63.3,"4,127,852.8",95.3,"11,132,968.9",257.1,"106,479.78",2.46,525,36.6,0.8,684.5,15.8,(SPNO) SPNO (KS-Western MO),210.9,"7601 Prospect Ave
Kansas City, Missouri 64132
(38.987189, -94.557459)",154,2,7,151
10-IS-01510,Fire Station 08,64410,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"4,466",Fire Station,Fire Station,1958,,"420,767.1",94.2,"325,073.7",72.8,29.4,"892,267.4",199.8,"689,342.5",154.4,29.4,"442,392.6",99.1,"898,188.5",201.1,"9,961.33",2.23,91.5,10.9,2.4,32.4,7.3,Not Available,,"1517 Locust St
Kansas City, Missouri 64410
(39.09505, -94.577631)",11,4,7,92
16-IS-08310,Fire Station 43,64138,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"5,109",Fire Station,Fire Station,1964,,"237,675.4",46.5,"251,143.8",49.2,-5.4,"746,300.7",146.1,"788,591.7",154.4,-5.4,"233,517.6",45.7,"733,245.1",143.5,"7,630.48",1.49,129,0,0,35.7,7,Not Available,,"12900 E 350 Hwy
Kansas City, Missouri 64138",,,,
57-IS-06850,Police Dept. Shoal Creek Campus,64157,Police Dept. Shoal Creek Campus,12/31/2016 12:00:00 AM,"60,448",Police Station,Police Station,1960,,"19,532,109.8",323.1,"4,493,915",74.3,334.6,"40,552,963.3",670.9,"9,330,356.8",154.4,334.6,"20,050,112.9",331.7,"40,441,599.6",669,"391,564.12",6.48,"1,878",528,8.7,"2,276.8",37.7,(SRMW) SRMW (Middle Mississippi),237.4,"6801 NE Pleasant Valley Rd
Kansas City, Missouri 64157
(39.21658, -94.499005)",187,6,4,135
09-IS-03412,Fire Station 17,64120,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"11,586",Fire Station,Fire Station,1979,,"1,099,117.9",94.9,"823,745.2",71.1,33.4,"2,386,168.9",206,"1,788,339",154.4,33.4,"1,175,331.2",101.4,"2,438,520.6",210.5,"22,764.20",1.96,325.5,27.1,2.3,124.3,10.7,(SPNO) SPNO (KS-Western MO),210.9,"3401 Paseo Blvd
Kansas City, Missouri 64120
(39.064793, -94.566976)",78,3,7,19
55-IS-08310,Police Dept. North Patrol,64155,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"12,090",Police Station,Police Station,1960,,"1,755,537.1",145.2,"594,309.8",49.2,195.4,"5,512,386.6",455.9,"1,866,133.1",154.4,195.4,"1,755,537.1",145.2,"5,512,386.6",455.9,"52,916.71",4.38,65.3,0,0,416.8,34.5,(SRMW) SRMW (Middle Mississippi),237.4,"1001 NW Barry Rd
Kansas City, Missouri 64155
(39.245952, -94.594613)",59,5,4,154
06-IS-01210,Police Dept. Headquarters,64106,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"93,964",Police Station,Police Station,1960,,"12,048,746.7",128.2,"9,017,952.1",96,33.6,"19,378,126.1",206.2,"14,503,666.8",154.4,33.6,"12,657,181.8",134.7,"20,154,529.0",214.5,"273,478.90",2.91,,0,0,"1,170.9",12.5,(SPNO) SPNO (KS-Western MO),210.9,"1125 Locust St
Kansas City, Missouri 64106
(39.100621, -94.577345)",5,4,7,75
31-IS-09910,Fire Station 36,64131,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"16,120",Fire Station,Fire Station,2005,,"1,822,308.2",113,"1,186,410",73.6,53.6,"3,821,803.8",237.1,"2,488,177.5",154.4,53.6,"2,007,724.0",124.5,"4,016,490.4",249.2,"42,578.55",2.64,419.2,48.3,3,192.6,11.9,(SPNO) SPNO (KS-Western MO),210.9,"9903 Holmes Rd
Kansas City, Missouri 64131
(38.947617, -94.582391)",162,1,7,163
34-IS-06010,Fire Station 42,64134,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"7,988",Fire Station,Fire Station,1965,,"601,844.2",75.3,"564,950.1",70.7,6.5,"1,313,494.8",164.4,"1,232,975.3",154.4,6.5,"669,887.6",83.9,"1,393,092.8",174.4,"14,012.60",1.75,207.7,14.6,1.8,68.8,8.6,(SPNO) SPNO (KS-Western MO),210.9,"6006 Red Bridge Rd
Kansas City, Missouri 64134
(38.924183, -94.520394)",166,1,7,143
16-IS-03910,Fire Station 06,64110,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"15,562",Fire Station,Fire Station,1964,,"1,198,029.9",77,"1,457,431",93.7,-17.8,"1,974,519.2",126.9,"2,402,048.3",154.4,-17.8,"1,360,107.7",87.4,"2,117,812.9",136.1,"21,633.56",1.39,284.3,45.4,2.9,72.3,4.6,(SPNO) SPNO (KS-Western MO),210.9,"2600 NE Parvin Rd
Kansas City, Missouri 64110
(39.165121, -94.550707)",86,6,4,167
32-IS-07600,Police Dept. Metro Patrol Main,64132,PD Metro Patrol Campus,12/31/2016 12:00:00 AM,"28,093",Police Station,Police Station,1960,,"3,659,403.7",130.3,"1,578,628.3",56.2,131.8,"10,051,824.5",357.8,"4,336,251.2",154.4,131.8,"3,845,904.1",136.9,"10,247,649.9",364.8,"94,714.11",3.37,525,36.6,1.3,626.6,22.3,(SPNO) SPNO (KS-Western MO),210.9,"7601 Prospect Ave
Kansas City, Missouri 64132
(38.987189, -94.557459)",154,2,7,151
30-IS-04710,Fire Station 35,64130,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"18,196",Fire Station,Fire Station,2009,,"1,810,004",99.5,"1,159,538.2",63.7,56.1,"4,384,162.8",240.9,"2,808,615.2",154.4,56.1,"1,892,770.4",104,"4,471,067.5",245.7,"43,526.96",2.39,412.5,33,1.8,250.6,13.8,(SPNO) SPNO (KS-Western MO),210.9,"3200 Emanuel Cleaver II Blvd
Kansas City, Missouri 64130
(39.040666, -94.547554)",175,3,7,157
53-IS-11223,Fire Station 16,64110,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"10,525",Fire Station,Fire Station,1975,,"1,088,367.5",103.4,"848,471.6",80.6,28.3,"2,083,899.1",198,"1,624,570",154.4,28.3,"1,168,570.0",111,"2,147,677.6",204.1,"17,276.20",1.64,192.8,33.9,3.2,95,9,(SPNO) SPNO (KS-Western MO),210.9,"9205 NW 112th St
Kansas City, Missouri 64110
(39.295954, -94.686793)",203,5,3,130
10-IS-06440,Fire Station 04,64110,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"8,720",Fire Station,Fire Station,1981,,"716,622",82.2,"665,728.4",76.3,7.6,"1,448,858",166.2,"1,345,962",154.4,7.6,"776,755.6",89.1,"1,498,055.4",171.8,"15,218.55",1.75,204,20.4,2.3,70.3,8.1,(SPNO) SPNO (KS-Western MO),210.9,"4000 NW 64th St
Kansas City, Missouri 64110
(39.210476, -94.627001)",152,5,3,66
33-IS-04715,Fire Station 39,64133,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"11,584",Fire Station,Fire Station,1960,,"794,581.4",68.6,"1,012,748",87.4,-21.5,"1,402,852",121.1,"1,788,030.3",154.4,-21.5,"888,025.6",76.7,"1,496,407.7",129.2,"14,366.88",1.24,264,27.8,2.4,57.4,5,(SPNO) SPNO (KS-Western MO),210.9,"10003 E 47th St
Kansas City, Missouri 64133
(39.037512, -94.462016)",165,3,7,37
11-IS-04310,Fire Station 19,64111,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"18,453",Fire Station,Fire Station,1960,,,,"1,712,838.5",88.3,,,,"2,994,966.1",154.4,,"1,922,802.6",104.2,"3,578,036.7",193.9,,,355.5,57.3,3,,,(SPNO) SPNO (KS-Western MO),210.9,"550 W 43rd St
Kansas City, Missouri 64111
(39.049525, -94.593275)",42,4,7,50
55-IS-11110,Fire Station 03,64155,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"10,700",Fire Station,Fire Station,1960,,"927,325.2",86.7,"878,425.2",82.1,5.6,"1,743,521.9",162.9,"1,651,581.8",154.4,5.6,"1,005,844.3",94,"1,798,970.0",168.1,"17,061.09",1.59,281.3,29.7,2.8,87.4,8.2,(SRMW) SRMW (Middle Mississippi),237.4,"11101 N Oak Trfy
Kansas City, Missouri 64155
(39.295042, -94.575413)",104,5,4,82
33-IS-06710,Fire Station 33,64133,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"5,841",Fire Station,Fire Station,1957,,"616,964.9",105.6,"436,014.8",74.6,41.5,"1,275,741.7",218.4,"901,578.5",154.4,41.5,"669,076.8",114.5,"1,306,470.9",223.7,"14,262.23",2.44,119.3,16.8,2.9,63.4,10.8,(SPNO) SPNO (KS-Western MO),210.9,"7504 E 67th St
Kansas City, Missouri 64133
(39.002953, -94.49918)",18,2,7,37
10-IS-04812,Fire Station 34,64110,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"4,880",Fire Station,Fire Station,1958,,"508,352.4",104.2,"487,709.7",99.9,4.2,"785,126.6",160.9,"753,244.8",154.4,4.2,"557,922.3",114.3,"837,174.9",171.6,"7,317.60",1.50,159,20.6,4.2,25.4,5.2,(SPNO) SPNO (KS-Western MO),210.9,"4836 N Brighton St
Kansas City, Missouri 64110
(39.181353, -94.521298)",127,6,4,135
37-IS-09740,Police Dept. South Patrol Campus,64137,Police Dept. South Patrol Campus,12/31/2016 12:00:00 AM,"118,338",Police Station,Police Station,1960,,"6,950,941.7",58.7,"6,308,542.8",53.3,10.2,"20,125,892.5",170.1,"18,265,877.6",154.4,10.2,"7,058,825.9",59.6,"20,239,170.9",171,"197,837.65",1.67,"2,943",43.2,0.4,"1,294.4",10.9,(SPNO) SPNO (KS-Western MO),210.9,"9701 Marion Park Dr
Kansas City, Missouri 64137
(38.948435, -94.535695)",178,2,7,149
27-IS-01210,Police Dept. Service Station,64127,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"1,170",Police Station,Police Station,1960,,"239,919.8",205.1,"79,180.5",67.7,203,"547,204.7",467.7,"180,593.5",154.4,203,"263,079.7",224.9,"571,522.6",488.5,"6,153.40",5.26,77.2,5.2,4.5,29.8,25.5,(SPNO) SPNO (KS-Western MO),210.9,"1245 Prospect Ave
Kansas City, Missouri 64127
(39.097808, -94.551464)",109,3,7,95
37-IS-09730,PD South Patrol Main,64137,Police Dept. South Patrol Campus,12/31/2016 12:00:00 AM,"75,230",Police Station,Police Station,1960,,"4,055,040.7",53.9,"3,698,091.7",49.2,9.7,"12,732,827.8",169.3,"11,612,009.4",154.4,9.7,"4,055,040.7",53.9,"12,732,827.8",169.3,"118,299.53",1.57,"2,943",0,0,855.2,11.4,(SPNO) SPNO (KS-Western MO),210.9,"9701 Marion Park Dr
Kansas City, Missouri 64137
(38.948435, -94.535695)",178,2,7,149
45-IS-13110,Fire Station 45,64145,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"5,829",Fire Station,Fire Station,1960,,"598,664.4",102.7,"483,824.4",83,23.7,"1,113,283.9",191,"899,726.2",154.4,23.7,"652,368.0",111.9,"1,164,159.4",199.7,"11,837.26",2.03,204,19.5,3.3,48.9,8.4,(SPNO) SPNO (KS-Western MO),210.9,"524 East Blueridge Blvd
Kansas City, Missouri 64145
(38.889796, -94.588166)",159,1,7,129
53-IS-11220,KCI-Police Station,64153,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"44,381",Police Station,Police Station,1972,,"1,271,873.3",28.7,"5,846,589.2",131.7,-78.2,"1,490,234.7",33.6,"6,850,360.1",154.4,-78.2,"1,498,038.0",33.8,"1,746,376.9",39.3,"11,847.48",0.27,,63.6,1.4,17.6,0.4,(SRMW) SRMW (Middle Mississippi),237.4,"1 International Sq
Kansas City, Missouri 64153
(39.298043, -94.716973)",203,5,3,130
27-IS-02210,Fire Station 24,64127,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"12,900",Fire Station,Fire Station,1979,,"982,716.8",76.2,"988,302.4",76.6,-0.6,"1,979,906",153.5,"1,991,159.4",154.4,-0.6,"1,094,972.2",84.9,"2,080,957.4",161.3,"19,462.12",1.51,209.2,28.1,2.2,95.7,7.4,(SPNO) SPNO (KS-Western MO),210.9,"2039 Hardesty Ave
Kansas City, Missouri 64127
(39.085381, -94.519819)",222,3,7,95
38-IS-09310,Fire Station 41,64132,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"14,952",Fire Station,Fire Station,1960,,"1,097,477.6",73.4,"1,210,784.4",81,-9.4,"2,091,916.9",139.9,"2,307,892.7",154.4,-9.4,"1,209,429.8",80.9,"2,176,684.3",145.6,"19,931.94",1.33,119.2,34.4,2.3,94.8,6.3,(SPNO) SPNO (KS-Western MO),210.9,"9300 Hillcrest Rd
Kansas City, Missouri 64132
(38.956804, -94.520912)",35,2,7,98
06-IS-00910,Fire Station 10,64410,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"12,244",Fire Station,Fire Station,1977,,"1,070,170.4",87.4,"1,091,610.4",89.2,-2,"1,852,784.6",151.3,"1,889,903.5",154.4,-2,"1,188,547.5",97.1,"1,962,036.5",160.2,"17,403.67",1.42,364.5,38.3,3.1,52.4,4.3,Not Available,,"1505 E 9th St
Kansas City, Missouri 64410
(39.102975, -94.562515)",134,3,7,75
57-IS-06810,Shoal Creek Police Patrol Station,64157,Police Dept. Shoal Creek Campus,12/31/2016 12:00:00 AM,"23,234",Police Station,Police Station,2013,,"2,006,801.8",86.4,"1,142,117",49.2,75.7,"6,301,357.8",271.2,"3,586,247.9",154.4,75.7,"2,006,801.8",86.4,"6,301,357.8",271.2,"58,591.20",2.52,,0,0,476.4,20.5,(SRMW) SRMW (Middle Mississippi),237.4,"6801 NE Pleasant Valley Rd
Kansas City, Missouri 64157
(39.21658, -94.499005)",187,6,4,135
30-IS-06110,Water Services Department IT Building,64130,Not Applicable: Standalone Property,12/31/2016 12:00:00 AM,"152,782",Office,Office,2000,9,"1,607,959",99.8,"945,063",58.7,70.1,"4,235,267.5",263,"2,489,239",154.6,70.1,"1,702,437.9",105.7,"4,334,470.3",269.1,"36,658.70",2.28,,20.7,1.3,257,16,(SPNO) SPNO (KS-Western MO),210.9,"4700 E 63rd Trfy
Kansas City, Missouri 64130
(39.012515, -94.531192)",170,2,7,157
