Kansas City Building Reporting ID,Portfolio Manager Property Id,Property Name,Parent Property Id,Parent Property Name,Year,Square Feet,Postal Code,Primary Property Type,All Property Use Types,Year Built,ENERGY STAR Score,Site Energy Use (kBtu) (ACTUAL),National Median Site Energy Use (kBtu),% Difference from National Median Site EUI,Site EUI (kBtu/ft²) (ACTUAL & ESTIMATE),National Median Site EUI (kBtu/ft²),Source Energy Use (kBtu) (ACTUAL),National Median Source Energy Use (kBtu),% Difference from National Median Source EUI,Source EUI (kBtu/ft²) (ACTUAL & ESTIMATE),National Median Source EUI (kBtu/ft²),Weather Normalized Site Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Energy Cost ($) (ESTIMATE),National Median Energy Cost ($),Energy Cost Intensity ($/ft²) (ESTIMATE),Water Use (kgal) (ACTUAL),Total Greenhouse Gas Emissions (Metric Tons CO2e),National Median Total GHG Emissions (Metric Tons CO2e),Total Greenhouse Gas Emissions Intensity (kgCO2e/ft²),Direct Greenhouse Gas Emissions (Metric Tons CO2e),Direct Greenhouse Gas Emissions Intensity (kgCO2e/ft²),Indirect Greenhouse Gas Emissions (Metric Tons CO2e),Indirect Greenhouse Gas Emissions Intensity (kgCO2e/ft²),eGRID Output Emissions Rate (kgCO2e/MBtu),eGRID Subregion,Location,Neighborhood Census,Council Districts,County Boundary,Zip Codes
09-IS-01210,4472939,Police Dept. Central Patrol,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"18,310",64109,Police Station,Police Station,1994,,"2,630,170.5","1,197,348.5",119.7,143.6,65.400000000000006,"6,208,233.4000000004","2,826,211.5",119.7,339.1,154.4,"2,685,408.7","6,218,571.7999999998",146.69999999999999,339.6,"52,736.21","24,007.43",2.88,,448.6,204.2,24.5,52.1,2.8,396.5,21.7,240.4,(SPNO) KS-Western MO,"1200 E. Linwood Blvd.
Kansas City, Missouri 64109
(39.068631, -94.569897)",123,3,7,19
30-IS-04510,4472786,SPEC Building,4950660,Public Works District 3,2015,"25,848",64129,Public Services,Other,1976,,"619,945","1,013,513.4",-38.799999999999997,24,39.200000000000003,"1,946,627.4","3,182,432.6",-38.799999999999997,75.3,123.1,"611,618.9","1,920,483.5",23.7,74.3,"22,172.63","36,248.79",0.86,,149,243.7,5.8,,,149,5.8,240.4,(SPNO) KS-Western MO,"4721 Coal Mine Road
Kansas City, Missouri 64129
(39.042016, -94.513133)",20,3,7,155
30-IS-06320,4905976,Terry R. Dopson Building - Parks HQ,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"52,500",64130,Office,Office,1960,33,"5,915,171.2000000002","4,968,194.2",19.100000000000001,112.7,94.6,"13,617,745.4","11,437,640.5",19.100000000000001,259.39999999999998,217.9,"6,059,622.5","13,582,770.5",115.4,258.7,"127,315.31","106,933.04",2.4300000000000002,,978,821.4,18.600000000000001,125.9,2.4,852,16.2,240.4,(SPNO) KS-Western MO,"4600 E. 63rd St.
Kansas City, Missouri 64130",,,,
02-IS-02010,4472760,Exhibition Hall,4947959,American Royal Complex,2015,"46,000",64102,Convention Center,Other,1973,,"2,677,407","1,803,683.8",48.4,58.2,39.200000000000003,"8,407,057.9000000004","5,663,567.7000000002",48.4,182.8,123.1,"2,677,407","8,407,057.9000000004",58.2,182.8,"115,444.55","77,771.31",2.5099999999999998,,643.70000000000005,433.6,14,,,643.70000000000005,14,240.4,(SPNO) KS-Western MO,"1701 American Royal Ct.
Kansas City, Missouri 64102
(39.090674, -94.603875)",241,4,7,20
,4905995,Police Dept. Service Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"1,170",64127,Police Station,Police Station,1960,,,"103,282.5",,,88.3,,"180,593.5",,,154.4,,,,,,"1,550.29",,,,13.9,,,,34.299999999999997,29.3,240.4,(SPNO) KS-Western MO,"1245 Prospect Ave.
Kansas City, Missouri 64127
(39.097808, -94.551464)",109,3,7,95
32-IS-06610,4919703,Battle of Westport Museum & Visitor Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"10,530",64132,Museum,Museum,1906,,"1,186,074.3","446,228.6",165.8,112.6,42.4,"2,382,055","896,184.3",165.8,226.2,85.1,"1,278,653.8","2,499,086.2999999998",121.4,237.3,,,,,164.9,62,15.7,34.1,3.2,130.80000000000001,12.4,240.4,(SPNO) KS-Western MO,"6601 Swope Parkway
Kansas City, Missouri 64132
(39.007262, -94.542334)",52,2,7,151
,4472748,Fire Station 28,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"6,770",64131,Fire Station,Fire Station,1969,,"566,466","537,561.59999999998",5.4,83.7,79.400000000000006,"1,101,160.3999999999","1,044,972.8",5.4,162.69999999999999,154.4,"589,824","1,117,317.3999999999",87.1,165,"11,033.48","10,470.49",1.63,,75.5,71.599999999999994,11.1,17.2,2.5,58.3,8.6,240.4,(SPNO) KS-Western MO,"930 East Red Bridge Road
Kansas City, Missouri 64131
(38.925551, -94.580025)",95,1,7,163
55-IS-08310,4472938,Police Dept. North Patrol,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"12,090",64155,Police Station,Police Station,1960,,"1,932,325.2","594,309.80000000005",225.1,159.80000000000001,49.2,"6,067,501.0999999996","1,866,133.1",225.1,501.9,154.4,"1,953,063.1","6,132,618.0999999996",161.5,507.2,"48,702.32","14,978.98",4.03,,467.6,143.80000000000001,38.700000000000003,,,467.6,38.700000000000003,242,(SRMW) Middle Mississippi,"1001 NW Barry Rd
Kansas City, Missouri 64155
(39.245999, -94.594667)",59,5,4,154
32-IS-06910,4472936,Swope Park Greenhouse,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"23,375",64132,Other,Other,1960,,,"1,842,413.6",,,78.8,,"2,877,954.2",,,123.1,,,,,,"27,654.9",,,,248.4,,,,66.099999999999994,2.8,240.4,(SPNO) KS-Western MO,"6901 Elmwood
Kansas City, Missouri 64132
(39.001076, -94.533345)",111,2,7,151
08-IS-01620,4919695,Gregg-Klice Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"34,290",64106,Recreation,Recreation,1997,,"3,761,719.4","1,057,284.7",255.8,109.7,30.8,"11,811,798.9","3,319,874.4",255.8,344.5,96.8,"3,836,266.9","12,045,878.1",111.9,351.3,"115,616.84","32,495.75",3.37,,904.4,254.2,26.4,,,904.4,26.4,240.4,(SPNO) KS-Western MO,"1600 East 17th Terrace
Kansas City, Missouri 64106
(39.092038, -94.562455)",54,3,7,92
02-IS-02030,4940016,Convention Center Complex,4940016,Convention Center Complex,2015,"1,791,008",64105,Convention Center,Convention Center,1976,,"68,982,035.799999997","57,727,982.799999997",19.5,38.5,32.200000000000003,"149,465,743.69999999","125,081,188.2",19.5,83.5,69.8,"72,928,755.200000003","154,168,874",40.700000000000003,86.1,"3,453,432.51","2,890,023.3",1.93,,"10,554.1","8,832.2000000000007",5.9,105.8,0.1,"10,448.299999999999",5.8,240.4,(SPNO) KS-Western MO,"301 W. 13th St.
Kansas City, Missouri 64105
(39.0988, -94.58697)",5,4,7,72
11-IS-03710,4472770,Westport Roanoke Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"11,463",64111,Recreation,Recreation,1962,,"2,352,421.4","508,228.2",362.9,205.2,44.3,"5,136,990.9000000004","1,109,819.8",362.9,448.1,96.8,"2,422,924.5","5,211,019.0999999996",211.4,454.6,"30,913.73","6,678.75",2.7,,364,78.599999999999994,31.8,57.2,5,306.8,26.8,240.4,(SPNO) KS-Western MO,"3601 Roanoke
Kansas City, Missouri 64111
(39.061962, -94.6039)",232,4,7,50
65-IS-13210,4949189,Rocky Branch Treatment Plant,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"150,000",64165,Public Services,Wastewater Treatment Plant,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,242,(SRMW) Middle Mississippi,"500 NE 132nd St.
Kansas City, Missouri 64165
(39.332603, -94.572898)",180,5,4,131
34-IS-10410,4472774,Hillcrest Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"21,838",64134,Recreation,Recreation,1995,,"1,693,844.9","673,344.5",151.6,77.599999999999994,30.8,"5,318,672.9000000004","2,114,302.1",151.6,243.6,96.8,"1,693,844.9","5,318,672.9000000004",77.599999999999994,243.6,"49,687.77","19,752.099999999999",2.2799999999999998,,407.2,161.9,18.600000000000001,,,407.2,18.600000000000001,240.4,(SPNO) KS-Western MO,"10401 Hillcrest Rd.
Kansas City, Missouri 64134
(38.935749, -94.522681)",108,1,7,143
06-IS-01210,4472726,Police Dept. Headquarters,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"93,964",64106,Police Station,Police Station,1960,,"12,888,378.4","9,049,819.5999999996",42.4,137.19999999999999,96.3,"20,655,520.100000001","14,503,666.800000001",42.4,219.8,154.4,"13,228,880.9","21,095,671",140.80000000000001,224.5,"272,420.98","191,285.56",2.9,,"1,340.5",941.3,14.3,,,"1,340.5",14.3,240.4,(SPNO) KS-Western MO,"1125 Locust Street
Kansas City, Missouri 64106
(39.100621, -94.577345)",5,4,7,75
05-IS-01340,4927960,Garage-151 E. 13th St.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"268,248",64106,Parking,Parking,1960,,"1,993,752.7",,,7.4,,"6,260,383.4000000004",,,23.3,,"1,993,752.7","6,260,383.4000000004",7.4,23.3,"52,109.07",,0.19,,479.3,,1.8,,,479.3,1.8,240.4,(SPNO) KS-Western MO,"151 East 13th St.
Kansas City, Missouri 64106
(39.098565, -94.581631)",5,4,7,75
32-IS-06710,4905996,Parks South District Maintenance Facility,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"16,102",64132,Mixed Use Property,Public Services,2001,,"409,258","631,367.69999999995",-35.200000000000003,25.4,39.200000000000003,"1,285,070.2","1,982,494.9",-35.200000000000003,79.8,123.1,"409,258","1,285,070.2",25.4,79.8,"15,749.39","24,296.78",0.98,,98.4,151.80000000000001,6.1,,,98.4,6.1,240.4,(SPNO) KS-Western MO,"6901 Elmwood
Kansas City, Missouri 64132
(39.001076, -94.533345)",111,2,7,151
,4933246,KCI-Export Facility,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"7,984",64153,Distribution Center,Distribution Center,1960,42,"432,221.8","389,763.6",10.9,54.1,48.8,"453,832.9","409,251.8",10.9,56.8,51.3,"476,182.6","499,991.7",59.6,62.6,,,,,23,20.7,2.9,23,2.9,,,242,(SRMW) Middle Mississippi,"12600 NW Prairie View Rd.
Kansas City, Missouri 64153
(39.324132, -94.712174)",203,5,3,133
32-IS-07610,4472929,Police Dept. Metro Patrol Garage 1,4939991,PD Metro Patrol Campus,2015,"7,604",64132,Parking,Parking,1960,,"95,131.4",,,12.5,,"298,712.5",,,39.299999999999997,,"95,131.4","298,712.5",12.5,39.299999999999997,"2,646.78",,0.35,,22.9,,3,,,22.9,3,240.4,(SPNO) KS-Western MO,"7601 Prospect Ave.
Kansas City, Missouri 64132
(38.987189, -94.557459)",154,2,7,151
32-IS-07210,4472935,Lakeside Nature Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"17,000",64132,Recreation,Museum,1999,,"1,529,394.9","460,774.2",231.9,90,27.1,"4,802,300.0999999996","1,446,831.2",231.9,282.5,85.1,"1,624,683.4","5,101,505.9000000004",95.6,300.10000000000002,"50,836.79","15,316.05",2.99,,367.7,110.8,21.6,,,367.7,21.6,240.4,(SPNO) KS-Western MO,"4701 E. Gregory Blvd.
Kansas City, Missouri 64132
(38.996878, -94.532036)",131,2,7,151
53-IS-11220,4906001,KCI-Police Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"44,381",64153,Police Station,Police Station,1972,,"1,550,567.1","5,973,988",-74,34.9,134.6,"1,778,032.1","6,850,360.0999999996",-74,40.1,154.4,"1,695,992.4","1,939,328.6",38.200000000000003,43.7,,,,,95.9,369.5,2.2000000000000002,78.5,1.8,17.399999999999999,0.4,242,(SRMW) Middle Mississippi,"1 International Square
Kansas City, Missouri 64153
(39.298043, -94.716973)",203,5,3,130
37-IS-09710,4949184,PD South Patrol  Multipurpose Building,4950770,Police Dept. South Patrol Campus,2015,"32,000",64137,Police Station,Police Station,1960,,"1,758,461.1","1,573,028.5",11.8,55,49.2,"5,521,568","4,939,310.0999999996",11.8,172.5,154.4,"1,758,461.1","5,521,568",55,172.5,"49,508.43","44,287.69",1.55,,422.8,378.2,13.2,,,422.8,13.2,240.4,(SPNO) KS-Western MO,"9701 Marion Park Dr.
Kansas City, Missouri 64137
(38.948456, -94.5357)",178,2,7,149
,4472759,Shoal Creek Police Garage,4950792,Police Dept. Shoal Creek Cmapus,2015,960,64157,Parking,Other,2013,,"18,542.900000000001","37,642.1",-50.7,19.3,39.200000000000003,"58,224.7","118,196.2",-50.7,60.7,123.1,"18,410.3","57,808.3",19.2,60.2,"2,960.46","6,009.75",3.08,,4.5,9.1,4.7,,,4.5,4.7,242,(SRMW) Middle Mississippi,"6891 NE Pleasant Valley Road
Kansas City, Missouri 64157
(39.21659, -94.498142)",244,6,4,135
53-IS-12510,4929847,KCI-Fleet Maintenance Facility,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"36,935",64153,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",1960,,"2,193,232.6","3,531,387.4",-37.9,59.4,95.6,"2,302,894.2000000002","3,707,956.6",-37.9,62.3,100.4,"2,348,966.7999999998","2,466,415.1",63.6,66.8,,,,,116.5,187.6,3.2,116.5,3.2,,,242,(SRMW) Middle Mississippi,"125 Paris
Kansas City, Missouri 64153
(39.30387, -94.721653)",203,5,3,130
05-IS-00310,4927958,Garage-300 Wyandotte,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"93,825",64105,Parking,Parking,1960,,"1,108,640.3",,,11.8,,"3,481,130.4",,,37.1,,"1,116,264.7","3,505,071.3",11.9,37.4,"26,304.5",,0.28000000000000003,,266.5,,2.8,,,266.5,2.8,240.4,(SPNO) KS-Western MO,"300 Wyandotte St.
Kansas City, Missouri 64105
(39.109368, -94.585808)",71,4,7,72
53-IS-12800,4905978,KCI-Field Maintenance North,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"57,472",64153,Other,Other,1993,,"4,081,480","3,784,660.3",7.8,71,65.900000000000006,"7,630,962.9000000004","7,076,012.2000000002",7.8,132.80000000000001,123.1,"4,353,131.5999999996","7,916,197.2000000002",75.7,137.69999999999999,,,,,519.1,481.3,9,131.80000000000001,2.2999999999999998,387.3,6.7,242,(SRMW) Middle Mississippi,"154 Tokyo Avenue
Kansas City, Missouri 64153
(39.323646, -94.715122)",203,5,3,133
,4905985,Former Southeast Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"4,040",64130,Recreation,Recreation,1960,,,"166,423.20000000001",,,41.2,,"391,143",,,96.8,,,,,,"2,330.02",,,,20.2,,,,,,240.4,(SPNO) KS-Western MO,"3601 E. 63rd St.
Kansas City, Missouri 64130
(39.011913, -94.544175)",168,2,7,151
32-IS-07510,4905994,Police Dept. Mounted Patrol,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"23,900",64132,Police Station,Police Station,1960,,"557,273.69999999995","1,174,855.7",-52.6,23.3,49.2,"1,749,839.3","3,689,047.3",-52.6,73.2,154.4,"583,503.30000000005","1,832,200.3",24.4,76.7,"9,573.59","20,183.23",0.4,,134,282.5,5.6,,,134,5.6,240.4,(SPNO) KS-Western MO,"7331 Oakwood
Kansas City, Missouri 64132",,,,
63-IS-14410,4949187,Todd Creek Water Treatment Complex,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"150,000",64163,Public Services,Wastewater Treatment Plant,1977,,"9,203,537.5999999996",,,61.4,,"28,899,108.100000001",,,192.7,,"9,203,537.5999999996","28,899,108.100000001",61.4,192.7,"217,041.43",,1.45,,"2,227",,14.8,,,"2,227",14.8,242,(SRMW) Middle Mississippi,"7600 NW 144th Street
Kansas City, Missouri 64163",,,,
57-IS-06820,4472758,Shoal Creek Police Pistol Range,4950792,Police Dept. Shoal Creek Cmapus,2015,"23,270",64157,Police Station,Public Services,2006,,"1,190,498","912,428.7",30.5,51.2,39.200000000000003,"3,738,163.9","2,865,026.5",30.5,160.6,123.1,"1,190,498","3,738,163.9",51.2,160.6,"40,347.56","30,923.42",1.73,,288.10000000000002,220.8,12.4,,,288.10000000000002,12.4,242,(SRMW) Middle Mississippi,"6889 NE Pleasant Valley Road
Kansas City, Missouri 64157
(39.21659, -94.498161)",244,6,4,135
20-IS-01610,4905975,MSC Facility,4947917,MSC Complex,2015,"258,000",64120,Office,Public Services,1987,,"15,653,759.699999999","14,227,931.300000001",10,60.7,55.1,"34,948,523.399999999","31,765,227.5",10,135.5,123.1,"16,664,575.1","35,928,328.600000001",64.599999999999994,139.30000000000001,"288,204.32","261,953.11",1.1200000000000001,,"2,490.5","2,263.6999999999998",9.6999999999999993,361,1.4,"2,129.5",8.3000000000000007,240.4,(SPNO) KS-Western MO,"5300 Municipal Avenue
Kansas City, Missouri 64120
(39.134393, -94.521654)",53,4,7,144
16-IS-03920,4472775,Kansas City North Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"19,522",64117,Recreation,Recreation,1950,,"1,528,835.1","909,430.9",68.099999999999994,78.3,46.6,"3,177,381.8","1,890,072.6",68.099999999999994,162.80000000000001,96.8,"1,642,399.7","3,284,327.1",84.1,168.2,"32,349.88","19,243.400000000001",1.66,,222.1,132.1,11.4,41.3,2.1,180.8,9.3000000000000007,240.4,(SPNO) KS-Western MO,"3930 N.E. Antioch Rd.
Kansas City, Missouri 64117
(39.165222, -94.548564)",86,6,4,167
,4472761,Power Plant,4947959,American Royal Complex,2015,"9,000",64102,Energy/Power Station,Other,1973,,"2,213,674.5","352,894.6",527.29999999999995,246,39.200000000000003,"6,950,937.7999999998","1,108,089.3",527.29999999999995,772.3,123.1,"2,155,871.6","6,769,436.7999999998",239.5,752.2,"153,706.32999999999","24,503.22",17.079999999999998,,532.20000000000005,84.8,59.1,,,532.20000000000005,59.1,240.4,(SPNO) KS-Western MO,"1703 American Royal Ct.
Kansas City, Missouri 64102
(39.090639, -94.603819)",241,4,7,20
27-IS-02710,4472937,Police Dept. East Patrol (Former),Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"21,500",64127,Police Station,Police Station,1960,,"1,685,004.3","1,274,219.2",32.200000000000003,78.400000000000006,59.3,"4,388,455.0999999996","3,318,599",32.200000000000003,204.1,154.4,"1,715,991.4","4,370,408.8",79.8,203.3,"40,187.550000000003","30,390.28",1.87,,324.2,245.2,15.1,22.9,1.1000000000000001,301.3,14,240.4,(SPNO) KS-Western MO,"5215 E. 27th St.
Kansas City, Missouri 64127
(39.076104, -94.521546)",107,3,7,95
30-IS-06110,4905999,Water Services Department IT Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"152,782",64130,Office,Office,2000,9,"1,583,220.6","934,140.1",69.5,98.3,58,"4,178,607","2,465,483.5",69.5,259.5,153.1,"1,634,826.3","4,232,792.9000000004",101.5,262.8,"33,145.81","19,556.86",2.06,,309.60000000000002,182.7,19.2,20.100000000000001,1.3,289.5,18,240.4,(SPNO) KS-Western MO,"4700 E. 63rd Trafficway
Kansas City, Missouri 64130
(39.012515, -94.531192)",170,2,7,157
05-IS-014-10,4927962,Garage-1398 Main St.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"41,770",64105,Parking,Parking,1960,,"725,712.6",,,17.399999999999999,,"2,278,737.6",,,54.6,,"725,712.6","2,278,737.6",17.399999999999999,54.6,"18,287.03",,0.44,,174.5,,4.2,,,174.5,4.2,240.4,(SPNO) KS-Western MO,"1398 Main St.
Kansas City, Missouri 64105
(39.097246, -94.583315)",5,4,7,75
,4905982,KCI-Fuel/Wash Facility,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"3,000",64153,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,1960,,"1,501,679","82,714.8","1,715.5",500.6,27.6,"3,265,894.9","179,890.5","1,715.5","1,088.5999999999999",60,"1,537,265.1","3,303,260.4",512.4,"1,101.0999999999999",,,,,232.4,12.8,77.5,36.799999999999997,12.3,195.6,65.2,242,(SRMW) Middle Mississippi,"194 Bogota Street
Kansas City, Missouri 64153
(39.302858, -94.721514)",203,5,3,130
02-IS-02020,4472762,Governor's Building,4947959,American Royal Complex,2015,"128,925",64102,Convention Center,Social/Meeting Hall,1973,,"2,251,013.2000000002","2,867,490",-21.5,17.5,22.2,"7,068,181.5999999996","9,003,919.6999999993",-21.5,54.8,69.8,"2,251,013.2000000002","7,068,181.5999999996",17.5,54.8,"94,472.12","120,344.82",0.73,,541.20000000000005,689.4,4.2,,,541.20000000000005,4.2,240.4,(SPNO) KS-Western MO,"1703 American Royal Ct.
Kansas City, Missouri 64102
(39.090639, -94.603819)",241,4,7,20
08-IS-02120,4472771,Tony Aguirre Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"24,505",64108,Recreation,Recreation,2000,,"5,814,637.7000000002","1,549,305.1",275.3,237.3,63.2,"8,904,193.9000000004","2,372,514.5",275.3,363.4,96.8,"6,055,153.4000000004","9,112,147.8000000007",247.1,371.8,"71,133.16","18,953.37",2.9,,559.70000000000005,149.1,22.8,237.7,9.6999999999999993,322,13.1,240.4,(SPNO) KS-Western MO,"2050 West Penway
Kansas City, Missouri 64108
(39.088497, -94.594598)",149,4,7,92
60-IS-11810,4949190,Fishing River Water Treatment Plant,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"150,000",64060,Public Services,Wastewater Treatment Plant,2000,,"5,285,698.5999999996",,,35.200000000000003,,"16,597,093.6",,,110.6,,"5,285,698.5999999996","16,597,093.6",35.200000000000003,110.6,"137,153.09",,0.91,,"1,279",,8.5,,,"1,279",8.5,242,(SRMW) Middle Mississippi,"10600 NE 118th St.
Kansas City, Missouri 64060",,,,
30-IS-04810,4472932,Brush Creek Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"14,219",14219,Recreation,Recreation,1996,,"1,120,624.8","445,217.1",151.69999999999999,78.8,31.3,"3,465,067.2","1,376,649",151.69999999999999,243.7,96.8,"1,120,624.8","3,465,067.2",78.8,243.7,"34,558.01","13,729.67",2.4300000000000002,,81.2,32.299999999999997,5.7,1.4,0.1,79.8,5.6,72.900000000000006,(NYUP) Upstate NY,"3801 Emanuel Clever II Blvd.
Kansas City, Missouri 14219
(39.03862, -94.542187)",175,3,7,157
51-IS-06000,4472773,Line Creek Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"33,237",64151,Recreation,Recreation,1996,,"4,399,886.9000000004","1,037,252",324.2,132.4,31.2,"13,650,018","3,217,925.5",324.2,410.7,96.8,,,,,"132,731.19","31,290.74",3.99,,"1,038.8",244.9,31.3,,,"1,038.8",31.3,240.4,(SPNO) KS-Western MO,"2601 NW 60th St.
Kansas City, Missouri 64151
(39.203107, -94.612613)",152,5,3,66
06-IS-00500,4472784,Garrison Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"13,913",64106,Recreation,Recreation,1960,,"1,455,997.3","784,453.7",85.6,104.7,56.4,"2,500,162.2999999998","1,347,022.8",85.6,179.7,96.8,"1,578,967.3","2,631,135",113.5,189.1,"25,096.33","13,521.25",1.8,,164.4,88.6,11.8,52.6,3.8,111.7,8,240.4,(SPNO) KS-Western MO,"1124 East 5th Street
Kansas City, Missouri 64106
(39.11089, -94.569364)",102,4,7,75
06-IS-01240,4927959,Garage-1220 Walnut,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"224,865",64106,Parking,Parking,1960,,"2,531,349.5",,,11.3,,"7,948,437.4000000004",,,35.299999999999997,,"2,560,070","8,038,619.9000000004",11.4,35.700000000000003,"62,722",,0.28000000000000003,,608.6,,2.7,,,608.6,2.7,240.4,(SPNO) KS-Western MO,"1220 Walnut St.
Kansas City, Missouri 64106
(39.09919, -94.582122)",5,4,7,75
,4472772,Marlborough Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2015,"8,265",64131,Recreation,Recreation,1960,,"447,924.2","408,162.8",9.6999999999999993,54.2,49.4,"878,149","800,197.2",9.6999999999999993,106.2,96.8,"479,608.6","900,468.5",58,108.9,"11,152.82","10,162.81",1.35,,60.3,55,7.3,13.4,1.6,46.9,5.7,240.4,(SPNO) KS-Western MO,"8200 Paseo
Kansas City, Missouri 64131
(38.978826, -94.56708)",205,2,7,151
32-IS-07620,4472930,Police Dept. Metro Patrol Garage 2,4939991,PD Metro Patrol Campus,2015,"7,604",64132,Parking,Parking,1960,,"174,632.4",,,23,,"548,345.59999999998",,,72.2,,"172,662.39999999999","542,160",22.7,71.3,"7,291.03",,0.96,,42,,5.5,,,42,5.5,240.4,(SPNO) KS-Western MO,"7601 Prospect Ave.
Kansas City, Missouri 64132
(38.987189, -94.557459)",154,2,7,151
37-IS-09720,4907110,PD South Patrol West Outbuilding (Vehicle Maintenance Bldg G),4950770,Police Dept. South Patrol Campus,2015,"11,108",64137,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",1960,,"716,787","732,829.3",-2.2000000000000002,64.5,66,"1,090,736.2","1,115,147.8",-2.2000000000000002,98.2,100.4,"767,320.9","1,145,648.5",69.099999999999994,103.1,"9,962.61","10,185.59",0.9,,68.400000000000006,69.900000000000006,6.2,29.5,2.7,38.9,3.5,240.4,(SPNO) KS-Western MO,"9701 Marion Park Dr.
Kansas City, Missouri 64137
(38.948456, -94.5357)",178,2,7,149
