the_geom,lng,year_built,electricity_use_grid_purchase_and_generated_from_onsite_renewab,energy_star_score,portfolio_manager_id,water_use_all_water_sources_kgal,district_steam_use_kbtu,site_eui_kbtu_ft2,philadelphia_building_id,property_name,the_geom_webmercator,geom_address,fuel_oil_2_use_kbtu,number_of_buildings,property_floor_area_buildings_and_parking_ft,postal_code,natural_gas_use_kbtu,notes,total_ghg_emissions_mtco2e,primary_property_type_epa_calculated,lat,source_eui_kbtu_ft2
0101000020E6100000D4E837743CBF52C0F8B9C8145E064440,-74.9880648179999,1986,3742373.7,22,3672870,4662.1,Not Available,102.1,881435201,rivers edge,0101000020110F0000F5303B4CFCD75FC135C5C478F5965241,9501 state road,Not Available,1,53009,19114,1671574.7,,562.6,Senior Care Community,40.0497461300001,254.8
0101000020E610000088625EECE2C952C0F026DB07B3F34340,-75.1544752999999,1968,7825377.6,45,3815287,1373.6,Not Available,78.6,884151000,Procacci Brothers Sales Corp. B5,0101000020110F00009875F57A13EA5FC17B7981D044825241,3501 S. Third Street,Not Available,1,99545,19148,Not Available,,991,Refrigerated Warehouse,39.9039010830001,246.8
0101000020E6100000E02E793E6EBF52C07831B2D6630E4440,-74.991103762,1987,3490032.4,Not Available,3958192,490.5,Not Available,79.5,,PeiGenesis,0101000020110F00004D2607DF50D85FC140C3A125DD9F5241,2180 Hornig Rd,Not Available,2,69000,19116,1993686.1,,547.8,Office,40.112421834,189.2
0101000020E610000084E4ADB80DC652C060B9E55D54FF4340,-75.0945874879999,2000,954851.6,95,3800031,271,Not Available,17.8,884193500,25765-Philadelphia/Castor Ave OC,0101000020110F0000804564CF90E35FC15B39564A278F5241,2345 Castor,Not Available,1,104450,19134,901800,,168.8,Non-Refrigerated Warehouse,39.9947621700001,37.8
0101000020E6100000FC9C4D0ABDCA52C0F84FC7687FF94340,-75.167788101,1952,,Not Available,3976339,,Not Available,,883426100,"Philadelphia Chancellor, LP",0101000020110F00007D374FF985EB5FC1024AAEC0B0885241,1602-34 Chancellor St.,Not Available,1,117340,19103,Not Available,,,Parking,39.949200723,
0101000020E610000080E41B0C40BF52C098C4CDD4E4074440,-74.9882841369999,1988,2260229.2,Not Available,3637394,1105.1,Not Available,65.6,778503000,Campus Center,0101000020110F00009105C26602D85FC1C097280BA7985241,9801 Frankford Avenue,Not Available,1,89596,,3613027.2,,478,College/University,40.0616708760001,121.6
0101000020E6100000C8F9ABC5BCC152C078C93BFE40034440,-75.0271467379999,1920,6453098.5,Not Available,3876647,167.9,Not Available,31.3,884253000,Waste Management of PA - Phila MRF & Forge,0101000020110F0000B9A150F13BDC5FC1D7045A4481935241,5245 Bleigh Ave,Not Available,4,206027,19136,Not Available,,817.2,Other,40.025420932,98.3
0101000020E610000010DCEC684CCF52C0482D482B65FF4340,-75.2390386879999,1997,5991581.2,Not Available,3879942,686.7,Not Available,113.2,774502000,Mandeville Hall (MV),0101000020110F000013985EDE44F35FC14532DCEA398F5241,5600 City Avenue,Not Available,1,89373,19131,4123410.6,,977.6,College/University,39.9952749350001,259
0101000020E610000048F9A46E02C052C0205F3BB83E0D4440,-75.00014845,1981,960558.2,39,3958048,105.1,Not Available,83.5,884290000,2800 Comly Rd.,0101000020110F00000A936E954CD95FC11074E5A7979E5241,2800-48 Comly Rd,Not Available,1,92000,19154,6724666.2,,478.5,Non-Refrigerated Warehouse,40.1034765520001,109.5
0101000020E61000007C9A13E1CAC252C0D86332F486074440,-75.0436327639999,1939,41892160.7,78,3824648,33344.4,Not Available,184.4,778009005,Nazareth Hospital,0101000020110F000047E523BF06DE5FC1F73314DF3E985241,2601 Holme Ave,Not Available,4,539000,19152,57476937.2,,8358.1,Hospital (General Medical & Surgical),40.0588059660001,356.1
0101000020E610000050F7EF64F1CE52C0088FD1CF0E044440,-75.233483538,1903,834957.7,Not Available,3760060,61.7,Not Available,7.9,884083300,Manayunk Self Storage,0101000020110F000069D7FE44AAF25FC1476CD78C65945241,116 Fountain Street,Not Available,2,106000,19127,Not Available,,105.7,Self-Storage Facility,40.0317020200001,24.7
0101000020E6100000585F1C431DC952C0C8A833B07BF84340,-75.1424110199999,1929,6267008.1,96,3685108,4215.6,Not Available,40.9,883522900,Riverview Place,0101000020110F0000FE62A1BBC3E85FC1DBCDF90891875241,520 N. Christopher Columbus Boulevard,Not Available,1,188046,19123,1428275.8,,869.4,Office,39.9412746670001,112.6
0101000020E6100000C8005A37A1C952C00062109A55FB4340,-75.150464857,1929,61261231.7,Not Available,3281341,29283.2,89408871.6,188.5,782513700,Art Museum and Perelman Bldg,0101000020110F00008EC1C4DEA3E95FC1159BDFB6B98A5241,2600 Ben Franklin Parkway,Not Available,2,804000,19130,847072,,15719.1,Other - Entertainment/Public Assembly,39.9635498600001,374.1
0101000020E6100000201C3926B9BF52C0A830791AA80A4440,-74.995675617,1980,10613858.5,Not Available,3875956,581.6,Not Available,94.8,884285000,Kingsbury - 10385 Drummond Rd,0101000020110F000009ECF71AD0D85FC135968A04B89B5241,10385 Drummond Road,Not Available,1,120350,19154,790486.9,,1386.1,Manufacturing/Industrial Plant,40.083255109,283.8
0101000020E6100000C476CE814BCA52C0C0E46D7C58014440,-75.160858585,2007,682244.1,Not Available,3949158,77.5,Not Available,8.5,884069000,Locker Room Self Storage,0101000020110F0000404D5620C5EA5FC149A8698663915241,2001 W Erie Ave,Not Available,1,95459,19140,129070.1,,93.3,Self-Storage Facility,40.0105128800001,23.9
0101000020E6100000EC0A7FB117C252C0B0372869570E4440,-75.032696127,1984,3950860.6,Not Available,3507914,30222,Not Available,438.1,884237607,#61 Philadelphia,0101000020110F0000AA22A561D6DC5FC146138058CF9F5241,10080 Sandmeyer Lane,Not Available,1,57471,19116,21225799.7,,1626.8,Manufacturing/Industrial Plant,40.112042565,603.7
0101000020E6100000A4743CA8FCCA52C0008CC6F8B5FA4340,-75.17167097,1876,13335143.5,Not Available,3789969,43.4,7403281.4,83,772734500,Academy of Natural Sciences of Drexel University,0101000020110F0000B5FD9A08F2EB5FC141AE01D6088A5241,1900 Benjamin Franklin Parkway,Not Available,1,250000,19103,Not Available,,2344.2,Museum,39.958678338,203.1
0101000020E610000028A7386CEDCD52C038488D181CFF4340,-75.217616134,1899,10244646,29,3795640,19132.2,Not Available,114.4,881446000,Simpson House Inc.,0101000020110F0000F09782AEF0F05FC1EAAFCDE8E88E5241,2101 Belmont Ave.,Not Available,1,275276,19131,21234449.3,,2424.4,Senior Care Community,39.9930449190001,197.9
0101000020E6100000DC5BE4E0CACD52C070EF607F6AFB4340,-75.2155077199999,1924,1573419.6,22,3330777,1197.5,Not Available,82.9,783707600,Sulzberger,0101000020110F00003EB83901B6F05FC13A6E6EDED08A5241,4725 FAIRMOUNT AVE,Not Available,1,120000,19139,8373042.1,,643.7,K-12 School,39.964187548,114.4
0101000020E6100000AC06887FE1CE52C01025158B74F84340,-75.2325133159999,1970,2243450.4,68,3330795,1336.1,Not Available,54.6,783588600,Longstreth,0101000020110F0000EB29B3448FF25FC1E2B8CE1E89875241,5700 WILLOWS AVE,Not Available,1,85350,19143,2412502.5,,412.1,K-12 School,39.9410566190001,112.2
0101000020E61000005C528C5ED3C252C0E84D1B6153054440,-75.04415096,2009,15397021.9,25,3358512,2938.6,Not Available,104.6,786482600,Lincoln HS,0101000020110F00001D18002B15DE5FC182070196CD955241,3201 RYAN AVE,0,1,292229,19136,15170481.5,,2754.9,K-12 School,40.041607035,219.9
0101000020E6100000E8C0115B3CCE52C008609DACD6FC4340,-75.222433822,2008,10406374.8,60,3681478,237,Not Available,98.6,882920201,lowes 2378,0101000020110F00004FFBDFC176F15FC105EA5172648C5241,1500 NORTH 50TH STREET,Not Available,1,117132,19131,1147909.7,,1378.7,Retail Store,39.9753013390001,289.3
0101000020E610000028638553ADC452C0E0FC32F7D4044440,-75.0730789949999,1950,1436159.6,86,3330979,758.7,Not Available,62.7,786304600,Spruance,0101000020110F00002CB1433B3AE15FC105210B5A41955241,6401 HORROCKS ST,Not Available,1,102143,19149,4964204.8,,445.4,K-12 School,40.0377491950001,95.2
0101000020E610000054422E7325C052C0200BE2BA640D4440,-75.002285762,1955,62828022.1,Not Available,3881571,15035.6,Not Available,325.2,884243000,Mondelez International,0101000020110F0000E84F991088D95FC138CF95DCC19E5241,12000 East Roosevelt Boulevard,Not Available,1,620000,19116,138825897.3,,15324.2,Manufacturing/Industrial Plant,40.104636536,553.3
0101000020E61000009C67E6DBD8CA52C098058CFB3D054440,-75.1694860219999,1872,601164.4,100,3884458,233.9,Not Available,33.6,775510300,CAMM,0101000020110F00008DED0E3AB5EB5FC188D673D9B5955241,427-433 E Chelten Ave,Not Available,1,87000,19144,2318474.7,,199.1,Office,40.0409540590001,49.7
0101000020E61000002C70831E0DC452C020CFEDE6A8044440,-75.063300732,1980,8641609.9,69,1260705,629,Not Available,230.8,882129500,07704-Harbison,0101000020110F0000B13D8B1A2AE05FC1212A017910955241,6601 Roosevelt Blvd.,Not Available,1,52380,19149,3450099.7,,1277.4,Supermarket/Grocery Store,40.0364044820001,587.2
0101000020E610000040D6C047FECF52C05006CAB7C8FC4340,-75.249895037,1924,812407.1,33,3330855,3880.5,Not Available,88.6,783262200,Cassidy,0101000020110F00007066DBFF72F45FC15845A2FA548C5241,6523 LANDSDOWNE AVE,4288849,1,59123,19151,137760.4,,428.5,K-12 School,39.9748754250001,118.9
0101000020E61000002CAA6EC382CA52C0B80324F080F94340,-75.164231165,1911,13060941.5,Not Available,2917145,7020.5,7505389.6,76.5,772505410,Terra Hall,0101000020110F000086201BFC22EB5FC1B4494172B2885241,201-11 South Broad Street,Not Available,1,273901,19107,391621.3,,2339.3,College/University,39.9492473770001,184.2
0101000020E6100000485E008EFBCC52C02040D68B55FA4340,-75.20285368,1968,3949584.5,54,3582170,1820.2,Not Available,128.2,773081005,4023-4027 Chestnut St. (American Law Institute),0101000020110F000014D62ED855EF5FC1C64E5FFF9D895241,4025 Chestnut St.,Not Available,1,66527,19104,3359195.4,,678.5,Office,39.955735664,279.3
0101000020E610000094E002403DCF52C0D056C2D3DEFD4340,-75.238113406,1953,8366329.8,74,3782267,,Not Available,11.2,884220500,59th street,0101000020110F00007F1E3F1E2BF35FC189E14138898D5241,2001 north 59th street,Not Available,1,750000,19131,Not Available,,1059.5,Non-Refrigerated Warehouse,39.983362646,35
0101000020E610000010DDE8A021C652C0B0FE34FA80024440,-75.095802524,1980,3909227.3,73,2343876,255,Not Available,45.9,882082000,3454,0101000020110F0000960DDA9FB2E35FC175D0F24FAC925241,900 Orthodox St,Not Available,1,85221,19124,Not Available,,495.1,Retail Store,40.019561077,144
0101000020E6100000988F89999FC952C0F8584F87B7F94340,-75.1503661959999,1976,61197427.3,29,3254545,14903,Not Available,129.4,883009505,03-1-Philadelphia Head Office,0101000020110F0000830CDD1FA1E95FC19DD2F8ECEE885241,10 Independence Mall,Not Available,1,862608,19106,39427693.8,,9842.4,Financial Office,39.950913347,300.2
0101000020E610000090837C4A1ACA52C0002B343B4BFD4340,-75.157854673,2000,4019755.7,Not Available,3957997,2692.7,Not Available,71.2,777505000,1700 N. BROAD,0101000020110F000074C11F8771EA5FC1B4C8C0A0E58C5241,1700 N. BROAD,Not Available,1,84360,19121,799944.8,,656.6,College/University,39.9788583760001,176.5
0101000020E6100000307F24A385CA52C0F05C91652FFA4340,-75.164406572,1915,3968128.7,70,3952315,1439.5,Not Available,52.4,883057103,WHY Building,0101000020110F000070AEC8DD27EB5FC1FAEBC7BA73895241,1425 Arch Street,Not Available,1,80000,19106,220337.2,,514.2,Office,39.9545714340001,158.6
0101000020E61000002C4CDEB404D052C0205CEB0C45F14340,-75.250287263,2006,10010958.1,52,3408943,13492,Not Available,89.1,883743500,PHI Philadelphia Airport Embassy Suites,0101000020110F0000832340EA7DF45FC13ADD984C947F5241,9000 Bartram Ave,Not Available,1,211000,19153,8787100.3,,1734.1,Hotel,39.8849197530001,192.7
0101000020E610000088560C5CA0C352C078D926B75B054440,-75.0566625709999,2012,,Not Available,4139762,,Not Available,,882074108,St vincent investments LLC,0101000020110F00004DA1505D71DF5FC149466ED5D6955241,7133R E roosevelt Blvd,Not Available,0,,19149,1448910,,,Not Available,40.0418614330001,
0101000020E6100000E09173C080C552C0707C1F4183014440,-75.085983384,1966,1865876.4,63,3330955,663.1,Not Available,51.1,786424600,Stearne,0101000020110F00008FBCE75BA1E25FC17ADD06F392915241,1655 UNITY ST,Not Available,1,76150,19124,2028628.5,,344,K-12 School,40.011818066,104.9
0101000020E61000003076F93ECBC952C0E87B323E0DFA4340,-75.1530301509999,1920,2390488.1,84,3963826,,Not Available,44.8,883013200,Archworks Philadelphia,0101000020110F0000441E1243EBE95FC1BEFCABE34D895241,117-31 N 8th Street,Not Available,1,53400,19106,Not Available,,302.7,Office,39.953529143,140.6
0101000020E610000014D6CCDB6ACA52C00851C47D7FF94340,-75.1627721309999,1927,14013418.4,68,3830246,4140,1136089.1,73.5,883021000,The Philadelphia Building,0101000020110F000091824B61FAEA5FC10DD2EED7B0885241,1315 Walnut Street,Not Available,1,207778,19107,123406.7,,1881.7,Office,39.9492032250001,219
0101000020E6100000C4CA719F43C452C05097B60656014440,-75.0666273699999,1920,172800.1,Not Available,4096234,44.1,Not Available,5.5,884212501,5400 Eadom Street,0101000020110F0000765B00AF86E05FC1D97626CC60915241,5400 Eadom Street,Not Available,1,150988,19137,657529,,56.8,Self-Storage Facility,40.0104378120001,8.2
0101000020E610000048FCA01ACEC052C0A0A724FFD40B4440,-75.012579591,1976,10485362.6,3,3330972,2590.5,Not Available,112.3,786441600,Swenson CTE,0101000020110F0000BB36718AA6DA5FC1D5F3030B069D5241,2750 RED LION RD,Not Available,1,171922,19114,8822997.8,,1796.1,K-12 School,40.092437642,245.4
0101000020E6100000FC4C136F2ACB52C0783CE8D72B004440,-75.174464959,1913,898297.7,90,3330864,483.7,Not Available,52.3,784062800,Whittier,0101000020110F000072AE3BCA3FEC5FC18760C32D16905241,3001 N 27TH ST,3196769.9,1,81000,19132,Not Available,,358.6,K-12 School,40.001337994,76.5
0101000020E6100000C4443E409BCA52C0F086AFA704014440,-75.165725766,1921,14013.8,Not Available,3680647,458.7,Not Available,136.3,884201700,MPN/ Active Radiator / Building 2,0101000020110F0000A6EB4F944CEB5FC16D64099206915241,2251 Tioga Street,Not Available,1,77000,19134,10483518,,558.2,Manufacturing/Industrial Plant,40.00795456,143.5
0101000020E6100000CC64F3C90ECF52C048FB37B386FD4340,-75.235277641,2002,2904713.1,84,3958749,3312.6,Not Available,44,882540000,Overbrook Plaza,0101000020110F000020EAFC32DCF25FC130945B8A278D5241,5610 Lancaster Ave,Not Available,1,70000,19125,175768,,377.1,Retail Store,39.98067322,132.9
0101000020E61000009C55CC2C95BE52C0E0104ED1B20D4440,-74.977854919,1994,10484489.1,14,3857641,469.7,Not Available,101.6,884292513,US Treasury Building,0101000020110F000095BC5728E0D65FC1DB391092189F5241,13000 Townsend Rd,Not Available,1,123510,19154,2068162.5,,1437.5,Distribution Center,40.10701958,284.1
0101000020E610000058B15508BFCA52C0D0B5DEC5F4F84340,-75.167909702,1818,6227111.5,Not Available,3958035,6432.3,Not Available,186.2,881436700,Powerback Rehabilitation,0101000020110F00001C3DA65B89EB5FC14CDFF82A17885241,1526 Lombard Street,Not Available,1,103240,19146,12992318.7,,1478.1,Outpatient Rehabilitation/Physical Therapy,39.9449698770001,321.5
0101000020E61000006809F79F3CBF52C0408FA654EB0A4440,-74.988075248,1965,4996208.7,93,3856392,1516.1,Not Available,60.3,778069000,Archbishop Ryan High School,0101000020110F00002C098A96FCD75FC1FB29C5A4029C5241,11201 Academy Road,Not Available,3,283950,19154,7181946.6,,1380.8,K-12 School,40.085306722,99.4
0101000020E6100000EC1D003494BF52C030CB1C3A590A4440,-74.993420601,1981,8283135,58,3669806,501.2,Not Available,226.8,882097600,Acme at Academy Plaza,0101000020110F00002FBD395991D85FC1B73CA976609B5241,3200 Red Lion Rd,Not Available,1,50918,19114,3267429.3,,1222.4,Supermarket/Grocery Store,40.080847992,578.2
0101000020E6100000BC2F001DFEC052C0C88F9357610D4440,-75.015509844,1970,1703481.3,Not Available,3685736,1043.4,Not Available,19.3,884232400,ROOSEVELT BOULEVARD ASSOC.,0101000020110F0000F129E016F8DA5FC1E3678A19BE9E5241,1771 TOMLINSON ROAD,Not Available,1,207000,19116,2286792.1,,337.1,Other,40.1045331450001,37.4
0101000020E6100000B0EE8436D7CA52C0709721EE67FA4340,-75.1693855569999,1983,57912967.8,88,1485500,12367.5,Not Available,72.7,883061505,153-ONE LOGAN SQUARE,0101000020110F0000E2FA4C6EB2EB5FC1C978CD5DB2895241,130 NORTH 18TH STREET,Not Available,1,1128787,19103,24147478.9,,8615.5,Office,39.9562966980001,183.6
0101000020E6100000406D77B657C852C02861EB2E5D004440,-75.130353562,1970,4845149.2,19,3330902,737.2,Not Available,64,786211400,Cramp,0101000020110F000054ADE72C74E75FC10375FAE14C905241,3449 N MASHER ST,Not Available,1,80088,19140,283725,,628.7,K-12 School,40.0028437280001,193.7
0101000020E61000001CBBAD2273CA52C0404AADE377074440,-75.1632773109999,1950,2942223.2,Not Available,3820232,,Not Available,,882114520,West Oak Lane Charter School,0101000020110F0000A85D6C7008EB5FC1BF8EBF272E985241,7115 Stenton Avenue,Not Available,1,92930,19138,Not Available,,,K-12 School,40.0583462330001,
0101000020E61000004CCAA285EBBE52C0E0F2C8F40B0E4440,-74.983125123,1987,1453655.3,59,3773606,520.4,Not Available,47.7,884292570,Ziff & Co.,0101000020110F00006B4BA2D372D75FC125ECE48D7B9F5241,2800 Black Lake Pl.,Not Available,1,58372,19154,1332514.5,,254.8,Non-Refrigerated Warehouse,40.1097398740001,102.2
0101000020E6100000D05F941275C452C020865225D1064440,-75.069645543,1928,1732223.6,98,3600823,736.4,Not Available,22.8,786082400,Wilson W,0101000020110F000033F3D0ADDAE05FC182FD632375975241,1800 COTTMAN AVE,1034999.9,1,139500,19111,419550.4,,318.5,K-12 School,40.053257623,49.6
0101000020E610000044EA4CC060C652C008FF3ABBA5034440,-75.099655223,1995,10274507.8,38,3685747,1495.8,Not Available,101.1,882181570,#4112 Roosevelt,0101000020110F0000EC0334D81DE45FC1C11977FFF0935241,4640 SE Roosevelt Boulevard,Not Available,1,133240,19124,3190845.2,,1470.4,Retail Store,40.02849522,267.3
0101000020E610000020E3A4724BC952C0B08FDC746DF34340,-75.1452299699999,1900,61617355.8,99,3697307,4487.2,Not Available,849.5,781358000,Southeast Water Pollution Control Plant,0101000020110F0000F868172F12E95FC19FBCCAC9F7815241,25 E. Pattison Ave at Greiner Rd,Not Available,10,80064,19148,6394248.6,,7994.5,Wastewater Treatment Plant,39.9017778470001,2469.2
0101000020E610000078B9406395C452C0104C40498AFE4340,-75.071617902,1955,8419475.1,Not Available,3892826,202.7,Not Available,161.9,884211510,4301 Delaware Ave Unit A,0101000020110F00001EC0C89111E15FC1C9933A46478E5241,4301 Delaware Ave Unit A,Not Available,1,52000,19137,0,,1066.2,Other,39.9885951580001,508.4
0101000020E610000030664D57D0CA52C060C31C6FB8F64340,-75.168966127,2000,9058338,Not Available,3983810,13722.2,11575829.7,238.2,777509000,WACHMAN HALL,0101000020110F00006CFE17C2A6EB5FC1BB4F97379D855241,1819 N. BROAD ST.,Not Available,1,130655,19122,2163,,2724.7,College/University,39.92750348,404.6
0101000020E61000004894F750C6CA52C020E823EEC6F94340,-75.1683542649999,1927,8293678.1,92,3637500,6830.5,3032.8,32.5,883704900,Club Quarters Hotel,0101000020110F0000F242EABA95EB5FC18A5432FDFF885241,1628 Chestnut Street,Not Available,1,255000,19103,Not Available,,1050.6,Hotel,39.951383369,102.1
0101000020E6100000F0215F4406C352C090FFF6CDA1034440,-75.047257512,1923,968376.1,58,3330760,870.3,Not Available,72.2,786081400,Disston,0101000020110F0000047B779F6BDE5FC124E57AA4EC935241,6801 COTTAGE ST,3787134,1,67842,19135,142678.8,,411.2,K-12 School,40.028375383,103.4
0101000020E6100000B4BE8A847DCB52C03818B273C0F94340,-75.179535995,1913,10260566.4,Not Available,3885307,2323.4,Not Available,159.5,884055850,Walnut Bridge Parking & Storage,0101000020110F000075FB8FEACCEC5FC15B5AD1CFF8885241,200 South 24th St,Not Available,1,138176,19103,11593.4,,1300,Parking,39.9511856670001,500.3
0101000020E61000006843B80E3DBF52C0E8F13EA5420A4440,-74.9881016539999,1974,2613982,38,3330977,2248.2,Not Available,61.7,786442000,LaBrum,0101000020110F000023D8AA52FDD75FC1932DF165479B5241,10800 HAWLEY ST,Not Available,1,44500,19154,131651.4,,338,K-12 School,40.0801588590001,187.6
0101000020E6100000B0AAA95509C152C0F8F365BD260F4440,-75.0161947399999,2007,6160577.5,46,3727405,480.3,Not Available,108.1,882095030,#6866 Bustleton Ave,0101000020110F00009B9461260BDB5FC1307BC998B5A05241,815-25 Hendrix Street,Not Available,1,104424,19116,5131275.2,,1052.5,Retail Store,40.118369746,236.8
0101000020E6100000944E1C27E2CE52C000A034889AFB4340,-75.23255327,1972,2580641.6,64,3330853,1241.8,Not Available,73.3,783541800,Daroff,0101000020110F0000999B596190F25FC105DCB618068B5241,5630 VINE ST,296976,1,85080,19139,3357270.2,,527,K-12 School,39.9656534440001,140.2
0101000020E6100000007754C093CA52C01829F1ACE9F94340,-75.165268023,1985,15995060.2,64,3663256,,Not Available,92.6,883048700,30 South 15th Associates,0101000020110F00002C7125D73FEB5FC1C22CC67B26895241,30 South 15th Street,Not Available,1,241854,19102,6393160.1,,2364.9,Office,39.952443712,235.4
0101000020E61000002C32FC056DCD52C0285F5E5AF6FF4340,-75.209779259,1988,3839974,Not Available,3884250,77.1,Not Available,88,881446500,Bala Nursing & Rehabilitation Center,0101000020110F000058381B9516F05FC1AE32DBDFDA8F5241,4001 Ford Rd.,Not Available,1,44101,19131,43002.5,,488.6,Senior Care Community,39.9997055970001,274.4
0101000020E6100000D85C7EA528CA52C0C88E44D7A1F94340,-75.158730863,1896,13320526.5,Not Available,3619714,4250.8,15549965.8,107,882495700,Girard Square (South),0101000020110F00000A5E7EE989EA5FC131B1F7E5D6885241,1101-1153 Chestnut St. and 21 S. 12th St.,Not Available,2,269726,19107,Not Available,,3063.6,Office,39.9502514920001,224.4
0101000020E61000000C346C8292CD52C058B8D0F57AFA4340,-75.212067228,1926,2008914.6,93,3773979,858.5,Not Available,50.2,774569000,West Catholic,0101000020110F000076039F4156F05FC1BF5C8673C7895241,4501 Chestnut St.,Not Available,3,156425,19139,5843909.3,,564.5,K-12 School,39.9568774480001,79.6
0101000020E610000034B895DA02CA52C0588FBDA94BFA4340,-75.1564241849999,1985,3037402.7,Not Available,3883003,2995.4,Not Available,52.6,883430000,Stephen Pang,0101000020110F00002901B0B749EA5FC134D21E0C93895241,1030-38 Race Street,Not Available,1,108108,19107,2646885.5,,525.1,Parking,39.955434053,113.9
0101000020E610000070EF9ABD17CB52C0D0582E9A5C024440,-75.1733240139999,1998,50044981.1,34,2474727,12360.2,Not Available,122.1,784484000,PA0000AT - WISSAHICKON FED BLDG,0101000020110F00001667A10920EC5FC13781FDF883925241,5000 WISSAHICKON AVE,117162,1,449021,19144,4684325.1,,6594.8,Office,40.0184509970001,352.3
0101000020E6100000E86A711460CF52C088FAE57FF1074440,-75.240239249,1920,1331872.5,84,3858184,2766.4,Not Available,38.9,775537000,Norwood-Fontbonne Academy,0101000020110F0000F805B44766F35FC12A05FC19B5985241,201 Sunset Ave,Not Available,7,86394,19118,2032834.8,,276.6,K-12 School,40.062057483,73.1
0101000020E61000000C1A2A610ECC52C0286B9B4F4EFA4340,-75.188377658,1970,4961658.7,Not Available,3762535,3502.6,5111395.2,113.1,774528000,13-Nesbitt,0101000020110F0000088786FAC2ED5FC14A832BFB95895241,3201-47 Market Street,Not Available,1,89077,19104,3467.2,,1081.1,College/University,39.955514861,244
0101000020E61000001C95A91C6FC052C0181A3064CF064440,-75.0067817359999,1951,1741795.3,Not Available,3789968,151.2,Not Available,76.3,884259100,"Measy Clyde & Etal, Paul Shcaly",0101000020110F0000F3DFED2F05DA5FC196E10D3173975241,9119 Frankford Ave,8901966.3,1,139425,19114,Not Available,,881.2,Other,40.053204082,103.7
0101000020E610000070F0BCBCEFC752C04803BF4D8C004440,-75.124007401,1940,522492.2,Not Available,3637517,328.3,Not Available,3.6,884043500,TL Tan LLC,0101000020110F00004EC20390C3E65FC14962862081905241,3621 B Street,Not Available,2,189000,19134,165619.3,,75,Non-Refrigerated Warehouse,40.0042817290001,9.6
0101000020E610000050AA14A0E5C252C098687C0BDD054440,-75.045265217,1973,4759030.3,79,3330974,2672.4,Not Available,40.1,786482200,Meehan,0101000020110F0000773C772D34DE5FC14D91A94F66965241,3001 RYAN AVE,Not Available,1,204093,19152,3433386.9,,784.9,K-12 School,40.0458082540001,90.9
0101000020E610000024F7C40543C052C0084AE98A330C4440,-75.004090731,1968,3429145.3,Not Available,4177138,346.6,Not Available,42.3,884291000,HADCO METAL,0101000020110F00009C6E014CBAD95FC17A594C026F9D5241,2811 charter road,Not Available,1,81000,19154,Not Available,,459,Manufacturing/Industrial Plant,40.0953229560001,132.9
0101000020E6100000A0568E4C64C852C060AB5FB192024440,-75.131121768,1952,276453.9,Not Available,3694570,504.9,Not Available,194.5,884351660,Courtland Shop,0101000020110F000097BFF28D89E75FC1418F78F5BF925241,4529 North 3rd Street,Not Available,1,53000,19140,10030299.1,,567.3,Other - Public Services,40.0201017110001,215.1
0101000020E6100000E01E7B5870C852C05096C0D141FE4340,-75.131857033,2004,4304091.3,22,3330911,3329.7,Not Available,88.9,786154910,Hunter,0101000020110F000081184E049EE75FC1619644F2F68D5241,2400-54 N FRONT ST,Not Available,1,98500,19133,4453760.2,,781.5,K-12 School,39.986383647,184.7
0101000020E6100000F49F466BF6C952C078254D193EFD4340,-75.155665225,2000,4553897.5,Not Available,3983813,3785.4,14327999.9,199,777568900,WEISS,0101000020110F00004554849834EA5FC1B34AA212D78C5241,1701 N. 13TH,Not Available,1,159000,19122,1854,,2518,College/University,39.9784576060001,278.6
0101000020E610000024DE73F31CCC52C0A87C53EEC4F74340,-75.189267028,1974,39122640.3,Not Available,4057814,3161.3,Not Available,161.2,884288000,"Quaker Valley Foods, Inc.",0101000020110F00003998CBBADBED5FC127AEEF98C6865241,2701 Red Lion Road,Not Available,1,250000,19114,1177676.8,,5016.9,Food Service,39.935697356,496.3
0101000020E610000020AD05B104CC52C0484B1B0419FA4340,-75.1877863459999,1898,34865658.5,Not Available,3856018,6480.7,23336646.7,144.3,774518010,"5,6,12,53,58-Quad Buildings",0101000020110F00008C16C185B2ED5FC1C5F4E0EE5A895241,3201 Chestnut Street,Not Available,5,404816,19104,213056.3,,6492.8,College/University,39.9538884290001,340.3
0101000020E610000050E2212935CF52C050CFC2D8E1FB4340,-75.23761967,1913,9437660.2,Not Available,2705476,4158.4,Not Available,145.5,884340559,Callowhill Depot,0101000020110F00001C80A6601DF35FC181DB971F558B5241,5900 Callowhill Street,Not Available,1,213000,19151,21560963.8,,2339.5,Other - Public Services,39.9678297950001,245.4
0101000020E6100000AC8A60B1A0CA52C0006CF3AB6BFF4340,-75.166057915,1986,9897417,Not Available,3966490,,Not Available,86.1,882042235,Hope Plaza,0101000020110F0000B1B5B0D255EB5FC102315320418F5241,2101-49 West Lehigh Ave,Not Available,7,115000,19132,Not Available,,1253.4,Strip Mall,39.995473379,270.2
0101000020E61000008403E7AD96CD52C0806CA5B990FC4340,-75.212321735,1978,5256128,36,4096892,5664.2,Not Available,91,881437000,CSE Centennial Village,0101000020110F00003DC7D7565DF05FC1907FA8EC168C5241,4400 West Girard Ave,Not Available,1,75972,19104,1660584.5,,753.7,Senior Care Community,39.973166662,240.2
