electricity_use_kbtu,objectid,street_address,property_name,opa_account_num,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,portfolio_manager_id,natural_gas_use_kbtu,fuel_oil_o2_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes
3994462.5,5795,1320 W SOMERVILLE AVE,York House North,881150675,19141,1,1958,Multifamily Housing,97350,4457891,5335000,,,45,95.8,186.4,8713.3,741.5,
3994462.5,5796,5325 OLD YORK RD,York House South,881150575,19141,1,1964,Multifamily Housing,95535,4457899,13916312.1,,,6,187.5,284.2,7866.5,1197.2,
545701.6,5797,2607 WELSH RD,Joshua House,881189500,19114,26,1978,Multifamily Housing,285150,4457903,7542442,,,100,28.4,33.8,13419.3,463.2,
86995.8,5798,2901 WELSH RD,Fountain Gardens,881190500,19152,3,1962,Multifamily Housing,87000,4457909,4834602.1,,,100,56.6,61.5,3752.2,266.8,
986743.6,5799,6301-35 N 10TH ST,Regency House,881150500,19141,1,1964,Multifamily Housing,57480,4457928,3351617,,,83,75.5,115.1,3382.7,291.2,
3365529.2,5802,241 S 49TH ST,Croydon Hall Apartments,881145500,19139,1,1900,Multifamily Housing,116000,5019175,224708.9,,,66,31,93.1,3311.6,397.9,
5179416,5804,815-25 HENDRIX ST,#6866-PHILADELPHIA (BUSTLETON AVE),882095030,19116,1,2007,Retail Store,100000,5020545,5742016.8,,,50,109.2,222.9,471.2,899,
3357671.4,5805,6100 HENRY AVE,Dupont Towers,888210018,19128,1,1969,Multifamily Housing,92114,5020783,5214907.8,,,12,93.1,173.9,4375.4,662,
1487949.3,5806,400-14 W HORTTER ST,Germantown Manor,888220206,19119,1,1925,Multifamily Housing,51480,5021260,959620.8,,,63,47.5,110.3,1294.7,221.6,
3356985.3,5807,6635 MCCALLUM ST,The McCallum,888220261,19119,1,1926,Multifamily Housing,70951,5021288,1328622.8,,,17,66,168.2,3353.5,455.5,
9459940.6,5808,4660 E ROOSEVELT BLVD,#4112-ROOSEVELT BLVD,882181575,19124,1,1995,Retail Store,163574,5021478,2863847.8,,,60,75.3,200,1206.1,1237,
6745401.2,5809,2539-53 CASTOR AVE,#4150-PORT RICHMOND,882059510,19134,1,2001,Retail Store,135304,5021622,1957484.2,,,70,64.3,171.7,784.6,877.5,
11347325.9,5812,1900 JOHN F KENNEDY BLVD,Penn Center House,881034500,19103,1,1959,Multifamily Housing,600537,5026745,21315570.8,,,82,54.4,96.6,13035.8,2433.5,
4170149.8,5813,6101 MORRIS ST,Four Freedoms House of Philadelphia,775708000,19144,1,1967,Multifamily Housing,191391,5026795,9253276.1,,,79,70.1,119.2,5466.3,969.7,
2854886.6,5814,4035 PARRISH ST,Sarah Allen Senior Homes,881822370,19104,1,1997,Multifamily Housing,78214,5026796,4093739.9,,,13,88.8,169.6,2643.6,544.8,
5512816.2,5815,6232-50 WALNUT ST,Walnut Park Plaza,886600600,19139,1,1921,Multifamily Housing,233372,5026797,13872033.3,,,33,83.1,136.6,14423.2,1369,
3929057.9,5816,1717 W HUNTING PARK AVE,Opportunities Towers,886810734,19139,1,1982,Multifamily Housing,118990,5026798,5282956.5,,,35,77.4,150.3,7378.8,731.2,
6788545.9,5817,8-24 S 22ND ST,John Fox Towers,881034005,19103,1,1966,Multifamily Housing,212742,5026800,11029313,,,32,83.8,154.6,14824.9,1364.3,
7576444.9,5821,150 S 30TH ST,AFSCME DISTRICT COUNCIL 33,883075500,19104,1,1978,Office,226000,3998864,1867305,,,85,52.5,143.1,5635.8,968,
18013971.3,5822,1801 JOHN F KENNEDY BLVD,Sterling Apartment Homes,881035000,19103,1,1961,Multifamily Housing,518241,4000464,43477201.5,,,6,118.7,197.2,22924,4375.1,
24452968.1,5823,3901-55 MARKET ST,University Square,881115810,19104,1,1978,Multifamily Housing,243200,4008462,29928799.8,,,1,223.6,444.9,25000.4,4393.9,
12617453.2,5828,1701-33 W GIRARD AVE,Saint Josephs Prep,772510500,19130,1,1851,K-12 School,315213.3,4478915,12589983.2,,,33,92.3,193.5,5239.7,2115.7,
978924.6,5832,5213 GRAYS AVE,Greys and Grays LLC,884217500,19143,1,1940,Non-Refrigerated Warehouse,180000,4479934,268354.9,,,98,6.9,18.6,199.7,126.5,
1008509.1,6012,1101-25 N 4TH ST,Bodine,781462800,19123,1,1935,K-12 School,59000,4123946,3658753,,,58,79.1,118.8,1114.5,310,
58752865.8,5836,25 PATTISON AVE,Southeast WPCP,781358000,19148,1,1900,Wastewater Treatment Plant,80064,4964606,8935413,,,99,845.4,2421.4,26569.7,7212.4,
4163998,5838,2201 BRYN MAWR AVE,Penn Wynn,881158000,19131,1,1980,Multifamily Housing,167040,4964771,16722834.2,,,4,125,183.4,11671.5,1365.8,
6214859.1,5839,3900-06 CHESTNUT ST,Chestnut Hall,881117500,19104,1,1923,Multifamily Housing,268381,4964805,29669298.9,,,9,133.7,188.8,15622,2288.6,
11144892,5840,7715 CRITTENDEN ST,Chestnut Hill Village,881046000,19118,50,1963,Multifamily Housing,821141,4964823,36603198.3,,,84,58.1,89.4,26273.5,3180.5,
8210916.6,5841,2300-20 WALNUT ST,Riverloft,881028800,19103,1,1910,Multifamily Housing,196225,4964838,2253462.2,,,27,53.3,143.4,6311.6,1061.3,
1683352.2,5842,5524-60 HAVERFORD AVE,Opportunities Tower III,881450830,19139,1,1990,Multifamily Housing,49876,5026801,2390099.9,,,26,81.7,156.3,2118.8,320,
4138199.8,5843,1300-28 LOMBARD ST,Casa Farnese,881008215,19147,1,1964,Multifamily Housing,137400,5026802,11041206.1,,,50,110.5,178.9,6548.6,1061,
1955734.5,5845,249-57 S 13TH ST,John C. Anderson Apartments,886806500,19107,1,2013,Multifamily Housing,62925,5031814,330676.5,,,36,36.3,103.1,3119.4,241.8,
8226891.6,5846,1101 LOCUST ST,Western Union Building,888093850,19107,1,2007,Multifamily Housing,200533,5032167,723559.8,,,18,48,142.6,5006,981.9,
2296931.4,5948,615 N BROAD ST,Rodeph Shalom,771064001,19123,1,1927,Worship Facility,137000,4094880,136954.3,,,53,33.8,102.2,1241.6,262.1,
10843677.2,6075,1601 S 33RD ST,Audenried,782845201,19121,1,2008,K-12 School,211515,4124432,4725618,,,20,73.6,184.4,645.7,1494.5,
5304830.9,5954,1340 RHAWN ST,Gloria Dei Estates,881228101,19111,1,1998,Multifamily Housing,122728,4923071,2768027.6,,,38,65.8,159.4,4831.2,735.5,
24825425.4,5955,219-29 S 18TH ST,Parc Rittenhouse Condominium,888093017,19103,1,1928,Multifamily Housing,336319,4923240,11751241.5,,,1,112.1,276.7,22268.6,3471.1,
4862605,5956,7600 E ROOSEVELT BLVD,Valmont Towers Condo Assn.,888560998,19152,1,1974,Multifamily Housing,85480,4923937,1589042,,,1,75.5,198.1,4655.7,642,
13953827.8,5957,3901 CONSHOHOCKEN AVE,Greenbriar Club Apartments,881161000,19131,3,1970,Multifamily Housing,510612,4924093,23204162.3,,,28,100.8,185,24441.4,2832.7,
7844051.5,5958,9601 ASHTON RD,Victoria Woods,881193500,19114,15,1971,Multifamily Housing,256300,4925757,7588634,,,47,60.2,127.2,15299.5,1302.6,
4557599.5,5960,5553 WISSAHICKON AVE,Park Heights Apartments,881063000,19144,1,1958,Multifamily Housing,291509,4925792,12493478.8,,,87,62.3,100.3,12979.5,1186.3,
1971180.6,5961,5100 LEBANON AVE,Bryn Mawr Suites,881158500,19131,1,1955,Multifamily Housing,125000,4926155,8535525.2,,,40,94.7,136.5,7742.2,679.4,
24587107.4,5962,3175 JOHN F KENNEDY BLVD,385-University Crossings,881115750,19104,1,1926,Multifamily Housing,489553,4979914,1992479.8,,,10,54.3,162,13613,2925.5,
980141.4,5966,920 W SPENCER AVE,Spencer Arms,881150800,19141,1,1960,Multifamily Housing,62895,4989781,2470300,,,77,54.9,90.2,3791.1,243.6,
4204863.5,6005,5600-36 RACE ST,Haddington Elderly,881014620,19136,1,1982,Multifamily Housing,111676,5050101,1391871.6,,,22,53,138.8,62.8,540.4,
4311498.7,6006,1741 FRANKFORD AVE,Neumann North,886652800,19125,1,1990,Multifamily Housing,123000,5050131,3610186.4,,,1,66,144.4,3345.9,670,
1885896.3,6010,4030-60 BROWN ST,Belmont,783065600,19104,1,1927,K-12 School,87000,4123939,3920635.6,,,27,66.7,115.4,667.6,424.5,
2428681,6011,1235 S 16TH ST,Barratt New Childs,782673800,19146,1,1928,K-12 School,134000,4123941,14758516.7,,,12,128.3,172.6,2392,1062.4,
8884759.3,6014,6601 ELMWOOD AVE,Bartram HS,783130800,19142,2,1939,K-12 School,451273,4123949,28405159.8,,,84,82.6,127.9,6181.3,2527.6,
801558.6,6015,4612-72 W GIRARD AVE,Blankenburg,783175200,19131,1,1925,K-12 School,64000,4123950,5654186.5,,,40,100.9,132.1,545.1,392.2,
880163.6,6016,1700 BIGLER ST,Bregy,782008600,19145,1,1923,K-12 School,66000,4123951,3529351.6,,,72,66.8,98,343.2,288.4,
12759641.4,6018,3600 CONSHOHOCKEN AVE,River Park House Condominium,888520668,19131,1,1965,Multifamily Housing,483235,4928708,23253454.3,,,30,93,166.6,16267.6,2698.4,
11888189.3,6020,2400 CHESTNUT ST,2400 Chestnut,881024000,19103,1,1978,Multifamily Housing,477026,4929271,1951349.5,,,82,39.3,111.7,7746.1,1467,
13576846.2,6022,1 FRANKLIN TOWN BLVD,One Franklin Town,881146350,19103,1,1988,Multifamily Housing,521968,4930757,4224035,,,82,34.1,90.2,14146.8,1781.3,
29280873,6023,1400-30 ARCH ST,Municipal Services Building (MSB),782003200,19102,1,1968,Office,491000,4931293,12761387.9,,,75,85.6,214.5,3319.4,4035.7,
3773538.9,6025,2661-69 WILLITS RD,Welshwood Apartments,881191500,19114,3,1967,Multifamily Housing,208761,4932752,13735496.7,,,38,83.9,125.8,8220.5,1162.3,
2547437.1,6026,501-35 JACKSON ST,Jackson Place,881000110,19148,1,2004,Multifamily Housing,59639,4992132,1170768.6,,,23,63.4,157.4,2978.6,354.3,
2077496.9,6027,1008-20 SPRUCE ST,Strickland Condos,888052314,19107,7,1815,Multifamily Housing,79733,4992137,4205676.7,,,43,78.8,137.2,2926.4,461.6,
2911800.8,6028,1531 W TIOGA ST,Tioga Presbyterian Apartments,881299290,19140,1,1995,Multifamily Housing,97964,4993120,4049827,,,44,71.1,136.7,5256.6,549,
11979409.2,6029,2200-28 ARCH ST,2200 Arch Street,888111280,19103,1,1996,Multifamily Housing,415000,4993952,2780397.5,,,27,45.4,124.7,5989.7,1521.5,
9857602.4,6031,1801-23 N 10TH ST,Kardon-Atlantic,881147225,19122,1,1976,Residence Hall/Dormitory,487684,4994229,2891300.1,,,91,26.1,69.7,9032,1284,
2669572.7,6034,6060 CRESCENTVILLE RD,6060 Crescentville Holdings LP,881216000,19120,1,1969,Multifamily Housing,189000,5050684,12495756.5,,,42,80.2,113.8,11953.9,969.9,
754430.7,6035,2801 GRANT AVE,2801 Grant Avenue,884286500,19114,1,1950,Office,61240,5051950,1304656.5,,,99,33.6,61.1,267.1,155.8,
13393120.2,5070,1880 JOHN F KENNEDY BLVD,1880 JFK,883056300,19103,1,1983,Office,248000,3679656,,,,86,54,169.6,3497,1535.9,
2430371,6036,3501 ISLAND AVE,3501 ISLAND AVE ACQUISITION LLC,884171485,19153,1,1987,Distribution Center,84471,5052885,759468.4,,,32,37.8,99.8,212.2,319.1,
5161400.6,6038,1101 WASHINGTON AVE,Bella Vista Condos,888113214,19147,1,1935,Multifamily Housing,180000,5052959,1729297.2,,,61,45.9,120.2,4206.3,683.8,
670249.2,6040,1801-59 N AMERICAN ST,1801 N American,884080300,19122,1,1986,Non-Refrigerated Warehouse,97500,5056684,926618.1,,,90,18.2,35.2,95.4,126.1,
1375309,6042,1900 E SERGEANT ST,Brown HA,786491000,19125,1,1959,K-12 School,67795,4123955,1697947.9,,,61,45.3,90,758.4,247.9,
2649287.3,6043,5900 RACE ST,Barry,783431200,19139,1,2008,K-12 School,99287,4123956,1640450.7,,,84,43.2,101.1,3822.6,391,
687714.9,6044,8118 FRANKFORD AVE,Brown JH,786152400,19136,1,1937,K-12 School,54623,4123957,3396386.5,,,56,74.8,104.8,522.3,259.3,
1977852.5,6046,900-14 LINDLEY AVE,Birney,785317200,19141,1,1913,K-12 School,59200,4123962,4609971.1,,,40,111.3,186.7,919.2,471.7,
3066588.6,6048,3303-61 OLD YORK RD,Bethune,785367600,19140,1,1970,K-12 School,99420,4124425,3563389,,,56,66.7,134.5,1432.4,540.9,
1150214.5,6049,6001 CEDAR AVE,Bryant,783087800,19143,1,1904,K-12 School,94235,4124426,5390914.1,,,50,69.4,98.4,1063,418.2,
1485091.8,6050,2622-46 N LAWRENCE ST,ST CHRISTOPHER'S ASSOC LP VIII,886609000,19133,1,1962,Multifamily Housing,89535,4936276,4036763.1,,,89,61.7,99.4,3109.6,384.7,
7378879.9,6051,1512-14 SPRUCE ST,The Drake,888071440,19102,1,1929,Multifamily Housing,177067,4936576,16124621.1,,,5,132.7,226.5,11789.3,1702.7,
3962560.3,6053,1221 FAIRMOUNT AVE,Guild House West I,881041751,19123,1,1977,Multifamily Housing,84100,5026803,5405173.4,,,2,111.4,215.4,5706.9,741.5,
3021636.5,6054,1727 W HUNTING PARK AVE,Opportunities Towers II,886810736,19139,1,1985,Multifamily Housing,108405,5026804,4186142.9,,,59,66.5,128.1,7561.3,568.9,
705095.6,6055,477-89 DOMINO LN,Domino Lane Apartments,881080050,19128,7,1960,Multifamily Housing,63918,5026901,3389596.2,,,89,64.1,90.3,3818.5,258.3,
875050,6057,5008 MCKEAN AVE,Hampshire House Apartments,881064600,19144,2,1960,Multifamily Housing,56645,5026907,4357672.2,,,37,92.4,129.3,3483.7,328.5,
1487185,6059,6725 RIDGE AVE,Ridgeview Apartments,881087500,19128,1,1964,Multifamily Housing,77182,4995156,2713872.6,,,85,54.4,97.4,3164.1,314.7,
2106790.6,6060,7949 RIDGE AVE,The Ridge Apartments,881090500,19128,2,1961,Multifamily Housing,116269,4998219,2873782.4,,,87,42.8,82.8,5887.1,394.2,
3177874,6062,511-19 N BROAD ST,"511, A Condominiums",888140126,19123,1,1930,Multifamily Housing,73000,4998429,517760.7,,,44,50.6,144.1,2617.2,380,
2159089.7,6064,1601 LOCUST ST,The Lanesborough,888035538,19102,1,1931,Multifamily Housing,105000,4998799,2066158.8,,,92,44.5,94.2,1479.6,357.3,
2776936.4,6065,317 VINE ST,York Square Condominium Association,888110000,19106,1,2005,Multifamily Housing,108000,4998818,972237.6,,,83,36.4,94.6,1449.7,370.1,
2834639.4,6066,3817-39 MARKET ST,Ralston Mercy Douglass,881822820,19104,1,2000,Multifamily Housing,56784,5063279,608391.1,,,8,60.6,168,1563581.4,357.4,
3502653.4,6068,1030-40 N 2ND ST,Liberties Walk Block 1 & 2,881006640,19123,1,2006,Multifamily Housing,78819,5074150,17459.4,,,59,51.2,160.4,5488.1,402.6,
21942875.7,6070,4900-40 FRANKFORD AVE,ARIA - Jefferson Health Frankford,778010005,19124,1,1987,Hospital (General Medical & Surgical),303865,5075386,25013879.2,,,71,255.1,517,11269.4,3762.8,
4164956.7,6072,4401 HAVERFORD AVE,St. Ignatius Nursing & Rehab Center,881445700,19104,1,1974,Senior Care Community,96000,5077303,65220,,,99,44.1,136.9,6267.2,465.5,
2462338,6074,3200 W LEHIGH AVE,Allen Ethel,784224400,19132,1,1971,K-12 School,83197,4124429,2298770.4,,,46,57.2,121.9,999.4,404.5,
635088.9,6076,3350 RICHMOND ST,Amy at Martin,786456000,19134,1,1899,K-12 School,62251,4124433,3238974.5,,,43,62.2,86.7,275.9,244.9,
1198742.7,6079,3001-29 W BERKS ST,Blaine,784035900,19121,1,1967,K-12 School,88317,4124439,4742033.6,,,26,67.3,99,1221.7,389.3,
11883378.4,6080,1001-13 N 2ND ST,Erbe,881006630,19123,1,2009,Multifamily Housing,134673,4124779,4455029.5,,,1,121.3,311.8,4600,1599.4,
7861056.9,6081,1050 N HANCOCK ST,Navona,881006665,19123,1,2009,Multifamily Housing,163400,4124780,4179205,,,25,73.7,177.9,3566.2,1123.5,
2593901.3,5968,5600 OGONTZ AVE,Regency Village,881074500,19141,7,1940,Multifamily Housing,234260,4989835,18563625.3,,,52,105.2,137.4,20365,1283.5,
2350195.8,5969,3510-30 SCOTTS LN,Scotts Mills,881137200,19129,1,1940,Office,126339,4989929,1376481.6,,,97,29.5,69.9,1317.3,342.6,
9291408.3,5970,3701-15 CHESTNUT ST,International House Philadelphia,881822460,19104,1,1970,Multifamily Housing,184000,5040148,17983933.2,,,4,160.4,282.7,7920.4,2020.7,
25281258.4,5971,111 S 15TH ST,Packard Grande,888087200,19102,1,1924,Multifamily Housing,444600,5042578,5345665,,,35,68.9,191.2,11042.2,3183.2,
23162522.4,5972,901 N PENN ST,Waterfront Square,888062668,19123,4,2009,Multifamily Housing,1032000,5042598,11634839.6,,,72,40.8,99.7,21389,3274.3,
494714.1,5975,7373 RIDGE AVE,Ridge Carlton Apartments,881089500,19128,1,1970,Multifamily Housing,161310,5045741,5620850.4,,,100,37.9,46.2,6262.6,355.3,
2716058.5,5976,6950 GERMANTOWN AVE,Germantown Apartments (202) and Cottages (811),881450000,19119,3,2006,Multifamily Housing,66032,5048472,2058135.5,,,11,72.3,161.9,3816.5,410.6,
1792016.5,5977,315 W JOHNSON ST,"NewCourtland Apartments at Cliveden, L.P.",886761616,19144,1,2009,Multifamily Housing,57209,5049288,1173967.2,,,41,51.8,119.9,1550.9,261.1,
5414666.6,5978,4400 W GIRARD AVE,CSE Centennial Village,881437000,19104,1,1978,Senior Care Community,75972,4096892,2005356,,,31,97.7,251.5,6011.4,727.5,
4456368.8,5313,101 E OLNEY AVE,Front and Olney,883382000,19120,1,1980,Office,148494,3875831,,,,57,63.2,198.5,2109.4,511.1,
1355303,5980,2100 BYBERRY RD,2100 Byberry Road,884236000,19116,1,1954,Non-Refrigerated Warehouse,130500,4102725,1035259.7,,,88,18.3,40.9,90.1,210.4,
1805586.4,5983,4700-22 PARKSIDE AVE,Discovery Charter School,882966275,19131,1,1930,K-12 School,57434,4115611,953221.2,,,67,48,116.1,874.3,257.7,
9203924.6,5984,8350 ENTERPRISE AVE,Distribution Center #9001,773102500,19153,1,1969,Non-Refrigerated Warehouse,385000,4123417,11390475.1,,,62,53.5,106.1,325.7,1660.5,
33786180.2,5986,202-10 W RITTENHOUSE SQ,(PA2473) - Rittenhouse Condo & Hotel,888085258,19103,1,1989,Multifamily Housing,625796,4926217,15261813.9,,,6,85.6,213.1,23424.8,4685.2,
245255.5,5988,4991 PARKSIDE AVE,Wynnefield Terrace Associates LP,881155300,19131,10,1955,Multifamily Housing,109783,4926250,6582890.9,,,99,62.2,70,5389.1,377.8,
3625454.7,5989,1601 E PALMER ST,Neumann Senior Housing,881130485,19125,1,2006,Multifamily Housing,99000,4926582,2337911.8,,,15,60.2,139.8,3053,539.9,
2597333.8,5990,4628 LEIPER ST,Avondale Apartments,881105000,19124,1,1960,Multifamily Housing,82600,4926643,2404328.4,,,43,60.6,129.3,6995,425.6,
7943026.8,5991,210 W WASHINGTON SQ,(PA2418) - Ayer Condominium,888059176,19106,1,1929,Multifamily Housing,107879,4926791,7846973.1,,,1,146.4,307.6,5352.7,1327.7,
5320174.6,5995,1900 HAMILTON ST,Tivoli Condos,888111120,19130,1,2006,Multifamily Housing,225200,4991579,2299163.6,,,76,40.3,101.1,4691,732.2,
2023628.9,5996,468 DOMINO LN,Green Woods Charter School,775722600,19128,1,2014,K-12 School,115650,4991720,836721.3,,,57,47.7,120.5,491.9,276.5,
2202787.2,5998,1401-35 S 16TH ST,Reed Street Presbyterian Apartments,881000151,19146,1,2001,Multifamily Housing,63665,4991800,1952292.5,,,33,65.3,140.8,2667.8,356.3,
1547137.3,5999,2001 S 59TH ST,Greenway Presbyterian Apartments,881445450,19143,1,2005,Multifamily Housing,59626,4991802,53142.6,,,88,26.8,82.4,1415.6,180.2,
13846520.4,6000,604-36 S WASHINGTON SQ,Hopkinson House,888051083,19106,1,1963,Multifamily Housing,930000,4992110,14514200.2,,,100,36.4,75.3,28764.5,2358.8,
6275691.6,6001,2301 CHERRY ST,River's Edge Condos,888083961,19103,2,1982,Multifamily Housing,270000,4992126,1897484.3,,,86,34.1,90.4,7542.6,820.5,
1702970.1,6002,6302 OLD YORK RD,Philip Murray House II,881451120,19141,1,2005,Multifamily Housing,53253,5050012,2931318.5,,,11,92.8,168.7,2176.8,351,
12810923.8,6003,6300 OLD YORK RD,Philip Murray House I,886662700,19141,1,1967,Multifamily Housing,225000,5050013,4613304.3,,,7,79.3,205.1,9835.4,1714.2,
1720180.3,6004,164-76 W ALLEGHENY AVE,MFM - 174 W Allegheny Ave,881448405,19133,1,1990,Multifamily Housing,67027,5050083,2174999.1,,,71,58.1,114.7,1219.3,312.8,
6970835.4,4949,2401 WALNUT ST,2401 Walnut,883039105,19103,1,1925,Office,163836,3417370,,,,90,47.4,138.6,1599.6,799.4,
439411,5930,5501-09 WAYNE AVE,Fairfax Apartments,881062010,19144,1,1912,Multifamily Housing,77000,4975739,2433364.3,,,99,44.2,60.5,761.1,179.6,
3035997.6,5931,1811-19 CHESTNUT ST,(PA2450) - Belgravia,888088272,19103,1,1903,Multifamily Housing,67493,4978652,632836.8,,,23,54.4,151.1,4584.8,381.8,
2317334.9,5932,2600 MOORE ST,St. John Neumann Place,886760957,19145,1,2008,Multifamily Housing,80740,4978775,1336762.2,,,40,45.3,107.5,1891.8,336.8,
8219204.3,5935,1721-33 N 10TH ST,380-University Village-Temple,881299190,19122,3,2004,Multifamily Housing,245287,4979781,4135446.9,,,45,50.4,122.9,9875,1162.2,
4907636.6,5939,220 W RITTENHOUSE SQ,Council for Two Twenty West Rittenhouse Square,888082686,19103,1,1957,Multifamily Housing,141871,5037034,9271722.5,,,6,99.9,177.2,4731.1,1055.3,
1233096.8,5941,7801 BUSTLETON AVE,7801 Bustleton,881170500,19152,1,1969,Multifamily Housing,60727,5037180,6842188.8,,,3,133,182.1,4222.8,500.2,
2823771.2,5942,2121 GLENDALE AVE,2121 Glendale,881172000,19152,1,1961,Multifamily Housing,58893,5037193,6332677.3,,,1,155.5,263.5,5775,649.6,
1934262.8,5943,2101 GLENDALE AVE,2101 Glendale,881171500,19152,1,1965,Multifamily Housing,85253,5037203,9362455.4,,,2,132.5,186.6,6297.8,711.9,
1051237.2,5944,7801 ALGON AVE,7801 Algon,881169000,19111,1,1966,Multifamily Housing,61876,5037213,6304564.5,,,7,118.9,160.3,3331.1,451.5,
4459678.5,5945,5300 CHESTER AVE,Holy Family Home,881444900,19143,1,1972,Senior Care Community,148401,5038274,6199912.5,,,86,71.8,138.2,12330.1,840.7,
3899107.4,5946,5000 S BROAD ST,"Urban Outfitters, Inc. - Building #010",788008310,19112,1,1903,Office,53115,4084040,1814180.2,,,34,107.6,266.4,1056.1,543.5,
94335.7,5947,2527-37 N BROAD ST,"American Metal && Rubber, Inc.",884766800,19132,1,1900,Distribution Center,50000,4092042,217631.6,,,94,6.2,10.5,42.9,22.4,
1878086.9,6143,500-18 S 16TH ST,Independence Charter School,782671300,19146,1,1909,K-12 School,50286,4142231,34902.6,,,90,38,118,1,217.2,
12132993.5,6145,433-41 CHESTNUT ST,Hotel Monaco Philadelphia,883009700,19106,1,2012,Hotel,194128,4162415,13867629.2,,,16,133.9,271.3,10876.2,2128,
1183598.9,6151,218-26 S 11TH ST,Washington Square West,886810726,19107,22,1982,Multifamily Housing,98254,5029662,1591356.1,,,100,28.2,54.8,4942.8,220.3,
6561709.3,6153,1220-46 N BROAD ST,Apartments @ 1220,881146000,19121,1,1950,Multifamily Housing,268365,4938139,13369477.5,,,87,78.8,137,13595.6,1462.6,
1520413.8,6154,973 N 7TH ST,MT. TABOR SR. CYBER VILLAGE,886904200,19123,1,2007,Multifamily Housing,59095,5010192,21603.1,,,83,26.1,81.2,743.6,175.5,
12253041.3,6155,1901-39 CALLOWHILL ST,The Granary,881551130,19130,1,2013,Multifamily Housing,310417,5010444,1668864,,,35,51.4,148.5,8602.6,1493.8,
1273739.9,6156,1216-18 WALNUT ST,Midtown Associates LP,881011100,19107,1,1922,Multifamily Housing,66377,5010884,2799841.2,,,73,61.4,104.5,3790.7,294.8,
3178921.2,6157,850 LOCUST ST,Saint George Senior Housing Corp,881008230,19107,1,1973,Multifamily Housing,48000,5010903,3453525.7,,,6,138.2,283.5,5371.3,536.1,
1168299.5,6160,450 DOMINO LN,Metropolitan Manayunk Hill,881079800,19128,2,1963,Multifamily Housing,72900,5013003,3401836.5,,,79,62.7,99.3,1846.1,314.7,
2245430.4,6161,7841 RIDGE AVE,Metropolitan Roxborough,881090000,19128,2,1964,Multifamily Housing,127615,5013007,5363277.5,,,74,59.6,99.4,6038.2,542.4,
909294.6,6165,901 W CHAMPLOST AVE,DB Champlost LP - 901 W Champlost Ave,881149000,19141,1,1962,Multifamily Housing,51728,5102648,2356927.3,,,67,63.1,103,3203.2,229.5,
984909.3,6167,444 N 4TH ST,444 Lofts,888093220,19122,1,2007,Multifamily Housing,188000,5126025,2675204.3,,,100,19.5,31.4,4591.3,251.3,
8356513.4,6169,3400 RED LION RD,"Sherwood Crossing Associates, LLC",881234000,19114,7,1972,Multifamily Housing,607054,5138939,16690701.9,,,70,55.7,97.3,23216,1844.8,
4659775.2,6170,1001 INTREPID AVE,3132B-Courtyard Philadelphia South,883741600,19107,1,2014,Hotel,107000,4175568,4552799.9,,,60,86.1,181.4,2817,776.2,
5006611.8,6174,201 ROUSE BLVD,LT02276 - 201 Rouse Blvd,883813600,19112,1,2013,Office,82852,4222123,325592.8,,,65,64.4,193.9,870.4,591.4,
13739936.3,6175,1800 BENJAMIN FRANKLIN PKWY,The Logan Hotel,883720500,19103,1,1983,Hotel,335530,4226783,28224400.1,,,50,125.1,216.9,18499,3074.8,
2976287.9,6179,2738-50 BELMONT AVE,the metropolitan bala,881157000,19131,1,1965,Multifamily Housing,188087,4941421,5561373.7,,,57,71.7,127.6,4881.6,636.7,
2593609.3,6181,1250 N 3RD ST,"Olde Kensington, LP",881006631,19122,1,1986,Multifamily Housing,90000,4941726,1224832.8,,,81,42.4,104.8,3755,362.5,
8231518.2,6183,801-29 LOCUST ST,American Postal Workers House,881008225,19107,1,1979,Multifamily Housing,217980,4942150,512009.6,,,47,40.3,121.6,6570.7,971.2,
1007904.8,6184,4931-59 SPRUCE ST,The Terrace,881215555,19139,1,1925,Multifamily Housing,68550,4943435,5024424.7,,,64,88,123.1,5539.3,382.5,
2262220.8,6186,2112-22 W VENANGO ST,Venango House,886650800,19140,1,1982,Multifamily Housing,84897,5013048,4182910.2,,,44,83.2,148.3,2375.7,481.6,
1182258,6187,5000 WOODBINE AVE,Metropolitan Wynnefield,881155500,19131,1,1953,Multifamily Housing,59540,5013100,4689935.9,,,19,98.6,145.1,2723.4,384.7,
5053322.1,6188,9 N 9TH ST,Warehouse,881014610,19107,1,2003,Multifamily Housing,215353,5013321,1461123.9,,,92,30.3,80.8,5465,657.1,
1650439.3,6189,10102 JAMISON AVE,Rieder House aka Center Park House,886810672,19116,1,1989,Multifamily Housing,77821,5013797,2359166.4,,,52,68.2,130.3,4133.8,314.6,
7427187,6190,12001-09 BUSTLETON AVE,Ephraim Goldstein Apartments aka Shalom/Arbor,881201700,19116,1,1980,Multifamily Housing,251937,5013883,2770104,,,59,48.7,125.2,9314.8,998.9,
6667464.3,6191,8900 E ROOSEVELT BLVD,Robert Saligman Apts_Saligman North fka Holiday House,886668100,19115,1,1978,Multifamily Housing,247661,5014034,4068545.1,,,69,53.3,125,5555,981.1,
